custom/routes_completed,custom/avg_speed,custom/total_reward,custom/mean_reward,custom/total_distance,custom/avg_center_dev,time/total_timesteps,time/fps,time/episodes,train/std,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/critic_loss,train/ent_coef,train/n_updates,train/ent_coef_loss,train/learning_rate
0.5384615384615384,16.32838431127448,11.793150729018567,0.1684735818431224,20.84861966664903,0.4371752727818459,,,,,,,,,,,,,
0.05084745762711865,11.45361939121447,-0.5695118261841277,-0.01016985403900228,11.674524486064911,0.7571118043288837,,,,,,,,,,,,,
0.13793103448275862,10.1966436838465,-5.01819713951118,-0.10909124216328653,8.496897253906354,0.8057052490361092,,,,,,,,,,,,,
0.37735849056603776,15.281041141461689,-0.8364577167538538,-0.011781094602166956,19.839225334115326,1.0419169250206102,,,,,,,,,,,,,
,,,,,,239,33,4,0.04978706315159798,1.3157690000000002,59.75,7,,,,,,
0.43103448275862066,17.585223907640327,1.6363268191652693,0.020454085239565867,25.741082143504173,0.7194550620575147,,,,,,,,,,,,,
0.02284263959390863,10.632997155607791,-2.74856906225585,-0.05609324616848674,9.50507223396562,0.7028869169029822,,,,,,,,,,,,,
0.4090909090909091,12.833027756313243,15.12836098359752,0.21011612477218777,17.03251785901375,0.24444992214680403,,,,,,,,,,,,,
0.042352941176470586,15.626900468273737,10.405085939338669,0.1576528172627071,18.856841683154926,0.46466853953732884,,,,,,,,,,,,,
,,,,,,502,36,8,0.04978706315159798,3.7014905,62.75,13,,,,,,
0.37777777777777777,15.115553156485579,8.290827083397144,0.125618592172684,18.158888454549015,0.43082516869980864,,,,,,,,,,,,,
0.024725274725274724,10.36979759689497,1.4030801166494218,0.02598296512313744,10.155312953749672,0.5518499943063164,,,,,,,,,,,,,
0.5952380952380952,17.972808063478073,5.932489886981429,0.08474985552830613,22.98837113310583,0.5146108892799712,,,,,,,,,,,,,
0.046798029556650245,14.894685075490408,-1.3819201516744624,-0.020938184116279734,17.92343433952192,0.8645332887064207,,,,,,,,,,,,,
,,,,,,754,38,12,0.04978706315159798,3.6454291666666667,62.833333333333336,19,,,,,,
0.1013215859030837,16.40797990946769,14.930764962691388,0.1990768661692185,22.514693756587803,0.53010660028086,,,,,,,,,,,,,
