custom/total_reward,custom/routes_completed,custom/avg_center_dev,custom/avg_speed,custom/total_distance,custom/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef,train/actor_loss,train/learning_rate,train/ent_coef_loss
10.044469949908358,0.38461538461538464,0.44181378615371736,12.816688040635682,15.628541795304045,0.1499174619389307,,,,,,,,,,,,,
-2.755952512586454,0.03389830508474576,0.6420729879816824,9.769862044366102,8.456948790117167,-0.05741567734555112,,,,,,,,,,,,,
-3.866965098942697,0.1896551724137931,0.8998211270113272,14.019237006473915,10.643771570874378,-0.09207059759387375,,,,,,,,,,,,,
-5.9897164470673685,0.2641509433962264,0.47019666277074934,15.186807388529312,14.549211897654459,-0.11301351786919563,,,,,,,,,,,,,
,,,,,,17.5,-0.6782195,0.04978706315159798,4,70,9,7,,,,,,
-6.167164257985638,0.10344827586206896,0.7837224749473832,8.716649186667619,6.537016426213086,-0.1468372442377533,,,,,,,,,,,,,
1.8139996144473542,0.03299492385786802,0.7693025180209783,12.719252771158867,13.9445908019552,0.030233326907455903,,,,,,,,,,,,,
10.794731851523835,0.3409090909090909,0.3582128944953593,12.365512564129135,15.490896226838231,0.15644538915251935,,,,,,,,,,,,,
-0.44547435010965586,0.018823529411764704,0.48771612560046174,9.999144428295683,8.29638477601111,-0.009684225002383823,,,,,,,,,,,,,
,,,,,,17.75,0.39686575000000013,0.04978706315159798,8,142,10,13,,,,,,
-7.88330686806332,0.15555555555555556,0.9240330877796433,9.22200081075715,7.4457764339167625,-0.17518459706807377,,,,,,,,,,,,,
-5.335751253307242,0.013736263736263736,0.6749797645617728,9.06820513177908,6.3189543299376965,-0.1368141347001857,,,,,,,,,,,,,
-6.237462501061575,0.14285714285714285,0.6654136983000756,9.50980142272795,6.456238799728453,-0.16414375002793619,,,,,,,,,,,,,
10.257350196463637,0.07389162561576355,0.6165977104367062,15.752795431301145,28.85331432078965,0.10257350196463637,,,,,,,,,,,,,
,,,,,,18.0,-0.511065083333333,0.04978706315159798,12,216,11,19,,,,,,
-0.0023065795103640596,0.048458149779735685,0.5848401343228657,12.427020699658692,11.008024503942579,-4.707305123191959e-05,,,,,,,,,,,,,
3.5455904758857866,0.016129032258064516,0.5178464868070362,12.371244503043796,11.367239014012739,0.06952138188011346,,,,,,,,,,,,,
1.2522244660332458,0.29545454545454547,0.6623399384389791,14.481852562754689,13.133518731221557,0.025044489320664914,,,,,,,,,,,,,
-4.510324235928287,0.017676767676767676,0.5402209836604724,8.696312023890385,7.334018459543586,-0.0959643454452827,,,,,,,,,,,,,
,,,,,,17.625,-0.3699799375,0.04978706315159798,16,282,11,24,,,,,,
3.380260584695181,0.3829787234042553,0.45230433663127095,13.457859660070913,18.29766969452612,0.04567919709047542,,,,,,,,,,,,,
23.682064542166458,0.7619047619047619,0.38006516949082675,18.394702143693465,33.10746479744557,0.24165371981802508,,,,,,,,,,,,,
-5.368951177689783,0.052083333333333336,0.5062857468420288,7.1371010681520515,5.313506129197776,-0.13095002872414105,,,,,,,,,,,,,
