custom/avg_center_dev,custom/total_reward,custom/routes_completed,custom/avg_speed,custom/total_distance,custom/mean_reward,time/fps,time/total_timesteps,train/std,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss
0.6108116464044673,25.087600798481233,0.04985337243401759,17.842205450165185,34.74967077188194,0.23667547923095503,,,,,,,,,,,,,
0.5759487076431227,16.142873836543885,0.6136363636363636,15.452584761635018,27.813680636696517,0.1647232024137131,,,,,,,,,,,,,
0.3762915971825261,19.060522621015235,0.05808080808080808,14.104436105241412,24.179260827280814,0.20495185613994876,,,,,,,,,,,,,
,,,,,,44,1285,0.04978706315159798,16,11.415888625000001,28,80.3125,,,,,,
0.5074227137090513,5.217929591079448,0.3191489361702128,12.426834120126541,14.358864083653316,0.0828242792234833,,,,,,,,,,,,,
0.3275780728486196,55.761052278203834,1.068421052631579,15.321146283263031,83.68707384658046,0.28020629285529564,,,,,,,,,,,,,
0.31638973143784943,-4.563942064515993,0.052083333333333336,6.997966525607549,4.7720769653096795,-0.12334978552745927,,,,,,,,,,,,,
0.569153489457182,12.99443179646865,0.0781758957654723,13.822011017654022,23.815314239822328,0.1382386361326452,,,,,,,,,,,,,
,,,,,,44,1674,0.04978706315159798,20,12.5978904,37,83.7,,,,,,
0.5456276930649042,15.156452191505313,0.35714285714285715,16.40354841557841,27.349961787229404,0.16655441968687157,,,,,,,,,,,,,
0.43806889228322426,7.930933512270219,0.029354207436399216,13.022338294627838,13.310787991154939,0.14162381271911104,,,,,,,,,,,,,
0.699009820375013,9.823145799390826,0.07936507936507936,14.33008755444519,20.962556927930564,0.12278932249238532,,,,,,,,,,,,,
0.44954792499506285,11.133385091285124,0.0398936170212766,14.213396320896033,15.293899809243158,0.1887014422251716,,,,,,,,,,,,,
,,,,,,44,1956,0.04978706315159798,24,12.328973374999999,44,81.5,,,,,,
0.9946457773379006,1.7797927540054168,0.9743589743589743,18.267332800944395,35.23842416109983,0.01695040718100397,,,,,,,,,,,,,
0.5062769955442444,13.362560567712727,0.05373134328358209,14.308595299355556,18.07322410400957,0.19366029808279314,,,,,,,,,,,,,
0.9752282986773981,8.761349078369165,0.6551724137931034,17.91029420981437,37.839223224436864,0.07618564415973186,,,,,,,,,,,,,
1.3572631593314826,-0.2993349545766417,0.29464285714285715,17.94464961750597,33.84144474961795,-0.002906164607540211,,,,,,,,,,,,,
,,,,,,45,2344,0.04978706315159798,28,11.40816875,52,83.71428571428571,,,,,,
0.5176004187170026,8.745341888745745,0.2413793103448276,12.079700278208799,14.10594541230239,0.13664596701165227,,,,,,,,,,,,,
0.5914593358988645,-0.962526542525465,0.0125,9.473151961494867,9.088035283260979,-0.01816087816085783,,,,,,,,,,,,,
0.9207755714651742,-6.03735346694217,0.20454545454545456,9.753189262901822,8.851535925408825,-0.1207470693388434,,,,,,,,,,,,,
0.45183851988596224,7.565965699070357,0.02127659574468085,12.060501386991481,13.145209355279803,0.1260994283178393,,,,,,,,,,,,,
,,,,,,44,2567,0.04978706315159798,32,10.270868593749999,57,80.21875,,,,,,
0.6014720671697037,25.224143570477466,0.7333333333333333,16.122526997255605,30.796396725345403,0.24253984202382178,,,,,,,,,,,,,
0.5259276339394453,0.014337598809271768,0.09722222222222222,9.069753260582175,8.505377076333389,0.00027572305402445707,,,,,,,,,,,,,
0.5258099689264139,18.62237146232151,0.5952380952380952,14.864782403036422,23.958793588448316,0.2116178575263808,,,,,,,,,,,,,
0.8474290310962993,-1.6117174353213635,0.028350515463917526,12.323569656971797,11.658929429482669,-0.030994566063872374,,,,,,,,,,,,,
,,,,,,44,2859,0.04978706315159798,36,10.302243138888889,64,79.41666666666667,,,,,,
0.33300076760356556,12.631510369384124,0.08370044052863436,13.074953979140727,18.143532366491854,0.16842013825845498,,,,,,,,,,,,,
0.5776133994674831,13.360784062954558,0.08582089552238806,14.898887211620005,24.287063652882352,0.15012116924668042,,,,,,,,,,,,,
0.24053482227531917,11.68974184733435,0.29545454545454547,11.930532459605907,12.779527125880122,0.2015472732299026,,,,,,,,,,,,,
0.5915027823369899,7.4717488031551405,0.06060606060606061,13.059156792804464,14.286540498724207,0.12452914671925235,,,,,,,,,,,,,
,,,,,,44,3137,0.04978706315159798,40,10.3990545,71,78.425,,,,,,
0.5161671982410357,7.398148209066914,0.3404255319148936,11.312905503301062,15.442350256838836,0.09864197612089219,,,,,,,,,,,,,
0.5331192863682308,3.3204173897437848,0.07547169811320754,12.326363980610022,12.524797418853268,0.05929316767399616,,,,,,,,,,,,,
0.5545323618083232,2.5356831030087488,0.10416666666666667,10.80356131529077,10.397062888368964,0.04784307741525941,,,,,,,,,,,,,
0.8078902528744891,-0.5020283253512421,0.06936416184971098,13.5417694256979,12.106433929177001,-0.01024547602757637,,,,,,,,,,,,,
,,,,,,43,3366,0.04978706315159798,44,9.741864613636364,77,76.5,,,,,,
0.47488511194198213,10.628502447944118,0.17857142857142858,12.057227427724008,15.384712290833704,0.15183574925634455,,,,,,,,,,,,,
0.8534000036858163,22.348529743136297,0.12135922330097088,19.26836012006749,50.354278101352975,0.15738401227560772,,,,,,,,,,,,,
0.5575071749709837,4.944355098660353,0.047619047619047616,10.69441321019488,13.057150936219841,0.07379634475612466,,,,,,,,,,,,,
0.9709456563656788,-5.58868156941742,0.020833333333333332,9.919049612245628,8.957143121864647,-0.11177363138834841,,,,,,,,,,,,,
,,,,,,43,3691,0.04978706315159798,48,9.602146833333332,84,76.89583333333333,,,,,,
0.17430818131660095,18.516174795470533,0.38461538461538464,13.056638740733291,15.044216522015631,0.29390753643604023,,,,,,,,,,,,,
0.6224055886109353,4.862141110083721,0.03189066059225513,12.481899964323315,15.970930746290833,0.06945915871548174,,,,,,,,,,,,,
0.5597628621717164,5.245143556158572,0.2413793103448276,13.14936845890551,14.392543122638017,0.08741905926930954,,,,,,,,,,,,,
0.3366120518309225,-0.8610688694102446,0.028368794326241134,9.521485406186438,7.756571434671059,-0.019134863764672102,,,,,,,,,,,,,
,,,,,,43,3925,0.04978706315159798,52,9.396735019230768,90,75.48076923076923,,,,,,
0.7764960139879278,6.942324610468535,0.3448275862068966,15.444999091363709,20.107449119212106,0.09777921986575402,,,,,,,,,,,,,
0.8641309611127079,-0.5592026360634659,0.024344569288389514,13.09679239146984,12.924925742903724,-0.010355604371545665,,,,,,,,,,,,,
0.6714080202075654,0.12308676528891027,0.22727272727272727,12.048249367362628,9.818896990735084,0.0027352614508646725,,,,,,,,,,,,,
0.8714433759946485,-6.761299983096519,0.01556420233463035,8.60670350222637,8.280985392164439,-0.13002499967493306,,,,,,,,,,,,,
,,,,,,43,4143,0.04978706315159798,56,8.719045642857143,95,73.98214285714286,,,,,,
1.070681077370764,-0.3049973944554676,0.4,13.863076331760409,18.226080267573707,-0.004236074922992605,,,,,,,,,,,,,
0.7253563045715682,3.7990293417643066,0.03119584055459272,13.886274956360788,18.29667505598627,0.05276429641339315,,,,,,,,,,,,,
0.7669486686017055,4.8200262817113355,0.35714285714285715,13.55614650105055,14.56960261403583,0.0816953607069718,,,,,,,,,,,,,
0.8985494174959557,8.461927422248227,0.0764872521246459,18.243429183840565,27.113363087642938,0.10446823978084231,,,,,,,,,,,,,
,,,,,,43,4423,0.04978706315159798,60,8.416772716666667,102,73.71666666666667,,,,,,
0.5619876973522847,4.755726789744708,0.05726872246696035,10.861893230628334,13.425796600989997,0.07098099686186131,,,,,,,,,,,,,
0.8070552425430368,2.940952847474719,0.05539358600583091,14.680657432117245,19.568284017033875,0.04028702530787286,,,,,,,,,,,,,
0.6458789164291349,18.281363109363454,0.6136363636363636,15.350627928794598,26.465679639484733,0.19448258626982398,,,,,,,,,,,,,
0.9008739552903756,-2.2424582594105837,0.04391891891891892,11.657964333847632,12.969221315346658,-0.036761610810009566,,,,,,,,,,,,,
,,,,,,43,4714,0.04978706315159798,64,8.2604770625,108,73.65625,,,,,,
0.6628631653420575,0.22689972356472587,0.23404255319148937,11.70560859918186,10.430443288292736,0.004630606603361753,,,,,,,,,,,,,
0.933605444430396,0.4603326629028839,0.10526315789473684,15.098345039397937,27.43986628134735,0.004649824877806908,,,,,,,,,,,,,
0.3323232019517557,50.444734993699875,0.46875,17.930676763823268,44.8564624931314,0.3709171690713226,,,,,,,,,,,,,
0.7443765449623572,11.807225257882564,0.061855670103092786,16.585792908636382,23.65764055249747,0.15137468279336622,,,,,,,,,,,,,
,,,,,,43,5072,0.04978706315159798,68,8.69805357352941,116,74.58823529411765,,,,,,
0.22025457089711226,1.6608764848449233,0.08333333333333333,10.509811859228268,7.1659727627411485,0.04488855364445739,,,,,,,,,,,,,
0.59528334497688,11.446384192368981,0.05142857142857143,12.598466288986838,18.22540536383167,0.14489093914391116,,,,,,,,,,,,,
0.541360554136759,16.92765200395542,0.0873015873015873,12.837143873926452,22.827580633806065,0.17451187632943732,,,,,,,,,,,,,
1.145980895863013,-1.0452290592264681,0.11274509803921569,15.74167735978325,22.764314419357106,-0.013230747585145166,,,,,,,,,,,,,
,,,,,,43,5360,0.04978706315159798,72,8.616457902777777,123,74.44444444444444,,,,,,
0.6862562415071134,5.48512626540505,0.7692307692307693,15.863971260099882,30.025764303747565,0.05325365306218495,,,,,,,,,,,,,
0.6683056569405039,12.016217453764625,0.04153846153846154,16.472906174565534,27.491423978237435,0.13204634564576512,,,,,,,,,,,,,
0.47436071480428255,20.199416028246667,0.4482758620689655,15.356094763112292,26.237505269004032,0.21719802180910394,,,,,,,,,,,,,
0.5845916381985206,5.351621132659041,0.04956268221574344,12.274019526047882,16.748162051895633,0.07231920449539245,,,,,,,,,,,,,
,,,,,,43,5717,0.04978706315159798,76,8.728012802631577,131,75.22368421052632,,,,,,
0.8276348102416607,-3.0635417002777725,0.1896551724137931,12.29171514382906,11.422730465070345,-0.06006944510348573,,,,,,,,,,,,,
0.4952896444654082,26.435327750586907,0.07671957671957672,15.364290161282243,29.083280962193385,0.25665366748142626,,,,,,,,,,,,,
0.6648289038068574,0.21697788081335645,0.25,11.057522346502408,11.245465808780864,0.0038746050145242223,,,,,,,,,,,,,
0.8553223461239577,5.517246790492134,0.05322128851540616,13.25583611972994,19.431894072913565,0.06896558488115168,,,,,,,,,,,,,
,,,,,,43,6003,0.04978706315159798,80,8.6540819,137,75.0375,,,,,,
0.9426466149690164,8.042293075456907,0.8,18.726512685941255,31.646023390814662,0.08741622908105334,,,,,,,,,,,,,
0.8055433264098386,0.06448622632883705,0.12217194570135746,15.820790427812732,28.140526121249422,0.00066480645699832,,,,,,,,,,,,,
0.7002957955653943,-6.4500804293531635,0.16666666666666666,8.905762483936645,7.047465710202232,-0.1465927370307537,,,,,,,,,,,,,
0.9399598055509331,29.198005973554075,0.17981072555205047,18.52368661115441,57.368614845210686,0.17379765460448854,,,,,,,,,,,,,
,,,,,,43,6400,0.04978706315159798,84,8.607577333333333,145,76.19047619047619,,,,,,
0.7545926444122392,-0.6198191393045072,0.05286343612334802,12.05465146375957,11.620931002078578,-0.011694700741594474,,,,,,,,,,,,,
0.5178222967830121,22.55676731444406,0.045531197301854974,15.672128404357904,29.084146656212397,0.22333432984598078,,,,,,,,,,,,,
1.0612324366136998,-4.4817470460295,0.29545454545454547,11.821359221713788,12.727402386255562,-0.07596181433948304,,,,,,,,,,,,,
0.7385816482857376,5.110564744656552,0.03938730853391685,14.722417336641751,17.756939903832972,0.07743279916146291,,,,,,,,,,,,,
,,,,,,43,6675,0.04978706315159798,88,8.471911829545455,152,75.85227272727273,,,,,,
0.1923393700178245,12.393917641818678,0.2978723404255319,12.305279615717929,12.965260963421315,0.217437151610854,,,,,,,,,,,,,
0.733468228399512,1.4553922696175388,0.04961832061068702,11.815153568972644,12.72621959168464,0.024667665586737945,,,,,,,,,,,,,
0.4590364138254995,3.398463780381457,0.14583333333333334,12.340267704878698,13.727376556722447,0.055712520989859945,,,,,,,,,,,,,
0.39094270692196037,18.237391863818523,0.06162464985994398,14.726735385738095,22.05213528056629,0.22515298597306818,,,,,,,,,,,,,
,,,,,,43,6929,0.04978706315159798,92,8.488489673913044,158,75.31521739130434,,,,,,
0.3196469920361018,26.813371557847574,0.32142857142857145,17.170976848387525,25.5227871312527,0.33102927849194536,,,,,,,,,,,,,
0.4392663113277654,19.038644806429343,0.08115942028985507,15.885038004669827,30.566126250778325,0.1813204267278985,,,,,,,,,,,,,
0.6874918845305407,2.3740614666154585,0.047619047619047616,11.73369514437723,13.022088702535257,0.03891904043631899,,,,,,,,,,,,,
0.35659485243524947,6.856903268999986,0.0326975476839237,11.883872180829357,12.050789470551535,0.12467096852727247,,,,,,,,,,,,,
,,,,,,43,7227,0.04978706315159798,96,8.70784346875,165,75.28125,,,,,,
0.7736830049831027,-0.6711304430399974,0.38461538461538464,12.732917468330223,15.344440872315317,-0.010168643076363596,,,,,,,,,,,,,
0.22888852692854506,14.775684943455595,0.030478955007256895,15.99696667842232,20.784628357505426,0.20810823864021963,,,,,,,,,,,,,
1.0538794851551723,19.809185081130934,0.7068965517241379,17.723586517478044,40.74833419290371,0.15847348064904748,,,,,,,,,,,,,
0.6730681604240009,-1.9718747126776375,0.03194888178913738,10.442037855493147,10.22618361772038,-0.03651619838291921,,,,,,,,,,,,,
,,,,,,43,7539,0.04978706315159798,100,8.677507579999999,172,75.39,,,,,,
0.8924130691027933,-2.820234584790483,0.1724137931034483,12.62640597489728,10.085149334277958,-0.06409624056342006,,,,,,,,,,,,,
0.5492175012095343,10.190664176762802,0.26804123711340205,16.752118385412615,25.528142869938165,0.12277908646702171,,,,,,,,,,,,,
0.8145845557708054,12.95378179993698,0.7272727272727273,15.965920138199182,34.90382121060975,0.1088553092431679,,,,,,,,,,,,,
0.6990779002825196,6.84565700399677,0.05181347150259067,13.675506707368065,19.297769613564014,0.08890463641554247,,,,,,,,,,,,,
,,,,,,43,7858,0.04978706315159798,104,8.74365019,179,75.83,,,,,,
0.985739816607516,-4.614118757881056,0.26666666666666666,11.915419668287308,11.929802294820547,-0.0838930683251101,,,,,,,,,,,,,
0.4237173410174627,8.02453985709861,0.0778688524590164,14.770052138282171,19.986950256861746,0.10843972779862986,,,,,,,,,,,,,
0.7586213954871744,3.3128272279578876,0.42857142857142855,13.337903748559519,18.023896300932392,0.044767935512944425,,,,,,,,,,,,,
0.5872510468285312,16.082237937394183,0.6410256410256411,15.12058343350388,25.224228514591232,0.17672788942191409,,,,,,,,,,,,,
,,,,,,43,8148,0.04978706315159798,108,8.576337269999998,186,75.99,,,,,,
0.8471473550774546,2.711229986714752,0.07488986784140969,14.12143724386638,16.823966373922303,0.04171123056484234,,,,,,,,,,,,,
0.4084232458725309,26.73965428908889,0.07277628032345014,15.817864424187974,29.359503304585814,0.26474905236721674,,,,,,,,,,,,,
0.6977078862141224,2.9860518873584887,0.29545454545454547,13.286137913366925,12.800899279303849,0.05634060164827337,,,,,,,,,,,,,
0.5035892123198565,6.785699607640478,0.029940119760479042,12.603145505285848,15.102449130732566,0.10439537857908428,,,,,,,,,,,,,
,,,,,,43,8428,0.04978706315159798,112,8.426266529999998,192,75.09,,,,,,
0.6501514456684292,3.700782839562754,0.3617021276595745,14.026296828666565,16.66497625852935,0.05693512060865775,,,,,,,,,,,,,
0.5384369634226037,8.64195616799931,0.11299435028248588,14.844512264008396,20.897518667392433,0.11223319698700404,,,,,,,,,,,,,
0.7358997904299082,3.359680316543596,0.17708333333333334,11.166655711567083,16.762170651054475,0.040971711177360925,,,,,,,,,,,,,
0.7838632855832292,11.25802437444353,0.10248447204968944,17.32196838394625,34.577393349958584,0.10328462728847275,,,,,,,,,,,,,
,,,,,,43,8757,0.04978706315159798,116,8.008946259999998,200,74.72,,,,,,
0.6855556835173364,12.601950333327501,0.34523809523809523,15.458292549064542,26.937494401354343,0.13265210877186842,,,,,,,,,,,,,
0.38365995663929275,27.9092090657347,0.09480122324159021,18.362532570015095,30.974747313535772,0.303360968105812,,,,,,,,,,,,,
0.5040894291724384,3.539898916792774,0.047619047619047616,11.510926153314628,12.949509471654892,0.05709514381923829,,,,,,,,,,,,,
0.38603492912776305,8.575551509223445,0.045454545454545456,11.552746098314028,12.879630342358723,0.14058281162661385,,,,,,,,,,,,,
,,,,,,43,9063,0.04978706315159798,120,7.842176460000001,207,73.89,,,,,,
0.6413856653300872,9.992796389421812,0.717948717948718,16.645108290967784,28.38801329676062,0.10744942354217002,,,,,,,,,,,,,
0.4920501272028283,5.137957122075338,0.03058823529411765,11.769487946070287,13.941887750523165,0.07904549418577443,,,,,,,,,,,,,
0.7633743330922272,5.097115561760699,0.27586206896551724,13.622384435103337,15.948672836530022,0.07964243065251092,,,,,,,,,,,,,
0.38429247217404994,22.75001872410889,0.13063063063063063,16.279415012702003,30.197406120598316,0.225247710139692,,,,,,,,,,,,,
,,,,,,43,9382,0.04978706315159798,124,7.83149445,214,74.26,,,,,,
0.45437229223587927,16.050777349536283,0.29310344827586204,13.95490463445099,17.5831081031356,0.23261996158748235,,,,,,,,,,,,,
0.4869732415354766,8.405556857119361,0.1308411214953271,10.109270972244767,14.58714319509454,0.10639945388758684,,,,,,,,,,,,,
0.870839994628483,12.034654307535146,0.75,17.123715753656256,35.81215874734335,0.10556714304855391,,,,,,,,,,,,,
0.5991714463078376,14.323547035706628,0.14492753623188406,13.942341624395713,20.662154199148063,0.1768339140210695,,,,,,,,,,,,,
,,,,,,43,9721,0.04978706315159798,128,8.104306160000002,222,73.77,,,,,,
0.7876233901360838,-3.803431096328806,0.2,9.616185137888728,9.071354636456817,-0.07314290569863088,,,,,,,,,,,,,
0.5994201752134007,3.6303409380068636,0.0208,12.995215387173216,12.536195646505803,0.06849699883031818,,,,,,,,,,,,,
1.0811512197539188,-5.764811997466032,0.38095238095238093,14.24726204542188,15.964793126797304,-0.0945051147125579,,,,,,,,,,,,,
0.5896789031665575,10.39168219520294,0.03805496828752643,11.7325170453773,18.24022613663692,0.12225508464944634,,,,,,,,,,,,,
,,,,,,43,9968,0.04978706315159798,132,8.055367669999999,228,74.01,,,,,,
0.5398870424699804,5.669863959433217,0.05286343612334802,13.419364182204461,11.928558780113235,0.1157115093761881,,,,,,,,,,,,,
0.7231910875380898,-3.020750679117911,0.06493506493506493,10.922722053791139,12.814912015921436,-0.04647308737104478,,,,,,,,64,-2.0036660576879513,0.0004900224761896961,0.9847585279494524,-0.04634040663950145,2.5194506384432316
0.48955118867296377,9.214170028141897,0.29545454545454547,6.291853945423555,12.707223747274838,0.08376518207401724,,,,,,,,192,-4.65299653634429,0.0004898960239370241,0.9232055442407727,-0.2532545365393162,2.6830826103687286
0.16223091070627635,-7.14592882613737,0.0033222591362126247,3.5046611045009395,2.1836907097604126,-0.2041693950324963,,,,,,,,,,,,,
,,,,,,43,10223,0.049852415919303894,136,7.67968479,236,73.64,,,,,,
0.5305998628858304,-7.467200117205742,0.06382978723404255,6.763180074184717,4.526754742022604,-0.1914666696719421,,,,,,,,256,-5.833933763206005,0.0004898328039424,0.8938803458586335,-0.36144929425790906,2.4183760532177985
0.7558264475230365,-7.9733202978164055,0.008595988538681949,9.776710088259662,4.512770275585353,-0.2953081591783854,,,,,,,,,,,,,
0.7369036875884108,-7.978792198587964,0.041666666666666664,9.59071320118449,4.858766275458038,-0.2751307654685505,,,,,,,,320,-6.697832874953747,0.000489769588035584,0.8656058460474014,-0.4627767610363662,2.3343381602317095
0.7334547930713912,-6.6928347303712865,0.007987220447284345,10.713615927490443,5.688962690066546,-0.22309449101237622,,,,,,,,,,,,,
,,,,,,42,10344,0.04987460747361183,140,6.927388860000001,241,72.07,,,,,,
0.8124811009868835,-6.904420702639966,0.05952380952380952,11.578877653059177,5.732814898947254,-0.24658645366571305,,,,,,,,384,-7.608443401753902,0.0004897063762165759,0.8385351002216339,-0.5742349331267178,2.30791880376637
0.9566573176833889,-6.400376180256005,0.1724137931034483,12.4000957116143,25.3694214617135,-0.057146215895142904,,,,,,,,448,-8.288149639964104,0.000489643168485376,0.8123065251857042,-0.6573506630957127,1.9168108319863677
0.7307648216800675,-5.435472098129368,0.01984126984126984,7.187122345797183,6.095544137759134,-0.1156483425133908,,,,,,,,512,-9.229593731462955,0.0004895799648419841,0.7870736392214894,-0.7883871365338564,1.9919036123901606
0.39845588227537926,-5.97018658102027,0.01278772378516624,6.102579346090128,6.269599502207711,-0.10293425139690121,,,,,,,,576,-9.693546757102013,0.0004895167652864001,0.7625460475683212,-0.8597034462727606,1.9652562160044909
,,,,,,42,10585,0.049886900931596756,144,6.552781460000001,249,72.19,,,,,,
0.6705582044025611,-5.574422966228726,0.1282051282051282,11.554449786639118,6.138792694080621,-0.18581409887429085,,,,,,,,,,,,,
0.7073076617537676,-7.340870597276265,0.01098901098901099,10.15288905177766,4.75788243371062,-0.2718840961954172,,,,,,,,640,-10.376632750034332,0.0004894535698186241,0.7388716582208872,-0.9749149736016989,1.8730824366211891
0.5913967831963972,-7.664509959849029,0.05172413793103448,9.714109059440784,4.037813261616975,-0.3193545816603762,,,,,,,,,,,,,
0.13837068848380424,-8.063199802491301,0.005479452054794521,5.07141716441523,1.483561739558354,-0.5039499876557063,,,,,,,,,,,,,
,,,,,,42,10678,0.04989304766058922,148,5.943024740000001,254,69.87,,,,,,
0.6637610071909295,-4.4313233841887145,0.10344827586206896,11.901001769877286,6.75324380537495,-0.13847885575589733,,,,,,,,704,-10.934392675757408,0.000489390378438656,0.7160556307062507,-1.0974469184875488,1.8551508244127035
0.831671838290122,-8.168146319137609,0.0163265306122449,9.160504385780254,4.803542878013104,-0.27227154397125364,,,,,,,,,,,,,
0.6565589451331132,-7.196114858865273,0.20454545454545456,14.392510834764463,10.524939184309915,-0.17551499655768957,,,,,,,,768,-11.275947839021683,0.000489327191146496,0.6936540985479951,-1.1712490804493427,2.0372303761541843
0.7785300959185529,-5.740447366373321,0.015915119363395226,11.841210227690267,5.8765377453528345,-0.20501597737047575,,,,,,,,,,,,,
,,,,,,41,10805,0.04990753158926964,152,5.410038250000001,259,68.8,,,,,,
0.610327343805333,-3.1447344721898416,0.13333333333333333,13.181782608048538,6.9631255944259465,-0.10482448240632805,,,,,,,,832,-11.547254964709282,0.0004892640079421439,0.6726549873128533,-1.2749933218583465,1.9817303605377674
0.7798827394631811,-7.9606214480748765,0.008695652173913044,10.247650070710431,4.637023631483316,-0.3061777480028799,,,,,,,,,,,,,
0.7824327470381646,-7.832743699467324,0.09523809523809523,10.402686908282705,4.922725464217365,-0.2901016184987898,,,,,,,,896,-11.989047721028328,0.0004892008288255999,0.6518496824428439,-1.4101172108203173,1.9296137504279613
0.6197031318156171,-6.181787201182907,0.022388059701492536,7.969770626298384,6.8629102180711925,-0.12878723335797723,,,,,,,,,,,,,
,,,,,,41,10932,0.049909479916095734,156,5.16208782,264,67.89,,,,,,
0.5544892206233129,-4.977320560203394,0.02643171806167401,3.613054839782092,6.1700308243744075,-0.05239284800214099,,,,,,,,1024,-12.591491803526878,0.0004890744828559359,0.611679881811142,-1.6202880889177322,2.3670326247811317
0.1431272633531981,-7.768823520765685,0.006896551724137931,4.5063462496566995,1.6919743836042471,-0.3699439771793183,,,,,,,,,,,,,
0.7760193860804405,-7.46702695744948,0.09090909090909091,8.412390095398926,4.908898317953572,-0.22627354416513576,,,,,,,,1088,-12.81222303211689,0.000489011316002816,0.5928266802802682,-1.6932343896478415,2.265938675031066
0.12156737484714178,6.804469949390388,0.037037037037037035,9.42964191480501,14.15158336283639,0.08198156565530587,,,,,,,,1152,-13.063550561666489,0.000488948153237504,0.5746100209653378,-1.7927017211914062,2.231717674061656
,,,,,,40,11160,0.04992265999317169,160,4.8595093799999995,272,67.37,,,,,,
0.20026339107349495,0.9925284951488003,0.23404255319148937,16.514219895667733,9.741870622616261,0.03007662106511516,,,,,,,,,,,,,
0.8402869637137806,-6.708439666158844,0.014256619144602852,12.557954260306344,7.179537620861083,-0.20963873956746387,,,,,,,,1216,-13.223049208521843,0.00048888499456,0.556979906745255,-1.8950333716347814,2.529782757163048
0.791132091136063,-7.172091003940319,0.0625,10.930859308901475,6.426742453128099,-0.21733609102849452,,,,,,,,,,,,,
0.7414598927863263,-5.337447562612095,0.016339869281045753,7.878893515370245,6.087179934373125,-0.12412668750260686,,,,,,,,1280,-13.062333092093468,0.0004888218399703039,0.5403651809319854,-1.9108184967190027,2.477723713964224
,,,,,,40,11297,0.04992121830582619,164,4.439545290000001,278,65.83,,,,,,
0.5892224228583889,-7.231973155263609,0.03571428571428571,5.670449284784809,4.536954541457817,-0.15721680772312194,,,,,,,,1344,-13.327003240585327,0.000488758689468416,0.5242432774975896,-2.0109511371701956,2.2780308853834867
0.8356102198199856,-8.39799947444601,0.007380073800738007,8.543385491375567,3.9521593956742436,-0.31103701757207447,,,,,,,,,,,,,
0.19259994054084992,-8.203729306121325,0.003968253968253968,4.809009011416662,1.6381441147532314,-0.43177522663796447,,,,,,,,,,,,,
0.7376443785456516,-5.947258550334452,0.008726003490401396,11.301858038912766,6.0486397836357355,-0.19824195167781508,,,,,,,,1408,-13.504654958844185,0.000488695543054336,0.5088907508179545,-2.0248507913202047,2.261028543114662
,,,,,,40,11415,0.04992087930440903,168,3.5126679999999992,283,63.43,,,,,,
0.7154604531868377,-4.029615931617011,0.1794871794871795,11.91223603485688,7.905046854168177,-0.10890853869235165,,,,,,,,,,,,,
