custom/avg_center_dev,custom/total_distance,custom/mean_reward,custom/routes_completed,custom/total_reward,custom/avg_speed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,train/std,rollout/ep_len_mean,time/episodes,train/n_updates,train/actor_loss,train/ent_coef,train/critic_loss,train/ent_coef_loss,train/learning_rate
3.4564311725687817,44.08193840319291,0.11380090271409185,0.717948717948718,11.835293882265553,22.89528866180581,,,,,,,,,,,,,
0.9038554955222028,16.460724318865687,0.057844832500986036,0.0635593220338983,3.817758945065078,13.608122738503152,,,,,,,,,,,,,
2.470665764900551,51.08169909170829,-0.020961579142284675,0.8103448275862069,-2.4944279179318762,23.373050805912484,,,,,,,,,,,,,
0.7315674298097363,16.513562426669523,0.039157315447058756,0.3018867924528302,2.584382819505878,13.517622734811434,,,,,,,,,,,,,
,,,,,,3.91769475,39,351,8,0.04978706315159798,87.75,4,,,,,,
0.5202866813464649,28.8918251930736,0.25174188577842543,0.4827586206896552,23.411995377393566,16.858498241363353,,,,,,,,,,,,,
1.992886488899655,22.199947827262804,0.06979860122197976,0.048223350253807105,5.304693692870462,15.851776289700217,,,,,,,,,,,,,
1.6242597941194306,19.925102585926652,0.03047469407966154,0.4090909090909091,2.0113298092576617,16.4051994917313,,,,,,,,,,,,,
1.297657258496463,12.271800830494612,-0.09750588463940563,0.02823529411764706,-5.752847193724932,11.311523973507702,,,,,,,,,,,,,
,,,,,,5.067257875,40,641,15,0.04978706315159798,80.125,8,,,,,,
1.228825253085028,36.35303105285857,0.16900864816122443,0.7111111111111111,15.379786982671423,21.632295620686698,,,,,,,,,,,,,
2.4789231012696824,27.30771368346177,0.002660163863906243,0.07142857142857142,0.20749278138468696,18.999499532077,,,,,,,,,,,,,
1.3987692457971121,15.469191133743152,0.054280881188793935,0.30952380952380953,3.5825381584604,12.705198838481188,,,,,,,,,,,,,
0.693152666438311,15.660193771589547,0.1598337647071531,0.03694581280788178,9.430192117722033,14.500559002165273,,,,,,,,,,,,,
,,,,,,5.75547625,41,931,22,0.04978706315159798,77.58333333333333,12,,,,,,
2.2385400634376067,24.968027702416293,0.019300008889445316,0.10572687224669604,1.5633007200450706,16.77411439058882,,,,,,,,,,,,,
0.7251667559210941,25.767777766566724,0.11856323968184897,0.036656891495601175,10.077875372957163,16.56211110784807,,,,,,,,,,,,,
0.8373080025084763,12.53482345561497,0.04163925482687403,0.2727272727272727,2.3317982703049456,12.157724524478198,,,,,,,,,,,,,
1.4815553986114958,11.85968149965629,-0.045400285965604706,0.025252525252525252,-2.6786168719706778,11.078033280625768,,,,,,,,,,,,,
,,,,,,5.01566875,42,1208,28,0.04978706315159798,75.5,16,,,,,,
1.5124271994264802,219.77035108406562,0.14186237081152223,2.0894736842105264,44.6866468056295,18.336094814519022,,,,,,,,,,,,,
0.8973855859583871,10.352323981234804,-0.03929957638306513,0.029315960912052116,-2.2400758538347123,9.911500754105976,,,,,,,,,,,,,
0.1842473843435936,6.14352929010056,0.017591461225371422,0.07291666666666667,0.7740242939163426,7.662728292562853,,,,,,,,,,,,,
1.436292635576475,21.777518523856997,0.08817570721549416,0.03913894324853229,7.230407991670521,14.443177109585799,,,,,,,,,,,,,
,,,,,,6.533276199999999,43,1702,39,0.04978706315159798,85.1,20,,,,,,
0.12578709860110185,7.0594139895401895,0.08058002043096484,0.08333333333333333,3.464940878531488,8.985124268910157,,,,,,,,,,,,,
1.1294477415506943,26.326214598026127,0.1410309414280587,0.06914893617021277,11.282475314244696,17.908662247820494,,,,,,,,,,,,,
1.1076440520546111,35.902502074837685,0.052354798911049084,0.1388888888888889,5.287834690015957,19.395473943518738,,,,,,,,,,,,,
4.374826886450043,37.40543661429547,-0.03024272358366278,0.09850746268656717,-2.9637869111989525,20.78534168059296,,,,,,,,,,,,,
,,,,,,6.151248374999999,43,2020,46,0.04978706315159798,84.16666666666667,24,,,,,,
2.425878247214502,188.870103076566,0.04824333262435669,1.2321428571428572,8.346096544013708,16.769103057797995,,,,,,,,,,,,,
0.8336374528953283,24.668777272105217,0.12176854230463231,0.0375,9.49794629976132,17.201196581437138,,,,,,,,,,,,,
7.45906129698017,65.73178426059894,-0.031826951980812326,0.6551724137931034,-4.614908037217788,24.528892531115144,,,,,,,,,,,,,
0.9857785474190766,8.969948024256155,-0.0773920168280498,0.01309328968903437,-3.94699285823054,9.546978137980522,,,,,,,,,,,,,
,,,,,,5.60016175,44,2463,55,0.04978706315159798,87.96428571428571,28,,,,,,
1.8617807277727139,20.92277121078223,-0.06648504734826038,0.3448275862068966,-4.986378551119529,15.207456957060616,,,,,,,,,,,,,
3.4991862608223117,48.91353571135551,-0.046246730947683716,0.625,-5.457114251826678,22.499895767811907,,,,,,,,,,,,,
0.22965573363997754,10.44599119015038,0.1353092541686995,0.25,6.900771962603674,11.13828049954885,,,,,,,,,,,,,
0.35399824381080036,12.33249181136489,0.1129841975558704,0.030927835051546393,6.553083458240483,11.532309578202593,,,,,,,,,,,,,
,,,,,,4.990823906249999,44,2761,62,0.04978706315159798,86.28125,32,,,,,,
0.9268352348091298,15.734999697422609,0.08362589339358065,0.3333333333333333,4.933927710221258,14.467831723952756,,,,,,,,,,,,,
1.2021821899565015,28.83689840370789,0.002199098427161265,0.1044776119402985,0.19571976001735258,17.566422240546196,,,,,,,,,,,,,
0.3384850543900744,16.435162366833538,0.17515318171733738,0.40476190476190477,11.910416356778942,13.064904723525578,,,,,,,,,,,,,
0.747055920998347,77.08808602555655,0.036083571457737176,0.329004329004329,5.520786433033788,27.319730204873,,,,,,,,,,,,,
,,,,,,5.061974944444444,44,3126,70,0.04978706315159798,86.83333333333333,36,,,,,,
0.8446857176719597,30.69261118909344,0.19389210751455935,0.13215859030837004,18.6136423213977,17.394890868918214,,,,,,,,,,,,,
0.690713902991648,10.651972099090926,-0.02282215072156262,0.06289308176100629,-1.141107536078131,11.699537809218313,,,,,,,,,,,,,
2.0935802032608306,16.753808746114373,-0.02892982582464772,0.3181818181818182,-1.9382983302513974,13.584956426931244,,,,,,,,,,,,,
2.7319818014379593,37.40767537942156,-0.04328551867636627,0.24277456647398843,-4.76140705440029,18.46081312627694,,,,,,,,,,,,,
,,,,,,4.821480325,44,3445,78,0.04978706315159798,86.125,40,,,,,,
0.35249899477435953,17.732324121985584,0.20116159662713953,0.3829787234042553,14.282473360526907,13.680818583896272,,,,,,,,,,,,,
2.4224749033266915,37.445743562304415,0.13093204079823534,0.0825242718446602,13.878796324612946,19.094622849430714,,,,,,,,,,,,,
1.490448394228481,17.89862620085478,0.07895915302915418,0.16666666666666666,5.290263252953331,14.54005095254217,,,,,,,,,,,,,
0.5074257414376689,12.12013418180868,-0.00016084791131932988,0.027777777777777776,-0.008524939299924483,12.518728374792552,,,,,,,,,,,,,
,,,,,,5.140767613636363,43,3738,85,0.04978706315159798,84.95454545454545,44,,,,,,
0.2918401314007335,12.306646037963219,0.1427599889260197,0.14285714285714285,7.851799390931085,12.239720015828109,,,,,,,,,,,,,
1.3233465931521562,28.178755345754325,0.05557043957169451,0.04783599088838269,4.7234873635940335,17.968916460578,,,,,,,,,,,,,
1.4802448364472174,43.442706079920754,0.021766568420557714,0.1626984126984127,2.2201899788968866,23.09832664792207,,,,,,,,,,,,,
2.2019521172363214,28.52496926416643,-0.04973466763638098,0.09929078014184398,-4.227446749092383,18.337631344899826,,,,,,,,,,,,,
