custom/total_reward,custom/avg_center_dev,custom/avg_speed,custom/total_distance,custom/mean_reward,custom/routes_completed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,train/std,train/loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss
18.10750878084719,0.5134453318538533,12.026460321432097,31.594335730886087,0.12662593553039994,0.8717948717948718,,,,,,,,,,,,,,,,,
3.860189421189327,0.6570562841987486,8.428865283345845,14.519351293565705,0.04106584490626944,0.059322033898305086,,,,,,,,,,,,,,,,,
15.798819357780424,0.345019192368118,11.271885347510574,17.552528652129695,0.18586846303271087,0.29310344827586204,,,,,,,,,,,,,,,,,
-1.88111651876023,0.5802490575285754,7.3300602977114035,8.251822819001973,-0.030340589012261773,0.1509433962264151,,,,,,,,,,,,,,,,,
4.102535194891566,1.2389498909603789,13.689625449075223,48.46272263955325,0.021367370806726904,0.7758620689655172,,,,,,,,,,,,,,,,,
20.16420736214614,0.759224427206881,10.916121984618922,25.477240019943565,0.15877328631611135,0.06345177664974619,,,,,,,,,,,,,,,,,
-5.237985697696766,1.0827996647273854,9.582382838996244,12.951961010694504,-0.07078359050941577,0.29545454545454547,,,,,,,,,,,,,,,,,
2.9426536056942734,0.5686762192811281,10.01883482969376,12.75738165830262,0.04203790865277533,0.02823529411764706,,,,,,,,,,,,,,,,,
-5.940432653986883,0.6591059932757851,5.06947898851987,6.319253547582775,-0.08609322686937511,0.13333333333333333,,,,,,,,,,,,,,,,,
,,,,,,1024,1,5.752599444444446,22,100.77777777777777,45,,,,,,,,,,,
20.923624044938542,0.7598153242604703,11.90324471928564,43.16228578588925,0.10621128956821595,0.11538461538461539,,,,,,,1.0064384937286377,0.7360870838165283,-2.843800589442253,0.018359375,10,0.0025991425,5.791806467622519,-0.014189481735229492,0.2,9.9797351809024e-05,-0.008139190048677847
-3.85633566109271,0.9326123021179142,9.309547227565576,13.258218676550314,-0.04944020078323987,0.3333333333333333,,,,,,,,,,,,,,,,,
-5.012565661771836,0.6409898744147218,8.10798296842673,8.530121139483526,-0.08642354589261786,0.029850746268656716,,,,,,,,,,,,,,,,,
22.91659488678654,0.5373864546657314,14.536917326621998,33.94301802164409,0.18044562902981529,0.15859030837004406,,,,,,,,,,,,,,,,,
3.635259397174485,0.7261141516248006,8.494061728420816,15.675114958547056,0.035992667298757275,0.10273972602739725,,,,,,,,,,,,,,,,,
-4.504861934700782,0.8776977764315461,10.956253996726838,11.798028917517513,-0.07635359211357257,0.2727272727272727,,,,,,,,,,,,,,,,,
