custom/avg_speed,custom/total_distance,custom/routes_completed,custom/mean_reward,custom/avg_center_dev,custom/total_reward,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/std,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates
8.927355702971612,6.254423446254805,0.01791044776119403,-0.13113225166561981,0.5288183371080538,-5.114157814959173,,,,,,,,,,,,,
,,,,,,42,28,2.4482504999999994,0.04978706315159798,56.42857142857143,37,1580,,,,,,
11.397615138939592,13.545413410814945,0.2413793103448276,0.011349123272301588,0.5632390309717099,0.7376930126996033,,,,,,,,,,,,,
11.612390918817121,12.054777967510745,0.10714285714285714,0.09729520164659926,0.37719581977517475,5.545826493856158,,,,,,,,,,,,,
11.018797160700299,10.45216049393639,0.25,0.0822449757522607,0.3087541951585285,4.276738739117556,,,,,,,,,,,,,
12.919066152346891,13.157264578854665,0.0203125,-0.01265990209979265,0.5105443189335827,-0.7089545175883885,,,,,,,,,,,,,
,,,,,,48,32,2.446732125,0.04978706315159798,56.4375,37,1806,,,,,,
13.553483207073933,15.319572302047163,0.35555555555555557,0.032480381418389596,0.6782424689428409,2.013783647940155,,,,,,,,,,,,,
15.953110418237518,19.16694111470133,0.031096563011456628,-0.06511688011844823,0.5463899340025986,-4.297714087817583,,,,,,,,,,,,,
15.085706634342468,18.99338560551405,0.4523809523809524,0.14501333707928657,0.37662428040874996,10.005920258470773,,,,,,,,,,,,,
9.921823979785483,7.731385372346267,0.09722222222222222,-0.058387803277210694,0.45339369111560407,-2.51067554092006,,,,,,,,,,,,,
,,,,,,54,36,2.3166617777777776,0.04978706315159798,56.72222222222222,37,2042,,,,,,
13.068182147310909,12.984124316135421,0.06167400881057269,0.1357343393727461,0.29194512355873836,7.3296543261282885,,,,,,,,,,,,,
11.326768139800313,10.937292533926666,0.028350515463917526,0.024514659188324545,0.47377719623884895,1.299276936981201,,,,,,,,,,,,,
16.681542656744455,22.229699685936794,0.5227272727272727,-0.03150787937481834,0.6141564220609878,-2.300075194361739,,,,,,,,,,,,,
10.41899417470954,9.615297477925196,0.03731343283582089,0.024214023925642536,0.352003945637102,1.2349152202077693,,,,,,,,,,,,,
,,,,,,60,40,2.27230515,0.04978706315159798,56.725,37,2269,,,,,,
7.936834556002786,6.699873281177133,0.14893617021276595,-0.11802242414093768,0.5097962643367979,-5.547053934624071,,,,,,,,,,,,,
12.690876616867625,11.063260670751333,0.047619047619047616,-0.03767966657699995,0.517647331298639,-1.8086239956959975,,,,,,,,,,,,,
10.477395361142083,8.9464969340479,0.09375,-0.04626374245429716,0.4660302744480342,-2.1743958953519664,,,,,,,,,,,,,
8.440946189759869,6.850687812664546,0.0440251572327044,-0.037841104474359115,0.34446772017245963,-1.7028497013461603,,,,,,,,,,,,,
,,,,,,65,44,1.8080147500000001,0.04978706315159798,55.72727272727273,37,2452,,,,,,
8.349089039157388,6.29867012007162,0.07142857142857142,-0.10578835862057605,0.41425415359413575,-4.443111062064194,,,,,,,,,,,,,
13.85118934029493,18.174252684693784,0.10404624277456648,0.2965872143119538,0.19285689153041324,21.35427943046067,,,,,,,,,,,,,
13.248894465922158,15.514265621779487,0.05952380952380952,0.21276358462606382,0.2967963503485487,13.616869416068084,,,,,,,,,,,,,
19.299206223739873,31.53648627223447,0.07524271844660194,0.11149918093983023,0.5496192619966619,9.92342710364489,,,,,,,,,,,,,
,,,,,,72,48,2.498613395833333,0.04978706315159798,56.5625,37,2715,,,,,,
17.684631290388044,29.79938169941306,0.8205128205128205,0.2847061278454591,0.2327888675108515,26.192963761782238,,,,,,,,,,,,,
10.455792655837072,8.709189565619454,0.020833333333333332,-0.03717569239855926,0.4393234334637192,-1.7100818503337258,,,,,,,,,,,,,
18.80756049506869,41.48819860606454,0.7413793103448276,0.06436272686374274,0.8605286045588849,7.723527223649128,,,,,,,,,,,,,
13.260518200621085,15.029574274085462,0.03189066059225513,0.07037163545432505,0.29165746628154765,4.3630413981681535,,,,,,,,,,,,,
,,,,,,79,52,3.0082807692307685,0.04978706315159798,58.28846153846154,38,3031,,,,,,
19.559281211631408,35.20520745590329,0.603448275862069,0.06656194007028098,0.706275403745235,6.523070126887536,,,,,,,,,,,,,
14.681845655431822,21.97117996425368,0.07446808510638298,0.09203128247426658,0.316846779158229,7.546565162889859,,,,,,,,,,,,,
10.963428814336439,10.358916050987318,0.25,0.04264232286356724,0.34608870677975345,2.1747584660419292,,,,,,,,,,,,,
11.365492020407338,10.12593282549642,0.018726591760299626,0.05650431345514948,0.3996247323171725,2.7687113593023245,,,,,,,,,,,,,
,,,,,,85,56,3.1309148749999998,0.04978706315159798,59.05357142857143,38,3307,,,,,,
11.018516400127968,8.770552558358759,0.2,-0.02993395902517867,0.43255733358791415,-1.3170941971078616,,,,,,,,,,,,,
14.656767749355769,20.91093712626025,0.038910505836575876,0.29431122226450696,0.25660999773372206,22.956275336631542,,,,,,,,,,,,,
9.134857838473732,6.579511314630508,0.16666666666666666,-0.09679116469166402,0.4296489256244234,-3.871646587666561,,,,,,,,,,,,,
12.602155257341403,15.219598560594022,0.025996533795493933,0.0910498439488447,0.4436754068735937,6.00928970062375,,,,,,,,,,,,,
,,,,,,91,60,3.3166600166666664,0.04978706315159798,58.85,38,3531,,,,,,
16.935056816468013,22.638503833208233,0.1013215859030837,0.00964589075845667,0.5482737033525265,0.704150025367337,,,,,,,,,,,,,
10.11870604555433,10.290778514929116,0.028328611898016998,-0.04619952501989303,0.4590112737447008,-2.5871734011140095,,,,,,,,,,,,,
18.450201419605435,27.694458668353036,0.6363636363636364,0.1821225489255674,0.3284363933105865,14.934049011896526,,,,,,,,,,,,,
13.211745485500899,14.442829979583621,0.04081632653061224,0.1344430016253229,0.3658472879372363,8.066580097519374,,,,,,,,,,,,,
,,,,,,97,64,3.43820178125,0.04978706315159798,59.34375,38,3798,,,,,,
10.883753882461063,9.454131186706945,0.2127659574468085,0.0683595500458426,0.2998366447377318,3.2812584022004447,,,,,,,,,,,,,
7.958196802957418,5.541010262211785,0.016891891891891893,-0.16988168833376852,0.5233658092029204,-6.6253858450169725,,,,,,,,,,,,,
9.773242449147846,8.148741883924231,0.09375,-0.03964022777900907,0.31420871343390977,-1.7838102500554083,,,,,,,,,,,,,
12.541914259583486,11.851212406530976,0.048582995951417005,0.03436953631658172,0.4561641840338005,1.7872158884622493,,,,,,,,,,,,,
,,,,,,102,68,3.185777397058824,0.04978706315159798,58.5,38,3978,,,,,,
9.247961297616744,6.288360215956345,0.07142857142857142,-0.1274262953037859,0.44907417021876905,-4.842199221543865,,,,,,,,,,,,,
13.681190426697604,15.947143332334235,0.041237113402061855,0.05354506225757086,0.4508195527086138,3.426883984484535,,,,,,,,,,,,,
9.333933332475214,7.931245059415232,0.027777777777777776,0.022019239103151015,0.3003265291084421,1.0349042378480977,,,,,,,,,,,,,
14.335055925215183,19.126493929419667,0.054285714285714284,0.1423036175551967,0.45685152532074563,10.388164081529357,,,,,,,,,,,,,
,,,,,,108,72,3.1468071805555557,0.04978706315159798,58.27777777777778,38,4196,,,,,,
9.99280840752755,7.392703784164041,0.1794871794871795,-0.015309917349445036,0.32752965499030245,-0.6277066113272465,,,,,,,,,,,,,
13.198986759706479,16.36173350480385,0.08333333333333333,0.090328771985554,0.3899390758626808,6.142356495017673,,,,,,,,,,,,,
10.109760467023175,9.526709177996963,0.1724137931034483,-0.02615950142412136,0.42242003994961846,-1.3602940740543108,,,,,,,,,,,,,
18.238236836279768,22.042912079021335,0.033846153846153845,0.06713601723168379,0.6473989639484549,4.43097713729113,,,,,,,,,,,,,
,,,,,,114,76,3.0927334605263157,0.04978706315159798,58.14473684210526,38,4419,,,,,,
12.717958754024789,14.158465490210801,0.2413793103448276,0.1718475685917618,0.2892410073392636,10.48270168409747,,,,,,,,,,,,,
11.51850295121924,12.577634453773499,0.037900874635568516,0.03795534346634968,0.48914172702391895,2.2773206079809807,,,,,,,,,,,,,
14.259048391830609,16.965583736775443,0.4090909090909091,0.04850229590351989,0.4754469590891404,3.152649233728793,,,,,,,,,,,,,
14.890007885030714,23.958300773985684,0.06349206349206349,0.0948616294873093,0.45583869489091694,8.25296176539591,,,,,,,,,,,,,
,,,,,,120,80,3.2383969375,0.04978706315159798,58.6,38,4688,,,,,,
10.57604251518143,8.98759862431325,0.2,-0.004368631490976818,0.39952188702962244,-0.20532568007591046,,,,,,,,,,,,,
16.212400378999597,23.19907930190675,0.06442577030812324,-0.0021169659831202126,0.5466021887616258,-0.16512334668337658,,,,,,,,,,,,,
15.87859443090863,25.35477925115265,0.6428571428571429,0.04750982089709937,0.6958434300675924,4.133354418047645,,,,,,,,,,,,,
15.624884067533248,21.7138328156434,0.09502262443438914,0.01978748701597482,0.8044861548938744,1.5038490132140865,,,,,,,,,,,,,
,,,,,,127,84,3.146036178571428,0.04978706315159798,59.19047619047619,39,4972,,,,,,
11.524365661843243,10.016715382225811,0.048458149779735685,-0.010748057529321101,0.45465918577755543,-0.5159067614074129,,,,,,,,,,,,,
17.81821674512301,24.412882009521127,0.07886435331230283,0.0770226017715589,0.306355342812389,5.776695132866918,,,,,,,,,,,,,
15.784113094802155,21.09480672958307,0.4772727272727273,0.22566332132814376,0.36448112233319047,16.473422456954495,,,,,,,,,,,,,
12.556600139629067,14.75312710297294,0.025295109612141653,0.13035047915564796,0.3113932794065485,8.34243066596147,,,,,,,,,,,,,
,,,,,,133,88,3.343993034090909,0.04978706315159798,59.40909090909091,39,5228,,,,,,
10.10184184688308,8.250048995483667,0.19148936170212766,-0.0694664432204792,0.538260799369541,-3.125989944921564,,,,,,,,,,,,,
18.13334207294609,28.545549528324045,0.06345733041575492,0.16264919435300418,0.3372163790260897,13.98783071435836,,,,,,,,,,,,,
12.954948275917323,13.183640192262828,0.13541666666666666,0.12841439994218756,0.28474693148745833,7.191206396762503,,,,,,,,,,,,,
11.77666723859841,14.605503900675103,0.05725190839694656,0.1624580167660234,0.26586729386951197,11.04714514008959,,,,,,,,,,,,,
,,,,,,139,92,3.5137402608695654,0.04978706315159798,59.55434782608695,39,5479,,,,,,
14.377960377258832,15.447592737618834,0.17857142857142858,0.19099475981717107,0.30911784072428805,11.268690829213092,,,,,,,,,,,,,
9.43191088193755,8.354684933554381,0.025210084033613446,-0.10064761366228747,0.5459813446314721,-4.931733069452086,,,,,,,,,,,,,
11.87829662260261,11.454460798413493,0.04365079365079365,0.028493459916980157,0.4472253793397163,1.5101533755999483,,,,,,,,,,,,,
8.779379031462762,6.817590091261081,0.020289855072463767,-0.11671402546525504,0.47930157225469694,-5.018703095005967,,,,,,,,,,,,,
,,,,,,145,96,3.39642046875,0.04978706315159798,59.15625,39,5679,,,,,,
11.103838789030032,10.27313156623859,0.2564102564102564,0.03849080361951229,0.34752228116861983,1.963030984595127,,,,,,,,,,,,,
8.901320127276824,5.948457443650113,0.01634877384196185,-0.008738154083727048,0.17841081566513153,-0.3145735470141737,,,,,,,,,,,,,
19.303244876486406,36.14445110084489,0.6379310344827587,0.1299852824370322,0.43090971051048327,13.258498808577283,,,,,,,,,,,,,
10.90294902744898,11.17066386481747,0.015965166908563134,0.0848860445627102,0.19570627531582876,4.7536184955117715,,,,,,,,,,,,,
,,,,,,151,100,3.4561069000000004,0.04978706315159798,59.2,39,5920,,,,,,
12.387118910004219,15.166909076739103,0.25862068965517243,0.05807157564191557,0.4296847879371855,3.8907955680083433,,,,,,,,,,,,,
15.53041670216204,19.245004079537466,0.06070287539936102,0.030907529165097616,0.4449701970370028,2.1017119832266378,,,,,,,,,,,,,
13.195785264670548,16.887811778346077,0.38636363636363635,0.1259859592467163,0.31570362813616737,8.819017147270142,,,,,,,,,,,,,
9.935042329282602,8.817580605391413,0.09278350515463918,-0.0502374767530634,0.4426823281020523,-2.4616363609001066,,,,,,,,,,,,,
,,,,,,157,104,3.5569787700000006,0.04978706315159798,59.77,39,6170,,,,,,
11.502496272935355,9.990661205491051,0.2222222222222222,0.11670965758560663,0.26531071624192726,5.602063564109118,,,,,,,,,,,,,
10.936178864678824,9.698673815466464,0.025906735751295335,-0.09101561751940233,0.5776458542545873,-4.459765258450714,,,,,,,,,,,,,
14.684382907472797,24.21097580890637,0.6190476190476191,0.17806921950196017,0.47563393208724025,16.026229755176416,,,,,,,,,,,,,
16.52541345179754,28.1436227618251,0.10655737704918032,0.023340821561423485,0.7619116554387175,2.170696405212384,,,,,,,,,,,,,
,,,,,,163,108,3.555100560000001,0.04978706315159798,60.2,39,6446,,,,,,
10.704990319853923,8.318880218430422,0.039647577092511016,-0.047971158694526665,0.44210939451620374,-2.0627598238646465,,,,,,,,,,,,,
14.96862549316414,21.340218791505322,0.5384615384615384,0.11692386930793748,0.4607584987329307,9.120061806019123,,,,,,,,,,,,,
13.311032112059431,14.795115490094759,0.3409090909090909,0.1513247889956375,0.22842674806059474,9.230812128733888,,,,,,,,,,,,,
14.058542877056036,15.417317230720073,0.0431266846361186,0.0529789391638747,0.5917843087713399,3.178736349832482,,,,,,,,,,,,,
,,,,,,169,112,3.8365315100000004,0.04978706315159798,60.72,39,6684,,,,,,
17.14589322121394,22.585048965876922,0.48936170212765956,0.14022365066801332,0.33444260218103666,10.096102848096958,,,,,,,,,,,,,
11.17328746599964,9.952782079577446,0.01996007984031936,-0.00020944451816980492,0.48047828199690873,-0.010262781390320441,,,,,,,,,,,,,
7.26001154015737,4.487375946016982,0.052083333333333336,-0.1417678282014855,0.3024426393375637,-4.961873987051993,,,,,,,,,,,,,
16.647028761244044,22.517473889049143,0.12994350282485875,0.214388118597049,0.3327049558449948,15.864720776181628,,,,,,,,,,,,,
,,,,,,175,116,3.9107819999999998,0.04978706315159798,60.54,39,6910,,,,,,
8.417673565438662,6.213668544776738,0.07142857142857142,-0.14084069437401495,0.4886326046088626,-5.774468469334613,,,,,,,,,,,,,
19.349742821193836,30.182894927682355,0.09316770186335403,0.2340355116988356,0.47199907380682576,19.893018494401026,,,,,,,,,,,,,
18.583536111129884,32.025508844293654,0.12698412698412698,0.09203572424818633,0.7185902371656974,8.651358079329516,,,,,,,,,,,,,
10.21168310970926,7.938452314003371,0.024464831804281346,-0.13395103571908135,0.5674431186793655,-5.759894535920497,,,,,,,,,,,,,
,,,,,,182,120,3.8558312800000003,0.04978706315159798,60.66,39,7169,,,,,,
13.860046362014655,15.196354609332047,0.38461538461538464,0.021052716237518757,0.4860815525417474,1.2631629742511254,,,,,,,,,,,,,
10.569685475665162,10.567864844342694,0.038461538461538464,-0.03820233457599408,0.5264135809818061,-2.1011284016796745,,,,,,,,,,,,,
9.029119708741076,6.998162738978863,0.1206896551724138,-0.09635179942746348,0.45486034957807203,-4.14312737538093,,,,,,,,,,,,,
11.816371415090963,10.713933028047904,0.023529411764705882,-0.010962429022221087,0.43678558621662417,-0.5481214511110544,,,,,,,,,,,,,
,,,,,,187,124,3.66805929,0.04978706315159798,60.13,39,7373,,,,,,
12.074800555851336,14.325052450178191,0.25862068965517243,0.1280959739208995,0.39971852273748604,8.326238304858467,,,,,,,,,,,,,
9.60400764680513,7.434674701828044,0.036036036036036036,-0.06557710533199951,0.4133906230766328,-2.819815529275979,,,,,,,,,,,,,
8.89545054166076,8.038520199945197,0.18181818181818182,-0.01835480327320262,0.35727500441547094,-0.917740163660131,,,,,,,,,,,,,
9.029373732564464,5.895678113680333,0.056074766355140186,0.02398632507359307,0.1456255358763713,0.8635077026493505,,,,,,,,,,,,,
,,,,,,193,128,3.65633278,0.04978706315159798,59.83,39,7563,,,,,,
8.441603321325918,6.080415241420269,0.13333333333333333,-0.1258667826646438,0.4615089633176509,-5.034671306585752,,,,,,,,,,,,,
12.511408307107699,10.64079385320656,0.07246376811594203,0.09931256120297036,0.3382889528288224,4.667690376539607,,,,,,,,,,,,,
15.871943565802779,25.273930721217766,0.6190476190476191,0.06517214431696998,0.4981345837398739,5.669976555576389,,,,,,,,,,,,,
11.097719429111091,11.27875139680691,0.0192,0.09279020530215802,0.3116043322748387,5.1962514969208495,,,,,,,,,,,,,
,,,,,,199,132,3.6635031000000002,0.04978706315159798,59.83,39,7789,,,,,,
11.963816368319382,12.180882289772853,0.05726872246696035,0.08190210273223261,0.35843828428240915,4.586517753005026,,,,,,,,,,,,,
12.176798264197723,13.992802867433056,0.02959830866807611,0.09652309856666792,0.38993733797441554,6.080955209700079,,,,,,,,,,,,,
9.491692698465002,7.87946923263371,0.18181818181818182,-0.0944244797178197,0.47142755833357414,-4.343526067019706,,,,,,,,,,,,,
7.259087748208176,4.933013909729198,0.032467532467532464,-0.16087608058849512,0.3633737990047974,-5.95241498177432,,,,,,,,,,,,,
,,,,,,204,136,3.61509929,0.04978706315159798,59.45,39,7987,,,,,,
9.83810874706829,7.994500236818567,0.1702127659574468,-0.009378589310102905,0.39968570501948586,-0.4220365189546307,,,,,,,,,,,,,
10.07097269669797,7.653143025934696,0.019851116625310174,-0.05608255646118831,0.4260624583480063,-2.355467371369909,,,,,,,,,,,,,
13.919339142989582,16.281867812620476,0.17708333333333334,0.08613465815475468,0.5164374275701908,5.5126181219043,,,,,,,,,,,,,
11.811194033252299,11.599942931323312,0.02736842105263158,0.13665904644432636,0.2530653108860376,7.379588507993624,,,,,,,,,,,,,
,,,,,,209,140,3.6402481300000007,0.04978706315159798,59.19,38,8188,,,,,,
16.834710622851038,25.598520374158397,0.3333333333333333,0.05772475435219122,0.3609624794711412,4.791154611231871,,,,,,,,,,,,,
10.506656921285163,9.53103580523748,0.03205128205128205,0.03754271953966647,0.35103290174976054,1.8771359769833236,,,,,,,,,,,,,
10.618778598988332,9.056734409648925,0.03571428571428571,-0.01727127536942124,0.42021279617720714,-0.8117499423627983,,,,,,,,,,,,,
16.554232403920373,25.454128484241664,0.05530973451327434,0.10704490786186252,0.4854030169047488,8.991772260396452,,,,,,,,,,,,,
,,,,,,216,144,3.9010440400000004,0.04978706315159798,59.96,39,8448,,,,,,
9.370639994999957,5.3497815288137645,0.1282051282051282,-0.18613967197968073,0.47765296779848876,-5.956469503349783,,,,,,,,,,,,,
14.255648155081817,17.187177417567,0.11724137931034483,0.18495877206040884,0.3072390699755418,12.207278955986983,,,,,,,,,,,,,
13.196636965646062,12.777353551238775,0.22413793103448276,-0.01864065293086334,0.5976038295380605,-0.9879546053357569,,,,,,,,,,,,,
15.991955782706812,24.594035485759377,0.11009174311926606,0.09945587551109403,0.39193470234993283,8.354293542931899,,,,,,,,,,,,,
,,,,,,222,148,3.6323231700000003,0.04978706315159798,59.64,39,8679,,,,,,
12.066505756768253,14.725658277282491,0.25862068965517243,0.10680677556106266,0.3024169883485438,7.156053962591198,,,,,,,,,,,,,
13.729275784733215,14.234118316089734,0.0603448275862069,0.053718919386429816,0.49857678110571396,3.0619784050264993,,,,,,,,,,,,,
14.820260461718574,19.248464290052652,0.45454545454545453,0.27003429603543005,0.267130593714961,19.172435018515532,,,,,,,,,,,,,
10.14386270284315,8.02509708609432,0.02247191011235955,0.006233921391672928,0.2702960920906456,0.2680586198419359,,,,,,,,,,,,,
,,,,,,228,152,3.5632166000000005,0.04978706315159798,58.82,39,8913,,,,,,
16.64548855072147,24.67081381403841,0.5777777777777777,0.24957907767835869,0.3560747042679421,20.215905291947053,,,,,,,,,,,,,
10.866946414496525,10.136961305746809,0.07352941176470588,-0.024319205110866916,0.40896795620180154,-1.2402794606542127,,,,,,,,,,,,,
10.054814048495178,9.283172747120261,0.23809523809523808,-0.12755173480436685,0.6399299656419335,-6.50513847502271,,,,,,,,,,,,,
9.862061466344016,8.226681079948321,0.047619047619047616,-0.01932446320693789,0.4066162690181019,-0.888925307519143,,,,,,,,,,,,,
,,,,,,234,156,3.4889471699999994,0.04978706315159798,58.31,39,9138,,,,,,
10.520322374189595,10.332446650601923,0.048458149779735685,-0.010237189031718,0.4852302130989248,-0.5528082077127721,,,,,,,,,,,,,
16.549270813973795,23.91544170398265,0.15337423312883436,-0.04607189531428901,0.6998617270381109,-3.639679729828832,,,,,,,,,,,,,
14.010045058841483,16.611502988729626,0.38636363636363635,0.11997036603844687,0.36578773213740967,7.798073792499046,,,,,,,,,,,,,
13.989331218228333,17.622855888243066,0.19101123595505617,0.02586486968109727,0.41991291440682676,1.7846760079957118,,,,,,,,,,,,,
,,,,,,240,160,3.3050843999999997,0.04978706315159798,58.7,39,9401,,,,,,
8.329177711306896,6.575243861880153,0.14893617021276595,-0.06009886219210581,0.3321801064776645,-2.644349936452656,,,,,,,,,,,,,
11.800666840750715,15.504309797193855,0.2318840579710145,0.188412465896121,0.27587327292816927,13.565697544520713,,,,,,,,,,,,,
9.497903855014629,7.873953271424398,0.08333333333333333,0.0002338219820848084,0.3366173494388817,0.010755811175901187,,,,,,,,,,,,,
13.594938668894937,16.621352770831436,0.026446280991735537,0.2582623632153474,0.22801543538116348,17.303578335428277,,,,,,,,,,,,,
,,,,,,246,164,3.37662663,0.04978706315159798,58.28,39,9626,,,,,,
16.040819163461858,24.104718157905154,0.30952380952380953,0.21766144140513133,0.3782209225866605,17.84823819522077,,,,,,,,,,,,,
9.291150267070076,6.667258706875145,0.016,-0.1088107101477495,0.4861531086299572,-4.35242840590998,,,,,,,,,,,,,
19.888824795341723,32.79420640296303,0.12698412698412698,-0.014900071205285848,0.5299901527476862,-1.3410064084757263,,,,,,,,,,,,,
18.531411614152596,28.598045520484447,0.0536779324055666,0.3172923779036182,0.21520513415415024,26.65255974390393,,,,,,,,,,,,,
,,,,,,253,168,3.79846582,0.04978706315159798,59.4,39,9918,,,,,,
12.780580045090161,14.673475069459528,0.38461538461538464,-0.05550652989313769,0.6368193855358425,-3.4414048533745367,,,,,,,,,,,,,
9.171745782598471,6.763621806632727,0.014814814814814815,-0.10917020687157601,0.4456317353687911,-4.475978481734616,,,,,,,,,,,,,
10.342293461110069,8.544802142307162,0.13793103448275862,0.06956343577178409,0.23652333487641944,3.199918045502068,,,,,,,,-0.006874998440252966,0.9969591042026877,2.7671365486457944,-0.3744080961041618,9.950073985932801e-05,64
10.627487758934928,7.189001600723714,0.023880597014925373,-0.0374459685548913,0.325019905050507,-1.4229468050858696,,,,,,,,,,,,,
,,,,,,260,172,3.6373277,0.0498117059469223,59.05,38,10101,,,,,,
8.271342801770649,7.808843291597441,0.13793103448275862,-0.0096881566082763,0.425475741633694,-0.5037841436303676,,,,,,,,-0.024845078165526502,0.9904700396582484,2.936195014975965,-1.435358819551766,9.949756388300801e-05,128
4.590568996006685,3.79477919684723,0.018691588785046728,-0.14624919413032852,0.3494632205962576,-6.873712124125441,,,,,,,,-0.04661984904669225,0.9836491653695703,3.319494665134698,-2.499247385188937,9.949438795763201e-05,192
5.241717833451132,3.596114844083786,0.09090909090909091,-0.1941232902377911,0.41962567505841025,-7.570808319273853,,,,,,,,,,,,,
7.333535880113318,3.846291747642681,0.013824884792626729,-0.23583998946654958,0.36287528812707914,-7.0751996839964875,,,,,,,,-0.06897824484622106,0.9767777556553483,3.540668662637472,-3.524925347417593,9.94912120832e-05,256
,,,,,,266,176,3.3315895900000005,0.04986482858657837,58.46,38,10265,,,,,,
8.374934674696226,4.2627227157354355,0.08888888888888889,-0.23940766435837152,0.4422864949263655,-6.942822266392774,,,,,,,,,,,,,
7.889577647765983,3.692952260025777,0.02,-0.2621090058350183,0.3859084933220355,-7.076943157545493,,,,,,,,-0.09247660322580487,0.9699899088591337,3.9379509165883064,-4.506758436560631,9.9488036259712e-05,320
