custom/avg_center_dev,custom/routes_completed,custom/total_reward,custom/mean_reward,custom/avg_speed,custom/total_distance,time/fps,train/std,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/n_updates,train/ent_coef
0.48760540827928095,0.5384615384615384,10.772227660738004,0.1538889665819715,16.244614921589392,20.71339757659007,,,,,,,,,,,,,
0.7571118043288837,0.05084745762711865,-0.5695118261841277,-0.01016985403900228,11.45361939121447,11.674524486064911,,,,,,,,,,,,,
0.8057052490361092,0.13793103448275862,-5.01819713951118,-0.10909124216328653,10.1966436838465,8.496897253906354,,,,,,,,,,,,,
1.0314532039866895,0.37735849056603776,-0.6352988730896154,-0.008823595459577992,15.298252372083319,20.161783619550988,,,,,,,,,,,,,
,,,,,,33,0.04978706315159798,4,7,60.0,240,1.1197225,,,,,,
0.703268959967498,0.41379310344827586,0.3053556316796122,0.003914815790764259,17.419395926019014,24.876207851571962,,,,,,,,,,,,,
0.6512430256132458,0.02284263959390863,-1.6588244236180412,-0.03385355966567431,10.701111808300737,9.563830226892605,,,,,,,,,,,,,
0.22436255364466395,0.4090909090909091,16.87998430541505,0.2344442264640979,12.997508002654829,17.0710008922033,,,,,,,,,,,,,
0.5211861336834406,0.04470588235294118,9.483787986513747,0.13946747038990803,16.297596434029142,20.243049474898726,,,,,,,,,,,,,
,,,,,,37,0.04978706315159798,8,13,62.875,503,3.6727065000000003,,,,,,
0.4727527252907379,0.4,7.640558293553788,0.11576603475081497,15.42518519951431,18.49001475679688,,,,,,,,,,,,,
0.5354986305166014,0.024725274725274724,0.9460539401820753,0.017850074343058027,10.058682402407692,9.662927410099655,,,,,,,,,,,,,
0.5017534612180212,0.5952380952380952,5.9863746963451145,0.08551963851921592,18.04178915587728,23.051694138674065,,,,,,,,,,,,,
0.8996299011592441,0.04926108374384237,-1.3757606990280955,-0.020533741776538737,15.707636175699411,19.175903955707327,,,,,,,,,,,,,
,,,,,,38,0.04978706315159798,12,19,62.916666666666664,755,3.5482398333333336,,,,,,
0.554297934327672,0.1013215859030837,14.343482646273237,0.19124643528364316,16.437866141447696,22.542859739856794,,,,,,,,,,,,,
