custom/avg_speed,custom/total_reward,custom/mean_reward,custom/routes_completed,custom/total_distance,custom/avg_center_dev,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/fps,time/time_elapsed,train/std,train/learning_rate,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/ent_coef_loss
11.969070986973179,9.242278937362371,0.13591586672591724,0.358974358974359,14.808532051509246,0.4494913860456536,,,,,,,,,,,,,
10.091585988846074,-2.212097656989852,-0.036868294283164196,0.024498886414253896,11.02449384634383,0.7261266464633936,,,,,,,,,,,,,
16.31609015381216,9.55482379619546,0.11511835899030676,0.43103448275862066,24.830050504184328,0.9250089382527664,,,,,,,,,,,,,
18.48168657687708,12.453292309700181,0.12209110107549197,0.11824324324324324,34.57605727878399,0.5963392777631454,,,,,,,,,,,,,
,,,,,,309,77.25,7.241704,4,25,11,0.04978706315159798,,,,,,
16.665642371091128,9.88330260768507,0.09983133947156637,0.5172413793103449,30.230984372319654,0.7237578384854073,,,,,,,,,,,,,
11.887126214723612,-0.39898069798361746,-0.008673493434426466,0.01692047377326565,9.960431438637897,0.7343865633396933,,,,,,,,,,,,,
11.437682218262353,-3.6095734855746127,-0.07679943586328963,0.22727272727272727,9.749120029387996,0.7953989357087966,,,,,,,,,,,,,
13.444643640871947,-2.417905621968579,-0.04396192039942871,0.2,13.460004338994622,0.8584086999675598,,,,,,,,,,,,,
,,,,,,552,69.0,4.03485875,8,26,20,0.04978706315159798,,,,,,
10.457236997864724,-2.375770005895136,-0.04658372560578698,0.2222222222222222,9.688092112075537,0.7563813470331123,,,,,,,,,,,,,
12.960118540989631,2.709727937243912,0.04516213228739853,0.04643962848297214,14.172178225126117,0.6599708930414206,,,,,,,,,,,,,
12.72702432736197,17.83996245013479,0.2585501804367361,0.40476190476190477,16.139973746612668,0.28578615192930723,,,,,,,,,,,,,
12.327612626125575,22.570148295509078,0.21093596537858952,1.0625,119.97467770142248,0.402193439941758,,,,,,,,,,,,,
,,,,,,835,69.58333333333333,6.079215083333334,12,26,31,0.04978706315159798,,,,,,
13.551272371443167,2.499801694348733,0.049015719497033976,0.05726872246696035,12.62460954580456,0.6375236097117779,,,,,,,,,,,,,
14.83868721227828,8.877408519802223,0.13450618969397307,0.0891089108910891,17.875892336014658,0.6144811335909186,,,,,,,,,,,,,
18.63264875861919,5.465219566655065,0.06281861570867892,0.6363636363636364,29.740987505065277,0.8626449850295095,,,,,,,,,,,,,
14.78580607645783,14.80630730829769,0.19741743077730253,0.02821316614420063,20.256331594428048,0.4382520269591576,,,,,,,,,,,,,
,,,,,,1110,69.375,6.530725875,16,26,41,0.04978706315159798,,,,,,
13.74707924001988,10.373146444464123,0.14407147839533505,0.3829787234042553,18.214365161955357,0.42485429468442204,,,,,,,,,,,,,
9.60852016004914,-1.2377933104943644,-0.024270457068516948,0.04145077720207254,8.913903792155907,0.647508200681407,,,,,,,,,,,,,
19.286659386869932,30.125262319753467,0.30125262319753465,0.375,35.499823798425496,0.22566085734763555,,,,,,,,,,,,,
12.533300637586892,12.182481966237678,0.11074983605670616,1.0224,206.17442064522766,0.688072537107942,,,,,,,,,,,,,
,,,,,,1439,71.95,7.793117699999999,20,27,52,0.04978706315159798,,,,,,
8.437269175013755,-1.4749863702601882,-0.03597527732341922,0.07142857142857142,6.306222336133942,0.30716642382906667,,,,,,,,,,,,,
18.99191139612932,3.9694263131003993,0.04410473681222666,0.06550218340611354,31.315209633903578,0.9314374497154431,,,,,,,,,,,,,
11.399900432985094,-1.411231180770363,-0.027671199622948294,0.03968253968253968,10.56973002362065,0.7431328076465183,,,,,,,,,,,,,
19.341545971189014,1.4733716165114839,0.019386468638308996,0.06345733041575492,26.90120147075504,0.6725042212880853,,,,,,,,,,,,,
,,,,,,1693,70.54166666666667,6.596266624999999,24,27,62,0.04978706315159798,,,,,,
12.243011423457663,4.3986701275759685,0.07854768084957087,0.3076923076923077,12.43603249383159,0.563721571470422,,,,,,,,,,,,,
16.845977141179,20.609552664763918,0.28232263924334133,0.26373626373626374,22.50424650264904,0.401384510110108,,,,,,,,,,,,,
15.759988958992619,0.09057693372844433,0.001372377783764308,0.3275862068965517,18.969225565670058,1.115673870137874,,,,,,,,,,,,,
16.411249945459165,12.147998157126747,0.2094482440883922,0.13333333333333333,17.618404280859977,0.24467715983231952,,,,,,,,,,,,,
,,,,,,1942,69.35714285714286,6.982927928571429,28,27,71,0.04978706315159798,,,,,,
11.757215683116112,-3.86911887082607,-0.07440613213127058,0.1896551724137931,11.102736270055175,0.9434837137630454,,,,,,,,,,,,,
20.044357832164803,29.638899299706985,0.2599903447342718,0.28368794326241137,42.04081292916089,0.4779135807830064,,,,,,,,,,,,,
18.574421456880106,19.64254179034034,0.1944806117855479,0.7045454545454546,34.39321218430996,0.5181635857107431,,,,,,,,,,,,,
18.481925570598836,0.6044231401186284,0.007849651170371797,0.05752212389380531,26.300034924177453,0.7382528723618736,,,,,,,,,,,,,
,,,,,,2282,71.3125,7.545879374999999,32,27,83,0.04978706315159798,,,,,,
12.535098827708216,11.558014999623591,0.18346055554958082,0.3111111111111111,14.43277786904946,0.49116075785999097,,,,,,,,,,,,,
11.251455670446088,2.446322141145723,0.04447858438446769,0.09803921568627451,11.264064048300497,0.4878268025743257,,,,,,,,,,,,,
11.944297014713426,8.631194124117751,0.1198776961683021,0.40476190476190477,15.940404020715505,0.5663963581086201,,,,,,,,,,,,,
15.345388541074591,3.7655851786842565,0.05977119331244852,0.10843373493975904,17.5977329981979,0.8421210675755572,,,,,,,,,,,,,
,,,,,,2531,70.30555555555556,7.437796055555555,36,27,92,0.04978706315159798,,,,,,
12.132218958914853,3.5553544861724227,0.061299215278834876,0.05726872246696035,12.813824026845396,0.5716041512348506,,,,,,,,,,,,,
11.123912002035748,-0.7565035353715128,-0.01609581990152155,0.03225806451612903,9.497592413099483,0.6966984046126014,,,,,,,,,,,,,
16.57843719830613,10.999215580713042,0.19296869439847442,0.38636363636363635,17.194967495044693,0.44614696908198975,,,,,,,,,,,,,
12.142807582517568,15.301687584144467,0.22502481741388922,0.07614213197969544,15.18005213025026,0.2940576072220504,,,,,,,,,,,,,
,,,,,,2757,68.925,7.417916549999999,40,27,100,0.04978706315159798,,,,,,
12.90576937429382,6.424556942574302,0.13384493630363128,0.23404255319148937,11.187583201099187,0.371980175442103,,,,,,,,,,,,,
16.5085138932074,25.933799082782002,0.2619575664927475,0.11363636363636363,30.002907439135015,0.4597788823405467,,,,,,,,,,,,,
21.316653500396853,22.24808382620499,0.18695868761516798,0.5,46.656546897720546,0.477678993000359,,,,,,,,,,,,,
16.125094670824353,6.305993747779851,0.08638347599698426,0.09016393442622951,21.538696341449395,0.8136855673929283,,,,,,,,,,,,,
,,,,,,3092,70.27272727272727,8.124641340909092,44,27,112,0.04978706315159798,,,,,,
13.887764911192997,6.344707673512506,0.08936207990862684,0.21428571428571427,18.00797963887453,0.6907698715662545,,,,,,,,,,,,,
13.433693004629434,4.661357574944292,0.08323852812400521,0.03713527851458886,13.688191544031724,0.6295789886524249,,,,,,,,,,,,,
10.813621464502635,-4.438495247742938,-0.08702931858319486,0.03968253968253968,10.005249339854345,0.8529546963934831,,,,,,,,,,,,,
12.125185365451193,6.75342923522356,0.12059695062899214,0.020905923344947737,12.393560542957857,0.5732658014249624,,,,,,,,,,,,,
,,,,,,3322,69.20833333333333,7.723602895833333,48,27,121,0.04978706315159798,,,,,,
12.017529438061008,-3.1440362494265788,-0.044282200696149,0.41025641025641024,15.612739892210811,1.0907743154624516,,,,,,,,,,,,,
8.496298043511914,-0.24272444500800283,-0.006742345694666745,0.033707865168539325,5.539914596825838,0.19315224293763586,,,,,,,,,,,,,
14.8158667184378,8.053679928135569,0.10067099910169461,0.3793103448275862,21.686094420030713,0.7970505660842072,,,,,,,,,,,,,
10.950249008338714,-0.47963755861180957,-0.011419941871709752,0.017369727047146403,8.308798850048333,0.5836768062491954,,,,,,,,,,,,,
,,,,,,3547,68.21153846153847,7.207217596153845,52,27,129,0.04978706315159798,,,,,,
9.375325610380289,-4.625847110442662,-0.10757783977773633,0.1206896551724138,7.254662042949349,0.7243757360297007,,,,,,,,,,,,,
9.584268625013202,-4.763044787953203,-0.09526089575906406,0.02702702702702703,8.692771109286696,0.88088834459761,,,,,,,,,,,,,
11.431055387983573,-1.6854799388269335,-0.03439754977197823,0.22727272727272727,10.155523920198902,0.804588916714777,,,,,,,,,,,,,
15.991074972318968,9.283721339662694,0.1326245905666099,0.03929273084479371,20.48427025717683,0.7612920979946756,,,,,,,,,,,,,
,,,,,,3755,67.05357142857143,6.658511607142857,56,27,138,0.04978706315159798,,,,,,
16.976566623906656,1.2534811166867943,0.017170974201188963,0.5111111111111111,22.650716122239828,0.7831810776735113,,,,,,,,,,,,,
20.98509134576067,13.765972708164611,0.12629332759784045,0.0721830985915493,42.038078871555626,0.7143004260034093,,,,,,,,,,,,,
10.771247835957752,-4.2865438542829155,-0.09318573596267207,0.21428571428571427,8.976329971221276,0.8140780293920123,,,,,,,,,,,,,
15.682181743504497,-3.4125396839169158,-0.03791710759907684,0.07973421926910298,25.841507038334385,1.05638109534015,,,,,,,,,,,,,
,,,,,,4069,67.81666666666666,6.336014033333333,60,27,149,0.04978706315159798,,,,,,
