custom/mean_reward,custom/avg_speed,custom/total_distance,custom/avg_center_dev,custom/total_reward,custom/routes_completed,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/episodes,train/std,time/total_timesteps,train/n_updates,train/critic_loss,train/ent_coef,train/actor_loss,train/ent_coef_loss,train/learning_rate
0.1741952450944285,16.315798737468356,20.831857830053195,0.39712579301048717,12.193667156609994,0.5384615384615384,,,,,,,,,,,,,
-0.01016985403900228,11.45361939121447,11.674524486064911,0.7571118043288837,-0.5695118261841277,0.05084745762711865,,,,,,,,,,,,,
-0.10909124216328653,10.1966436838465,8.496897253906354,0.8057052490361092,-5.01819713951118,0.13793103448275862,,,,,,,,,,,,,
-0.008823595459577992,15.29766544513519,20.160362406400964,1.0321421157206252,-0.6352988730896154,0.37735849056603776,,,,,,,,,,,,,
,,,,,,1.46603775,31,7,60.0,4,0.04978706315159798,240,,,,,,
0.010305653802413368,17.24134013929221,24.953302854672074,0.7223840786917799,0.814146650390656,0.41379310344827586,,,,,,,,,,,,,
-0.03565478857426271,10.652854086090054,9.387890424579382,0.6057490185137037,-1.7114298515646098,0.02284263959390863,,,,,,,,,,,,,
0.22605011091152985,12.82691832659078,16.99009303469211,0.2240398472168302,16.27560798563015,0.4090909090909091,,,,,,,,,,,,,
0.1393492451080666,15.913482424794296,19.49301497498527,0.4775829166040299,9.336399422240461,0.04470588235294118,,,,,,,,,,,,,
,,,,,,3.8042701250000004,36,13,62.75,8,0.04978706315159798,502,,,,,,
0.12776820491582935,15.123140601662316,18.171284608077258,0.43045255597221727,8.432701524444738,0.37777777777777777,,,,,,,,,,,,,
0.020242280407368623,10.138387052406866,9.755432624253444,0.5365571557004492,1.072840861590537,0.024725274725274724,,,,,,,,,,,,,
0.08147084228338818,17.725498784329552,22.00188746745698,0.4948290883493659,5.540017275270396,0.5714285714285714,,,,,,,,,,,,,
-0.015414574385539245,14.394592302394642,17.312815889250487,0.911055608765567,-1.0173619094455901,0.04433497536945813,,,,,,,,,,,,,
,,,,,,3.6929106666666667,37,19,62.583333333333336,12,0.04978706315159798,751,,,,,,
0.13894883826081075,15.822287083505232,20.827973956649657,0.5154880622069715,10.004316354778375,0.09251101321585903,,,,,,,,,,,,,
-0.11557362182007205,8.396934438292675,6.81237620068714,0.6098952542962647,-5.200812981903242,0.008797653958944282,,,,,,,,,,,,,
0.1518859176398029,13.835024968221271,13.396995435934514,0.2333655937153655,8.049953634909553,0.3181818181818182,,,,,,,,,,,,,
0.0618292178665001,12.911636678097523,15.325781769119203,0.6460637298020142,4.018899161322507,0.04040404040404041,,,,,,,,,,,,,
,,,,,,3.8150268125,38,25,61.375,16,0.04978706315159798,982,,,,,,
0.21365785504439083,19.321070299442937,38.69981862953864,0.6859660269428332,23.2887061998386,0.851063829787234,,,,,,,,,,,,,
0.07776912726116514,11.798834644030132,12.25614060787484,0.5528962620963409,4.432840253886413,0.2857142857142857,,,,,,,,,,,,,
0.004332652129449288,7.58105817421005,5.4637138394173235,0.1258966491695313,0.17330608517797153,0.0625,,,,,,,,,,,,,
0.02705935718497443,9.29347900981812,9.285133434925228,0.34027869729164817,1.4612052879886193,0.04736842105263158,,,,,,,,,,,,,
,,,,,,4.516255050000001,38,31,61.9,20,0.04978706315159798,1238,,,,,,
0.17371370268811465,16.38239558010381,27.01855771848932,0.42443552341443336,15.634233241930318,0.3333333333333333,,,,,,,,,,,,,
0.1947337733187444,17.272644868570247,33.935504713095725,0.4864144988403504,20.83651374510565,0.10097719869706841,,,,,,,,,,,,,
0.02977684813981716,11.352758486218164,12.425884380703792,0.6193762481980813,1.7866108883890295,0.047619047619047616,,,,,,,,,,,,,
0.1423505360526186,11.736963092828423,10.633292684797198,0.3788891167390189,7.11752680263093,0.021526418786692758,,,,,,,,,,,,,
,,,,,,5.651179250000001,39,38,64.20833333333333,24,0.04978706315159798,1541,,,,,,
-0.08036033139388145,10.265011509044342,8.939177344320342,0.786679744683125,-3.8572959069063097,0.23076923076923078,,,,,,,,,,,,,
0.10018490740009646,11.827605937077527,15.97227499098517,0.5041022977865215,7.413683147607138,0.0425531914893617,,,,,,,,,,,,,
