custom/avg_center_dev,custom/total_distance,custom/mean_reward,custom/avg_speed,custom/routes_completed,custom/total_reward,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/std,time/episodes,time/time_elapsed,train/ent_coef,train/n_updates,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef_loss
0.3896264085922727,15.836577551672235,0.16238819781148572,12.994602408040649,0.38461538461538464,10.880009253369543,,,,,,,,,,,,,
0.6449841549687249,8.449129900895059,-0.058230688547120636,9.760361376221846,0.03389830508474576,-2.7950730502617906,,,,,,,,,,,,,
0.8970950625093266,10.799551620846614,-0.09189353765565343,14.214769915041622,0.1896551724137931,-3.859528581537444,,,,,,,,,,,,,
0.5033598180405604,14.180631855968386,-0.11856029964472237,15.100160873697572,0.2641509433962264,-6.165135581525563,,,,,,,,,,,,,
,,,,,,69,-0.5120872500000004,10,17.25,0.04978706315159798,4,6,,,,,,
0.7816990085448959,6.470600698143244,-0.14812832005068344,8.787325363514965,0.10344827586206896,-6.073261122078021,,,,,,,,,,,,,
0.7594986331281951,13.957775413058698,0.047811557553057916,12.7329595194912,0.03299492385786802,2.868693453183475,,,,,,,,,,,,,
0.3499378367730522,17.89251883374527,0.1955378594986847,13.459359208640413,0.38636363636363635,14.274263743403985,,,,,,,,,,,,,
0.44615739888856293,8.094570359447971,-0.010954033736388761,10.000210435076118,0.01647058823529412,-0.49293151813749425,,,,,,,,,,,,,
,,,,,,142,1.0479901249999999,11,17.75,0.04978706315159798,8,12,,,,,,
0.9348180032514308,7.962548123206943,-0.1670121491159821,9.409189120249627,0.17777777777777778,-7.849571008451159,,,,,,,,,,,,,
0.7116074140891502,6.0777258588932455,-0.15946042235590907,9.454113287849994,0.013736263736263736,-5.7405752048127265,,,,,,,,,,,,,
0.6597159165425053,6.370079048909247,-0.16677005553186147,9.407439944533046,0.14285714285714285,-6.337262110210736,,,,,,,,,,,,,
0.7256976724156853,27.495288356440142,0.09652901079394119,15.479181283328357,0.06896551724137931,9.363314047012295,,,,,,,,,,,,,
,,,,,,215,-0.18772683333333337,11,17.916666666666668,0.04978706315159798,12,17,,,,,,
0.5156362251940638,11.628903467440978,0.06311257826273076,13.138883837255994,0.05286343612334802,3.0925163348738067,,,,,,,,,,,,,
0.47264241004343893,12.480322526302189,0.10962490505311247,13.018507659539784,0.017595307917888565,5.810119967814961,,,,,,,,,,,,,
0.6215412264257926,12.760164971463382,0.023824911291556047,14.355090216099514,0.29545454545454547,1.1674206532862463,,,,,,,,,,,,,
0.13731085123213363,3.3406990775838494,-0.13069402103489777,4.879144565527238,0.010101010101010102,-5.097066820361014,,,,,,,,,,,,,
,,,,,,278,0.16775593749999973,12,17.375,0.04978706315159798,16,23,,,,,,
1.1706303164663372,10.584637838648632,-0.12143978895687439,10.61112532464804,0.23404255319148937,-6.679188392628092,,,,,,,,,,,,,
0.6513000336012705,11.284356557065621,-0.06172333992266226,11.136016883825645,0.2619047619047619,-3.4565070356690866,,,,,,,,,,,,,
0.45021372684777244,21.10064267402049,0.15583477165720216,15.035055055727137,0.21875,11.999277417604567,,,,,,,,,,,,,
0.7938019637239153,10.003410367527977,-0.12811343640184672,10.446361611273957,0.04736842105263158,-6.790012129297876,,,,,,,,,,,,,
,,,,,,359,-0.11573460000000027,12,17.95,0.04978706315159798,20,29,,,,,,
1.3720060621954435,25.101758174365386,-0.02961417586717334,16.773346259299867,0.2976190476190476,-2.428362421108214,,,,,,,,,,,,,
0.4921005209975692,9.65636917820666,-0.012387292131909464,7.859109432576281,0.026058631921824105,-0.8423358649698436,,,,,,,,,,,,,
0.5043998110230555,12.015434827189893,0.07225628383458549,12.754950274726664,0.04365079365079365,3.7573267593984454,,,,,,,,,,,,,
0.4747377712044513,10.25445505627431,0.0390717853491774,11.669595963276715,0.025440313111545987,1.9145174821096926,,,,,,,,,,,,,
,,,,,,442,-0.0008790416666668577,12,18.416666666666668,0.04978706315159798,24,35,,,,,,
0.6067966219897462,9.186969184083864,-0.0742337883723999,10.83509264438551,0.20512820512820512,-3.488988053502795,,,,,,,,,,,,,
0.9583155817187312,10.052256342256442,-0.13406462622729395,12.681306514614072,0.026595744680851064,-5.898843554000934,,,,,,,,,,,,,
0.48516226595209133,13.075820716097951,0.16252412240690742,13.307356578063063,0.22413793103448276,8.776302609973001,,,,,,,,,,,,,
0.6892788373979722,47.928939391858876,0.13790288486392047,19.528484857478134,0.14328358208955225,18.478986571765343,,,,,,,,,,,,,
,,,,,,536,0.6348220714285713,12,19.142857142857142,0.04978706315159798,28,42,,,,,,
0.46247929455478953,8.33726409310475,-0.02835542107705603,11.068403105901519,0.13793103448275862,-1.1909276852363533,,,,,,,,,,,,,
0.2693316396367919,15.48669763887301,0.02044022944706986,15.547779222175174,0.13392857142857142,1.1242126195888424,,,,,,,,,,,,,
0.5634668393006859,10.833397662267089,0.006593481576624601,9.761366829781634,0.25,0.4022023761741007,,,,,,,,,,,,,
