custom/total_reward,custom/mean_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/avg_center_dev,rollout/ep_len_mean,time/fps,train/std,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/ent_coef,train/n_updates,train/learning_rate
11.898288789037139,0.16997555412910198,20.811504646320827,0.5384615384615384,16.316304894353372,0.4068427830454376,,,,,,,,,,,,,
-0.4927583014053347,-0.00879925538223812,11.710628092288971,0.05084745762711865,11.49218186640025,0.743770495809264,,,,,,,,,,,,,
-5.020983717868451,-0.11157741595263225,8.329169606091455,0.13793103448275862,10.244830287147623,0.7904134347409314,,,,,,,,,,,,,
-2.8406169338531777,-0.04508915768020917,15.493278102017939,0.3018867924528302,13.488122689849135,0.9544786938445013,,,,,,,,,,,,,
,,,,,,57.5,32,0.04978706315159798,0.8859824999999999,6,230,4,,,,,,
4.812417646804233,0.05661667819769686,28.03462802269496,0.4827586206896552,17.96362402435279,0.8460385459021127,,,,,,,,,,,,,
-0.5720551737872857,-0.011441103475745713,9.368614936131053,0.02284263959390863,10.293114922116052,0.5492837874270762,,,,,,,,,,,,,
17.54406422135624,0.24709949607544002,16.937467808369547,0.38636363636363635,13.047402536456495,0.26431441235180664,,,,,,,,,,,,,
5.062667273708817,0.07031482324595578,23.384571981732734,0.05176470588235294,17.742438223459587,0.6208948613391946,,,,,,,,,,,,,
,,,,,,63.0,37,0.04978706315159798,3.7898334999999994,13,504,8,,,,,,
7.205408141947455,0.11258450221792898,17.900183546822518,0.37777777777777777,15.388117282686233,0.45960435417238876,,,,,,,,,,,,,
1.067143144556404,0.02013477631238498,9.68553245253861,0.024725274725274724,10.085924391018386,0.529383798979576,,,,,,,,,,,,,
6.234962818081264,0.08907089740116092,23.05329776625149,0.5714285714285714,18.047746972824267,0.6449133397630133,,,,,,,,,,,,,
-1.4210355837175257,-0.02186208590334655,17.47848858591169,0.04433497536945813,14.75090990367506,0.9227622434685141,,,,,,,,,,,,,
,,,,,,62.666666666666664,37,0.04978706315159798,3.6140806666666663,19,752,12,,,,,,
12.812494722431904,0.1731418205734041,22.024177483981475,0.09691629955947137,16.274238942806573,0.503011539938488,,,,,,,,,,,,,
-5.633964431716472,-0.1341420102789636,6.559127109008841,0.008797653958944282,8.671430135600486,0.6356245819680366,,,,,,,,,,,,,
8.352867557414982,0.15468273254472187,13.58307479787618,0.3181818181818182,13.759127039738845,0.23781170543338967,,,,,,,,,,,,,
5.843093782803312,0.08853172398186836,16.231284404406324,0.04292929292929293,13.485953485563233,0.6222419380369559,,,,,,,,,,,,,
,,,,,,61.5,38,0.04978706315159798,4.03968275,25,984,16,,,,,,
20.85774513693251,0.18961586488120466,38.83672380819917,0.851063829787234,19.224852016791143,0.5816690049302162,,,,,,,,,,,,,
2.979054518664311,0.05516767627156132,11.432093026582152,0.2619047619047619,11.63732925577371,0.5896803191092177,,,,,,,,,,,,,
0.20290703596763215,0.005072675899190804,5.444509412162006,0.0625,7.512341155559119,0.12492321242577036,,,,,,,,,,,,,
0.6826420328425087,0.01241167332440925,9.385157480370253,0.04736842105263158,9.372845097473666,0.38959701686282366,,,,,,,,,,,,,
,,,,,,61.95,38,0.04978706315159798,4.466097400000001,31,1239,20,,,,,,
10.382462504592528,0.11665688207407335,27.183474119985476,0.3333333333333333,16.670814411477334,0.4863187481940288,,,,,,,,,,,,,
18.58256048881792,0.17867846623863384,32.935885046143085,0.09771986970684039,17.270755800873093,0.7244134260562335,,,,,,,,,,,,,
3.6122670520336584,0.054731318970206944,14.882704980904236,0.05555555555555555,12.33320280891925,0.5927305434790537,,,,,,,,,,,,,
6.305298963761867,0.13415529710131632,9.938885289477184,0.019569471624266144,11.701591577395233,0.3984491646090638,,,,,,,,,,,,,
,,,,,,64.20833333333333,39,0.04978706315159798,5.340376375000001,39,1541,24,,,,,,
-4.292353148881379,-0.08942402393502873,8.94733358034864,0.23076923076923078,10.26928188275857,0.8419545357986742,,,,,,,,,,,,,
7.864220422535247,0.10772904688404449,16.00384717725683,0.0425531914893617,11.969079453603744,0.48297732836808116,,,,,,,,,,,,,
-2.938210366388682,-0.0534220066616124,10.219274800037965,0.1724137931034483,10.253075970000902,0.7543121863195796,,,,,,,,,,,,,
-3.8905088715145535,-0.0793981402349909,10.043759737862274,0.029850746268656716,11.297980876725873,0.8126070658813934,,,,,,,,,,,,,
,,,,,,62.92857142857143,39,0.04978706315159798,4.458562892857143,45,1762,28,,,,,,
9.16633853366216,0.1410205928255717,17.62066073040478,0.3103448275862069,14.85429247210909,0.619920959715195,,,,,,,,,,,,,
0.22118730713175516,0.0038135742608923304,12.34120971779339,0.10714285714285714,11.636525142496426,0.6342818541308757,,,,,,,,,,,,,
-3.365385440924703,-0.07316055306358049,10.18800408160314,0.22727272727272727,12.202570534762286,0.7532011700747582,,,,,,,,,,,,,
-5.234928647554319,-0.08724881079257198,15.78906069160439,0.0234375,14.464253807190238,1.0612880251229835,,,,,,,,,,,,,
,,,,,,62.09375,39,0.04978706315159798,3.92360825,50,1987,32,,,,,,
-1.064799226506084,-0.02129598453012168,10.464070482412353,0.2222222222222222,11.51525513616409,0.6794554609451137,,,,,,,,,,,,,
4.0516034297600445,0.04552363404224769,33.55748854554258,0.054009819967266774,20.52737522981804,1.1950668059147036,,,,,,,,,,,,,
8.833293725032231,0.09925049129249698,27.399995318846777,0.6666666666666666,16.83882176175248,0.7296713079505398,,,,,,,,,,,,,
7.178429632096979,0.10876408533480271,17.423029102617875,0.2361111111111111,14.469057542182577,0.5091616160649073,,,,,,,,,,,,,
,,,,,,63.25,39,0.04978706315159798,4.013404166666666,57,2277,36,,,,,,
2.6856124247583573,0.03949430036409349,15.997644824208692,0.07048458149779736,12.950373892806338,0.46365530717968945,,,,,,,,,,,,,
4.452318806322921,0.07546303061564273,13.847688154084608,0.03350515463917526,12.882772969014765,0.6183947048000525,,,,,,,,,,,,,
1.7226548281840923,0.03190101533674245,9.506666338304058,0.20454545454545456,9.714185263654903,0.4941639736880938,,,,,,,,,,,,,
-4.009576227643873,-0.08182808627844639,9.43434732616879,0.033582089552238806,10.6062951496477,0.8000552483383211,,,,,,,,,,,,,
,,,,,,62.575,39,0.04978706315159798,3.73153005,63,2503,40,,,,,,
16.22441868997703,0.2385943924996622,18.167396921897307,0.3829787234042553,14.663228067262786,0.42254962709507926,,,,,,,,,,,,,
9.433791678165392,0.15215793029299018,14.184811709448695,0.06060606060606061,12.529330877237326,0.509038210801142,,,,,,,,,,,,,
8.09495522505133,0.0963685145839444,29.649060599971563,0.3125,19.064014558784713,0.8421956231702016,,,,,,,,,,,,,
24.78460446853154,0.2753844940947949,28.527695673750713,0.18238993710691823,17.108579935014664,0.2735948082140054,,,,,,,,,,,,,
,,,,,,63.70454545454545,39,0.04978706315159798,4.720293000000001,71,2803,44,,,,,,
-0.2687871206676675,-0.00527033569936603,10.690284194424748,0.11904761904761904,11.556378497787879,0.6022318348052517,,,,,,,,,,,,,
17.954863211937955,0.1851016825972985,30.183968420140445,0.16184971098265896,16.93168221748355,0.49354563199778495,,,,,,,,,,,,,
3.4290825447239346,0.04453353954186928,24.02210032066796,0.09523809523809523,17.05332837528433,0.9904512734852965,,,,,,,,,,,,,
19.75406433051964,0.2219557789946027,30.51492378511466,0.07524271844660194,18.704959425127395,0.3173553525568331,,,,,,,,,,,,,
,,,,,,64.85416666666667,39,0.04978706315159798,5.176143416666666,78,3113,48,,,,,,
14.5425859785779,0.15807158672367283,26.03280057758093,0.6666666666666666,15.465234841726978,0.5257481432920084,,,,,,,,,,,,,
7.823341405457018,0.14487669269364847,12.203008539509028,0.027777777777777776,12.202536781238436,0.26691943373063176,,,,,,,,,,,,,
4.958249597755687,0.09181943699547569,12.343868099851534,0.20689655172413793,12.549958254309107,0.5645318777183244,,,,,,,,,,,,,
-1.377815636182362,-0.02931522630175238,10.57386098545976,0.025056947608200455,12.385625463502512,0.6895945074464583,,,,,,,,,,,,,
,,,,,,64.53846153846153,39,0.04978706315159798,5.275574,84,3356,52,,,,,,
14.09242499673067,0.18301850645104767,19.54774264083244,0.3275862068965517,13.918064755776548,0.4310103017385963,,,,,,,,,,,,,
-3.9914335292643983,-0.09503413164915234,7.322716370923445,0.024822695035460994,9.564555623709888,0.5215993694794887,,,,,,,,,,,,,
21.987526501920954,0.2134711310866112,34.47984987357631,0.7272727272727273,18.23133251632272,0.42570628035690994,,,,,,,,,,,,,
-1.0112879022452574,-0.016052188924527897,13.148805446922779,0.024344569288389514,11.467552725679345,0.7999844230185741,,,,,,,,,,,,,
,,,,,,64.94642857142857,39,0.04978706315159798,5.453063357142857,91,3637,56,,,,,,
-3.8694520614720274,-0.08061358461400057,8.342828848399222,0.17777777777777778,9.606032181094877,0.7316863196076441,,,,,,,,,,,,,
0.022826785800502236,0.0004150324691000407,13.67619811440818,0.027237354085603113,13.43788809240657,0.6041826643414314,,,,,,,,,,,,,
9.16880805166221,0.14326262580722204,15.970309164840728,0.38095238095238093,13.603721390834172,0.49679150936002797,,,,,,,,,,,,,
2.2992005533868376,0.045082363791898776,11.239399626851082,0.019064124783362217,12.15801558113135,0.5672141281115062,,,,,,,,,,,,,
,,,,,,64.18333333333334,39,0.04978706315159798,5.215328933333334,96,3851,60,,,,,,
-4.120760873029577,-0.07104760125913065,12.702412436483428,0.05726872246696035,12.028621153319193,0.8334314945025113,,,,,,,,,,,,,
-0.3778216810505963,-0.007265801558665314,13.378514304058626,0.036827195467422094,14.124708659514978,0.741656658058709,,,,,,,,,,,,,
0.33416488000376,0.006552252549093333,9.968055590987206,0.22727272727272727,10.788537674304667,0.5488697008973159,,,,,,,,,,,,,
3.4660863325183175,0.05023313525388866,19.716167151229456,0.05830903790087463,15.650317681904033,0.7193454370120506,,,,,,,,,,,,,
,,,,,,63.703125,39,0.04978706315159798,4.876175281249999,102,4077,64,,,,,,
1.3822854731529794,0.026582412945249604,9.292414631927386,0.19148936170212766,9.891612544145168,0.4700314232205063,,,,,,,,,,,,,
21.969024165102667,0.21124061697214103,37.20839418983087,0.125,19.483714369573015,0.5480488847243886,,,,,,,,,,,,,
0.3365315857233835,0.004054597418354018,25.79401050088927,0.28125,16.884116376608013,0.6529718552757009,,,,,,,,,,,,,
1.432086482165575,0.027540124657030287,10.38335724058561,0.04048582995951417,11.018574380236958,0.5484946480110866,,,,,,,,,,,,,
,,,,,,64.17647058823529,39,0.04978706315159798,4.957683955882352,109,4364,68,,,,,,
12.695950930830321,0.18670516074750473,21.668489459436387,0.2619047619047619,17.39207535136481,0.5548216791275528,,,,,,,,,,,,,
3.947926385154748,0.07049868544919193,11.75575332972221,0.030927835051546393,11.478172246485268,0.5065823503180348,,,,,,,,,,,,,
0.7673082381167866,0.011283944678188038,17.906502367928624,0.07142857142857142,14.44339897921437,0.8780867007057547,,,,,,,,,,,,,
11.609113756160323,0.1365778088960038,26.80787919810973,0.07428571428571429,17.20506597097442,0.6763243640752922,,,,,,,,,,,,,
,,,,,,64.40277777777777,39,0.04978706315159798,5.0838102916666665,116,4637,72,,,,,,
7.254191444260954,0.12295239736035515,13.034071888308972,0.3333333333333333,12.11222970499173,0.4821596520945768,,,,,,,,,,,,,
-0.9011980334742482,-0.018023960669484963,10.6006260716822,0.05392156862745098,11.697724075360263,0.6423033470954949,,,,,,,,,,,,,
9.175714248341102,0.13902597345971365,18.040370140923187,0.3103448275862069,14.947157455148746,0.6428627370403838,,,,,,,,,,,,,
4.0886761091823125,0.045940181002048455,25.366040878929198,0.038461538461538464,15.536418917735139,0.9422655295470653,,,,,,,,,,,,,
,,,,,,64.4342105263158,39,0.04978706315159798,5.072964197368421,122,4897,76,,,,,,
7.0465534342151095,0.07917475768781022,29.40248991502449,0.5,18.04205715263396,0.852267957066394,,,,,,,,,,,,,
5.4092518172328,0.06934938227221539,24.349155625794083,0.0728862973760933,17.064511611709833,0.5347885460862167,,,,,,,,,,,,,
4.633292498629871,0.09455698976795654,10.511262086336501,0.25,11.685732526306836,0.35034261942665446,,,,,,,,,,,,,
0.8279936481687873,0.012937400752637301,13.71295367158018,0.037037037037037035,11.7668545390606,0.6391470921945679,,,,,,,,,,,,,
,,,,,,64.6625,40,0.04978706315159798,5.0428273875,129,5173,80,,,,,,
