custom/total_reward,custom/avg_center_dev,custom/total_distance,custom/routes_completed,custom/avg_speed,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/loss,train/std,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate
6.386932486258424,0.32794400875439483,6.451276464620605,0.02857142857142857,5.83666211811116,,,,,,,,,,,,,,,,,
-2.5076927078457327,0.758298750575385,6.6299614168237895,0.02247191011235955,8.395629056081416,,,,,,,,,,,,,,,,,
20.037884882518252,0.676547888428637,18.49999733758159,0.056716417910447764,10.202971603972742,,,,,,,,,,,,,,,,,
-2.3419704354568953,0.8295500822276035,7.166285344399512,0.012711864406779662,7.191109083309876,,,,,,,,,,,,,,,,,
6.15589714022704,0.8279780645349243,10.79793500690721,0.029891304347826088,8.8421337316397,,,,,,,,,,,,,,,,,
17.714287256934842,0.8938660223553774,19.003688891418278,0.05454545454545454,12.492462911983452,,,,,,,,,,,,,,,,,
12.852508679718525,0.629968358617087,12.635445309104398,0.0380952380952381,7.949191567369287,,,,,,,,,,,,,,,,,
1.920038860957991,1.0231516284140223,11.529824415920302,0.023206751054852322,7.993581094032576,,,,,,,,,,,,,,,,,
9.00663277165026,0.5756619514054901,10.019110505469143,0.044642857142857144,6.919665758160641,,,,,,,,,,,,,,,,,
3.306619617034313,0.74696845912924,9.376317307236604,0.046632124352331605,7.233662734818846,,,,,,,,,,,,,,,,,
6.602881638297031,0.8941483237084074,15.244475563289598,0.061224489795918366,10.822944475180638,,,,,,,,,,,,,,,,,
18.99160857320245,0.8431812034121955,17.674915132578462,0.04521276595744681,10.361641970346703,,,,,,,,,,,,,,,,,
9.110816722715914,0.8363756681735534,14.138352438574657,0.0219435736677116,11.34869130315322,,,,,,,,,,,,,,,,,
,,,,,8.204265615384616,1,29,1024,34,73.0,,,,,,,,,,,
23.08612223858981,0.9766570797103075,24.62027546321042,0.0421792618629174,11.147113860535354,,,,,,,8.26280689239502,1.00342857837677,-2.8403520837426184,10,32.605402666330335,0.4,0.01279296875,-0.015027430484769866,-0.0280381441116333,0.012491586,0.0001
-3.356399577577747,0.6989209775398331,6.409194884588942,0.010706638115631691,5.8067453685880785,,,,,,,,,,,,,,,,,
50.19866509562021,0.887131568163588,39.2338167054113,0.0945273631840796,10.828267182379811,,,,,,,,,,,,,,,,,
38.183344082866704,0.815588856002425,35.890219922177494,0.08801955990220049,14.114000547027908,,,,,,,,,,,,,,,,,
13.411743917569055,0.729113906757983,14.694126843707636,0.031914893617021274,9.323658599335284,,,,,,,,,,,,,,,,,
13.546531473317746,0.8156306942712632,16.098749075317755,0.07239819004524888,9.352989088170112,,,,,,,,,,,,,,,,,
15.691953291768147,0.7192105643588008,13.717718198429793,0.027833001988071572,7.228731794121491,,,,,,,,,,,,,,,,,
46.27187793169138,0.6154751579429035,24.372261936077848,0.07621951219512195,9.669842158373708,,,,,,,,,,,,,,,,,
9.253059173374432,0.8255041583269176,11.871765781659633,0.030534351145038167,8.163666351566363,,,,,,,,,,,,,,,,,
16.30317996517057,0.554939295838442,13.314954239642248,0.05485232067510549,8.67586687039729,,,,,,,,,,,,,,,,,
,,,,,14.295621347826087,2,29,2048,68,88.65217391304348,,,,,,,,,,,
21.354088591655167,0.6888062192709059,16.068020725855604,0.03836930455635491,10.774276960126128,,,,,,,11.680157661437988,1.001618504524231,-2.843699450790882,20,37.98718096613884,0.4,0.0205078125,-0.008541642285126726,0.4199987053871155,0.016273214,0.0001
1.3392589709904001,0.3763883138724715,5.121126100420952,0.009784735812133072,5.127917858986075,,,,,,,,,,,,,,,,,
25.653375800636205,0.32707108968760734,13.223345453152433,0.03899721448467967,8.259551075518768,,,,,,,,,,,,,,,,,
4.011422688352095,0.6326706159869318,8.324769862927496,0.050724637681159424,6.382178112509835,,,,,,,,,,,,,,,,,
36.15213582413515,0.7092244478114655,26.512790273409337,0.05707762557077625,11.380131208157726,,,,,,,,,,,,,,,,,
