custom/routes_completed,custom/total_distance,custom/avg_center_dev,custom/total_reward,custom/avg_speed,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/loss,train/std,train/learning_rate,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/clip_range,train/n_updates,train/approx_kl,train/entropy_loss
0.10714285714285714,32.33859134558588,0.43527337610546535,40.65135493609454,15.158973221193326,,,,,,,,,,,,,,,,,
0.046052631578947366,6.822511877631769,0.5832769518043437,-2.728784864207003,6.224053767682651,,,,,,,,,,,,,,,,,
0.1340782122905028,23.8717429228127,1.0851934710210551,3.5878640713137155,12.884650803438902,,,,,,,,,,,,,,,,,
0.014,6.992783124558628,0.7458326259858555,-5.393110731682097,5.403562943494515,,,,,,,,,,,,,,,,,
0.01718213058419244,4.734810105757788,0.4820121234261239,-5.58829279886941,4.998807872221507,,,,,,,,,,,,,,,,,
0.043209876543209874,14.159049213631079,0.6958950237942366,1.9209895890477018,9.81350593055063,,,,,,,,,,,,,,,,,
0.04859335038363171,19.87430160306394,0.8287740967890398,1.0430287199872286,10.510904324892179,,,,,,,,,,,,,,,,,
0.029850746268656716,7.644997240044177,0.35486539710368115,-0.3980578702630222,5.796256490488252,,,,,,,,,,,,,,,,,
0.03492063492063492,10.644099157303572,0.5490963092394413,1.0078195730650528,9.13979961130314,,,,,,,,,,,,,,,,,
0.057649667405764965,26.39127735933289,0.6162823392332634,18.465585367377738,10.896825243302954,,,,,,,,,,,,,,,,,
0.04896907216494845,18.983417698997073,0.5884950670816383,8.448624949122777,10.57491065822193,,,,,,,,,,,,,,,,,
,,,,,5.514837272727274,1,49,85.27272727272727,20,1024,,,,,,,,,,,
0.0457516339869281,14.074403387494385,0.444227619693497,7.908121299823637,8.275824603646559,,,,,,,14.722921371459961,0.9975898265838623,0.0003,0.04156261682510376,0.012890625,-0.005698513286188245,47.33645887374878,0.2,5,0.0033291709,-2.8342883944511414
0.057534246575342465,20.707429211819544,0.573705835430944,12.71540858598583,10.765854923403406,,,,,,,,,,,,,,,,,
0.01818181818181818,6.898933513322845,0.47562579049531395,-3.8570813216566338,6.709103811240246,,,,,,,,,,,,,,,,,
0.0189873417721519,6.749879767652601,0.5332729797963024,-3.6534394197680067,7.470498014839258,,,,,,,,,,,,,,,,,
0.022321428571428572,4.922286514658481,0.6286493519617189,-7.031922665102305,4.778650200456467,,,,,,,,,,,,,,,,,
0.02359882005899705,8.357079430250451,0.6706905255840051,-1.5297460972771528,8.34313797350596,,,,,,,,,,,,,,,,,
0.020942408376963352,8.049850472481921,0.48561728806774734,0.2569833712762808,7.759679846777635,,,,,,,,,,,,,,,,,
0.09022556390977443,24.89220348885283,1.0073912470231297,1.6871095154889364,12.341302030573853,,,,,,,,,,,,,,,,,
0.1619047619047619,16.87566100154072,0.542251280264596,12.995771275204223,9.491656461121222,,,,,,,,,,,,,,,,,
0.04878048780487805,14.24263045785483,0.4077048373723816,10.621390947040723,8.844572506543596,,,,,,,,,,,,,,,,,
0.028368794326241134,7.9369322929997,0.5417194819547011,-3.9699025353751765,6.249947184636915,,,,,,,,,,,,,,,,,
0.04569420035149385,25.442790573462844,0.5557371356452043,20.39119581559054,11.838841944152087,,,,,,,,,,,,,,,,,
0.06976744186046512,9.694059598492458,0.6183367719392443,1.1227093180962235,5.248239907765696,,,,,,,,,,,,,,,,,
0.0970873786407767,10.216871628072113,0.6412320041629272,-0.4655668175216636,8.754861930662639,,,,,,,,,,,,,,,,,
,,,,,4.296164480000001,2,98,81.8,20,2048,,,,,,,,,,,
0.01348747591522158,7.255654112435877,0.5847843183146189,-4.684307024613038,7.142689630572655,,,,,,,12.360649108886719,0.9961209297180176,0.0003,0.1394869089126587,0.0189453125,-0.006790594517951831,27.49667172431946,0.2,10,0.0040101856,-2.8326223701238633
0.07100591715976332,12.141275957459584,0.4525545008560936,3.8521944481059887,8.424018316170432,,,,,,,,,,,,,,,,,
0.03514376996805112,11.199682696955279,0.6666710696656001,1.6789878162011114,9.718796935459949,,,,,,,,,,,,,,,,,
0.013050570962479609,6.357901454553939,0.39285824181494194,-2.7697140069856916,5.668595840445254,,,,,,,,,,,,,,,,,
0.0950920245398773,32.13779740361497,0.38652748471540305,38.327039422737755,13.06048022851749,,,,,,,,,,,,,,,,,
0.0423728813559322,15.36753205396235,0.6295017015269153,7.833993087501931,8.702178464525408,,,,,,,,,,,,,,,,,
