custom/avg_speed,custom/total_reward,custom/avg_center_dev,custom/routes_completed,custom/mean_reward,custom/total_distance,time/episodes,train/std,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/ent_coef,train/n_updates,train/learning_rate
16.30964855645783,12.176394963511726,0.3999996820762177,0.5384615384615384,0.17394849947873894,20.823761120205745,,,,,,,,,,,,,
11.47777279174977,-0.4282451974383541,0.7721933936483165,0.05084745762711865,-0.00751307363926937,11.928896062774584,,,,,,,,,,,,,
10.009718544521848,-5.101989628817647,0.7810856914603315,0.13793103448275862,-0.11337754730705883,8.152054624632001,,,,,,,,,,,,,
14.96056954734132,-1.3348576765263083,1.0399158881575858,0.3584905660377358,-0.019069395378947262,19.163349447539076,,,,,,,,,,,,,
,,,,,,4,0.04978706315159798,7,1.29164725,238,32,59.5,,,,,,
17.815301258445697,2.4320255569069182,0.7159466256216386,0.43103448275862066,0.031584747492297637,25.11863346141763,,,,,,,,,,,,,
10.295626661801018,-0.5844924847974458,0.5601875312010813,0.02284263959390863,-0.011689849695948915,9.402508647413924,,,,,,,,,,,,,
12.822175926677371,18.567509527206393,0.23688975675782015,0.38636363636363635,0.25788207676675545,16.925407911650836,,,,,,,,,,,,,
16.978785334341126,7.330651888199899,0.5557433261761168,0.04941176470588235,0.1047235984028557,21.72062557307072,,,,,,,,,,,,,
,,,,,,8,0.04978706315159798,13,4.1004685,503,36,62.875,,,,,,
15.390855480173292,7.601155558831504,0.47273513384380456,0.4,0.11516902361865915,18.47442490537651,,,,,,,,,,,,,
10.058682402407692,0.9460539401820753,0.5354986305166014,0.024725274725274724,0.017850074343058027,9.662927410099655,,,,,,,,,,,,,
17.844892550635347,6.117542457305376,0.48474277968501567,0.5714285714285714,0.08866003561312139,22.473725046031177,,,,,,,,,,,,,
14.80505018465852,-1.4092661717563821,0.9222703787232526,0.04433497536945813,-0.021681018027021264,17.52145067974925,,,,,,,,,,,,,
,,,,,,12,0.04978706315159798,19,3.8352545833333327,752,38,62.666666666666664,,,,,,
16.4020325443832,13.709682403405886,0.5115816897024621,0.1013215859030837,0.18279576537874515,22.47914752131328,,,,,,,,,,,,,
8.85884775635162,-5.695042993496023,0.667242221068881,0.008797653958944282,-0.1355962617499053,6.698864416684955,,,,,,,,,,,,,
14.055611210117304,8.036616867934757,0.2343396923771026,0.3181818181818182,0.15455032438336072,13.349078457569703,,,,,,,,,,,,,
13.18196789352603,5.509174447796148,0.6352875962629044,0.04292929292929293,0.08347234011812346,15.866256052046083,,,,,,,,,,,,,
,,,,,,16,0.04978706315159798,25,4.2194554375,983,38,61.4375,,,,,,
19.58973795107609,20.884713448855297,0.6210794393557398,0.851063829787234,0.18986103135323,39.56113155907951,,,,,,,,,,,,,
11.702181404465628,3.6843834912508324,0.5322834898692352,0.2619047619047619,0.06822932391205246,11.4845539778471,,,,,,,,,,,,,
7.574427211048754,0.8283871532631224,0.12327422375704349,0.0625,0.020204564713734694,5.728665574686602,,,,,,,,,,,,,
9.209502577178826,1.824911822965893,0.3238367342630184,0.04736842105263158,0.033794663388257276,9.231194211402908,,,,,,,,,,,,,
,,,,,,20,0.04978706315159798,31,4.73487515,1238,38,61.9,,,,,,
16.311182174627653,15.292631943602881,0.4267763837245224,0.3333333333333333,0.16991813270669867,26.924752173945308,,,,,,,,,,,,,
17.21040224391176,18.803192629834633,0.7216365227447388,0.09771986970684039,0.1807999291330253,32.835366134066135,,,,,,,,,,,,,
12.417186178790443,3.5753569415846496,0.5960607451822686,0.05555555555555555,0.05417207487249469,14.98061967571266,,,,,,,,,,,,,
11.700282153273628,6.3501797222109,0.4038959352911705,0.019569471624266144,0.13511020685555106,9.96449078223668,,,,,,,,,,,,,
,,,,,,24,0.04978706315159798,39,5.775494500000001,1541,39,64.20833333333333,,,,,,
10.166703882444997,-4.310847077932705,0.8270922454671606,0.23076923076923078,-0.08980931412359801,8.855398450279608,,,,,,,,,,,,,
9.255308111067295,2.6604212976065647,0.3118834190025087,0.026595744680851064,0.046674057852746746,9.639900069043506,,,,,,,,,,,,,
12.238710467602596,7.18757249737169,0.5215941017733362,0.2413793103448276,0.11782905733396212,13.622164235217497,,,,,,,,,,,,,
11.416858857366242,1.7964412262902467,0.5892026906099129,0.03283582089552239,0.03389511747717447,10.989679929916747,,,,,,,,,,,,,
,,,,,,28,0.04978706315159798,45,5.207219714285715,1756,38,62.714285714285715,,,,,,
13.173981507345836,-3.4757553332721196,0.7846065635100433,0.22413793103448276,-0.06436583950503925,12.927610483253375,,,,,,,,,,,,,
17.980542137312106,4.104453094189434,0.7866607424960982,0.25,0.0461174504965105,29.294003423303366,,,,,,,,,,,,,
17.0200066408152,7.736042236832532,0.5839657037613079,0.45454545454545453,0.11721276116412926,20.527758634649217,,,,,,,,,,,,,
12.573005672949208,4.175987492833183,0.549397060626817,0.0171875,0.08351974985666366,11.391694776713848,,,,,,,,,,,,,
,,,,,,32,0.04978706315159798,51,4.9436931875,2011,39,62.84375,,,,,,
9.885209777050505,-2.9659390696313945,0.635211293844616,0.17777777777777778,-0.06310508658790201,8.414812358329073,,,,,,,,,,,,,
16.42163402025615,7.97418480924614,0.536686959294418,0.03273322422258593,0.11726742366538441,20.427285277983174,,,,,,,,,,,,,
16.75611993822877,9.286492699122839,0.64639145285879,0.6666666666666666,0.10434261459688583,27.26011973922141,,,,,,,,,,,,,
14.51804315536383,7.187334199168131,0.504932624099176,0.2361111111111111,0.10889900301769895,17.459977520164102,,,,,,,,,,,,,
,,,,,,36,0.04978706315159798,57,4.989109611111111,2277,39,63.25,,,,,,
