custom/avg_speed,custom/avg_center_dev,custom/routes_completed,custom/total_reward,custom/mean_reward,custom/total_distance,time/total_timesteps,time/fps,train/std,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/n_updates,train/critic_loss
16.320727730441494,0.46234819563191515,0.5384615384615384,11.004821035002564,0.1572117290714652,20.817431136150844,,,,,,,,,,,,,
11.4699736904743,0.7576138465183095,0.05084745762711865,-0.3303142208784333,-0.0057949863312005846,11.901705345488153,,,,,,,,,,,,,
10.300534523525512,0.7833354766464746,0.13793103448275862,-5.064349675409584,-0.11254110389799075,8.373613000148907,,,,,,,,,,,,,
15.072498848569996,1.025023827865871,0.3584905660377358,-0.7857054551823275,-0.01122436364546182,19.29163278953638,,,,,,,,,,,,,
,,,,,,238,32,0.04978706315159798,1.19706825,59.5,4,7,,,,,,
18.281097306463995,0.7656161179622012,0.46551724137931033,2.363189000486205,0.028472156632363917,27.784808756550774,,,,,,,,,,,,,
10.529114918037392,0.6940630941449877,0.02284263959390863,-3.4979338376922975,-0.07287362161858953,9.364201376214623,,,,,,,,,,,,,
12.799279402477879,0.259564635806558,0.38636363636363635,14.787526226038004,0.2053823086949723,16.955976052675396,,,,,,,,,,,,,
14.786161722277013,0.39746273410269894,0.04,13.072960279323322,0.2042650043644269,17.286758072441444,,,,,,,,,,,,,
,,,,,,501,36,0.04978706315159798,3.925867,62.625,8,13,,,,,,
16.000263648752867,0.4411174538745946,0.4222222222222222,10.379037657431912,0.1549110098124166,19.510998618556187,,,,,,,,,,,,,
10.056861422535507,0.494164350965652,0.024725274725274724,1.2351687690516702,0.023753245558685965,9.472047453280538,,,,,,,,,,,,,
18.026032711023152,0.45963258199367846,0.5714285714285714,7.248337453438513,0.10504836889041323,22.725755838910118,,,,,,,,,,,,,
14.283322975361108,0.9150482298804242,0.04433497536945813,-1.1152190793038645,-0.01715721660467484,16.893112703226507,,,,,,,,,,,,,
,,,,,,750,37,0.04978706315159798,4.087315416666667,62.5,12,19,,,,,,
16.33832200427585,0.5258825624996336,0.1013215859030837,9.474547877261593,0.12632730503015457,22.386656837072223,,,,,,,,,,,,,
8.689570026569005,0.6592984030708254,0.008797653958944282,-5.584805558348679,-0.12692739905337905,6.886840906459838,,,,,,,,,,,,,
14.030125991634755,0.2351587859171176,0.3181818181818182,8.008296530895851,0.15400570251722792,13.344674712978303,,,,,,,,,,,,,
13.371055676028927,0.624695233506478,0.045454545454545456,5.862536981892237,0.08750055196854085,16.338235129369423,,,,,,,,,,,,,
,,,,,,984,38,0.04978706315159798,4.1710002500000005,61.5,16,25,,,,,,
19.0042434456119,0.6149170710602023,0.8297872340425532,19.705213037318167,0.1824556762714645,37.69297557277605,,,,,,,,,,,,,
11.749472504795902,0.53183779868762,0.2857142857142857,3.9668606085058595,0.07212473833647018,11.758274364750832,,,,,,,,,,,,,
7.574427211048754,0.12327422375704349,0.0625,0.8283871532631224,0.020204564713734694,5.728665574686602,,,,,,,,,,,,,
9.267757350875042,0.34006415395239253,0.04736842105263158,1.4641087044566703,0.027113124156605006,9.264469146262854,,,,,,,,,,,,,
,,,,,,1238,38,0.04978706315159798,4.633219800000001,61.9,20,32,,,,,,
16.519447922987176,0.4048073454089891,0.34523809523809523,17.97491416046594,0.19972126844962154,27.265311372699216,,,,,,,,,,,,,
17.25768356900408,0.7606241546365221,0.09771986970684039,18.287109850137206,0.1775447558265748,32.61329913442023,,,,,,,,,,,,,
12.293518832258389,0.5553224439112707,0.05555555555555555,3.8667413556846313,0.05858699023764593,14.79656967590563,,,,,,,,,,,,,
11.677562706562448,0.39779485355718497,0.019569471624266144,6.695568028713399,0.13949100059819583,10.143322554649785,,,,,,,,,,,,,
