custom/total_reward,custom/total_distance,custom/avg_center_dev,custom/mean_reward,custom/avg_speed,custom/routes_completed,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,train/std,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,train/ent_coef_loss
11.415149404901602,16.095259157940745,0.44297871567920155,0.16307356292716574,12.603800682078855,0.41025641025641024,,,,,,,,,,,,,
-2.5501764465115278,10.769850993296131,0.7456521915546775,-0.043968559422612546,10.219185541244013,0.024498886414253896,,,,,,,,,,,,,
16.369429318561792,26.70866161189042,0.7928777140336206,0.18815435998346888,16.728325313560468,0.46551724137931033,,,,,,,,,,,,,
11.481748391864702,27.355592566542327,0.6836484787803342,0.1290084088973562,16.776041135360707,0.0945945945945946,,,,,,,,,,,,,
,,,,,,9.16118875,13,4,75.0,22,300,0.04978706315159798,,,,,,
8.69468571945388,19.434214086737484,0.7915710999799532,0.11910528382813533,14.536665376587631,0.3448275862068966,,,,,,,,,,,,,
5.189467020939217,11.068766401614994,0.2993785636751931,0.10590749022324933,12.363378586745837,0.018612521150592216,,,,,,,,,,,,,
1.419457043028073,10.346711213467643,0.4511941189771658,0.026286241537556907,10.531160478269996,0.25,,,,,,,,,,,,,
3.853212634920844,17.98064903425984,0.6307628534084926,0.0592801943833976,15.162594272204554,0.2923076923076923,,,,,,,,,,,,,
,,,,,,6.9572780000000005,23,8,67.125,22,537,0.04978706315159798,,,,,,
-3.706278116347229,8.572397043230012,0.7189730074379992,-0.0805712633988528,10.310912076526638,0.17777777777777778,,,,,,,,,,,,,
-0.6279876335538539,17.892331196344458,0.6905284946801387,-0.009101270051505128,14.217716718461396,0.058823529411764705,,,,,,,,,,,,,
1.4885434948104557,15.877817820524797,0.8148575096407528,0.022900669150930086,13.391907910972277,0.38095238095238093,,,,,,,,,,,,,
-1.7736557484379372,9.583763933042064,0.7215781751275684,-0.03477756369486151,10.346209665220199,0.9,,,,,,,,,,,,,
,,,,,,4.24433875,33,12,63.666666666666664,22,764,0.04978706315159798,,,,,,
13.815795074003486,17.652874705614522,0.3641925400549646,0.21587179803130446,14.885666616987857,0.07929515418502203,,,,,,,,,,,,,
9.19515850268624,19.535759578458965,0.6078653462149802,0.13932058337403394,16.189653101147123,0.08482142857142858,,,,,,,,,,,,,
12.395614152568086,17.16494122520089,0.5199956515488294,0.19675578019949344,14.925278288125794,0.38636363636363635,,,,,,,,,,,,,
13.930082447313406,19.58413596986793,0.3220280945219012,0.19619834432835784,15.082207163306991,0.09900990099009901,,,,,,,,,,,,,
,,,,,,6.2577864375,44,16,64.0,23,1024,0.04978706315159798,,,,,,
23.86751177693055,24.39822911506053,0.3569724254493755,0.2875603828545849,16.046838003386977,0.5106382978723404,,,,,,,,,,,,,
11.758734713953473,21.85581907397136,0.5217951512195416,0.14884474321460092,15.125594082299274,0.032915360501567396,,,,,,,,,,,,,
-2.782926808135863,5.719926853431389,0.30989503427633164,-0.06471922809618286,7.313577892812959,0.0625,,,,,,,,,,,,,
6.732791543891334,11.91589221637696,0.4567191066030817,0.12241439170711517,11.893858499129506,0.05181347150259067,,,,,,,,,,,,,
,,,,,,6.97965645,55,20,64.0,23,1280,0.04978706315159798,,,,,,
7.132548981434205,10.810883288620971,0.31257965848528807,0.13457639587611708,11.253901461937696,0.13095238095238096,,,,,,,,,,,,,
12.199901727946905,205.55393405049108,0.6687262533651583,0.11192570392611839,12.222733570164037,1.0208,,,,,,,,,,,,,
-2.1001932327516855,10.108232620172203,0.6941229093719103,-0.04200386465503371,11.163169928092422,0.03968253968253968,,,,,,,,,,,,,
14.192579501521223,23.037622453062795,0.5042100130828487,0.1892343933536163,16.78547346894207,0.05021834061135371,,,,,,,,,,,,,
,,,,,,7.121226291666666,67,24,65.125,23,1563,0.04978706315159798,,,,,,
-1.8101191929389415,10.231895730365068,0.7722972903105491,-0.03620238385877883,11.250262139495556,0.2564102564102564,,,,,,,,,,,,,
3.6297422724601507,20.879928790265694,0.621676104898886,0.0541752577979127,17.07385336541201,0.045951859956236324,,,,,,,,,,,,,
14.513546423620173,19.547507574781775,0.4268340567890515,0.19881570443315305,14.661863599144965,0.3275862068965517,,,,,,,,,,,,,
21.031209834913856,21.813696842407808,0.3741516059082274,0.2962142230269557,16.813967301611182,0.25274725274725274,,,,,,,,,,,,,
,,,,,,7.434474107142857,78,28,65.0,23,1820,0.04978706315159798,,,,,,
-0.36189173964200094,17.207751106936485,1.1363396993936017,-0.005744313327650808,14.977002773014403,0.29310344827586204,,,,,,,,,,,,,
11.709179161413463,17.78514505014755,0.1991082685592285,0.19846066375277055,16.537188287503938,0.13333333333333333,,,,,,,,,,,,,
-3.4389769643289796,10.720305578317493,0.9114207624467914,-0.06613417239094191,11.321401278942876,0.25,,,,,,,,,,,,,
35.69010269080354,40.39892307855189,0.40674518945492816,0.3215324566739058,19.803650280323787,0.2765957446808511,,,,,,,,,,,,,
,,,,,,7.86535615625,89,32,65.65625,23,2101,0.04978706315159798,,,,,,
19.432105633758894,29.041822575964034,0.3789642407836027,0.2208193822018056,17.99145051328262,0.6666666666666666,,,,,,,,,,,,,
1.7890564407091922,11.202763727167621,0.5961836730156401,0.03507953805312142,12.11608126325545,0.024336283185840708,,,,,,,,,,,,,
2.5111552669689594,15.956754183396697,0.7102851864218872,0.039859607412205705,13.759369924578865,0.40476190476190477,,,,,,,,,,,,,
0.22797003667111504,8.156481113284826,0.5455431110604776,0.00465244972798194,9.080682759762862,0.06862745098039216,,,,,,,,,,,,,
,,,,,,7.653952472222223,100,36,65.22222222222223,23,2348,0.04978706315159798,,,,,,
