custom/total_distance,custom/avg_speed,custom/avg_center_dev,custom/mean_reward,custom/routes_completed,custom/total_reward,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/std,time/total_timesteps,time/time_elapsed,train/learning_rate,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/n_updates,train/critic_loss
13.803575159283355,11.510447956022919,0.49692514424510964,0.10928904633426774,0.3333333333333333,7.213077058061671,,,,,,,,,,,,,
10.743627886287868,9.987892726046775,0.6867188016391909,-0.030965293034850815,0.024498886414253896,-1.826952289056198,,,,,,,,,,,,,
27.178930655587465,16.794190038614587,0.7424144729718855,0.20189333208975888,0.46551724137931033,17.76661322389878,,,,,,,,,,,,,
28.812010038644075,17.06904708111593,0.6979688190625642,0.10929896173335565,0.09797297297297297,10.05550447946872,,,,,,,,,,,,,
,,,,,,4,29,8.2842205,75.25,0.04978706315159798,301,10,,,,,,
20.587141272611916,14.605133850747569,0.7539168692554435,0.14779889579980082,0.3620689655172414,11.380514976584664,,,,,,,,,,,,,
10.248927282984369,12.546864108620538,0.3482569262373922,0.06822949213878202,0.01692047377326565,3.070327146245191,,,,,,,,,,,,,
10.473703271825798,10.451791342799055,0.3244338815735209,0.08257452387945159,0.25,4.541598813369838,,,,,,,,,,,,,
16.025872799335048,14.4359863739536,0.5788521746618879,0.09550458474866899,0.24615384615384617,5.825779669668808,,,,,,,,,,,,,
,,,,,,8,30,7.23109675,66.875,0.04978706315159798,535,17,,,,,,
8.844779564009514,10.626804170995417,0.708372302281798,-0.06571656829156146,0.2,-3.022962141411827,,,,,,,,,,,,,
5.748230584198609,7.406143875737755,0.3119687599063598,-0.0735011820162547,0.018575851393188854,-3.087049644682698,,,,,,,,,,,,,
16.42483094870113,14.298361579032571,0.5357571650717692,0.1753484835564996,0.40476190476190477,11.046954464059475,,,,,,,,,,,,,
5.334431016352028,7.240125130247636,0.14855227730087153,-0.00833959680166374,0.6,-0.3335838720665496,,,,,,,,,,,,,
,,,,,,12,28,5.1952386666666674,60.166666666666664,0.04978706315159798,722,25,,,,,,
10.691655665868893,11.331589448250126,0.8282785923215621,-0.04750475195604286,0.048458149779735685,-2.4702471017142287,,,,,,,,,,,,,
19.182238256034907,15.654030577084324,0.51327116999645,0.1616334798764553,0.08035714285714286,10.829443151722504,,,,,,,,,,,,,
12.376222540391609,13.247082688788922,0.6947590980452051,0.009716861323909282,0.29545454545454547,0.4955599275193734,,,,,,,,,,,,,
