custom/avg_center_dev,custom/total_reward,custom/mean_reward,custom/total_distance,custom/avg_speed,custom/routes_completed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,time/time_elapsed,time/episodes,train/actor_loss,train/ent_coef,train/n_updates,train/critic_loss,train/learning_rate,train/ent_coef_loss
0.39839049128520376,12.17827114952544,0.1739753021360777,20.829283757135272,16.313453660575348,0.5384615384615384,,,,,,,,,,,,,
0.7494736690600671,-0.7453984963980389,-0.013310687435679267,11.525517282891087,11.2812721302521,0.046610169491525424,,,,,,,,,,,,,
0.7707524718164005,-4.90415235288155,-0.10898116339736777,8.184830808546394,10.051260646188942,0.13793103448275862,,,,,,,,,,,,,
1.0396737252385262,-2.160112183448537,-0.03176635563894908,18.260031287791207,14.685477974160257,0.33962264150943394,,,,,,,,,,,,,
,,,,,,235,20,58.75,1.0559659999999997,0.04978706315159798,11,4,,,,,,
0.66427233199024,5.932857377225831,0.07235191923446135,27.266427186317742,18.141011362728584,0.46551724137931033,,,,,,,,,,,,,
0.6356326799987043,-1.3874512719576781,-0.028315332080768942,9.477235302445479,10.559126528525422,0.02284263959390863,,,,,,,,,,,,,
0.13052311063729255,21.596028443988235,0.2999448394998366,17.30123730469495,12.992650853863491,0.4090909090909091,,,,,,,,,,,,,
0.481944510756908,10.799635015258186,0.15881816198909096,20.61152792989742,16.575800771687813,0.047058823529411764,,,,,,,,,,,,,
,,,,,,502,23,62.75,5.1275275,0.04978706315159798,21,8,,,,,,
0.5144555135062769,5.920174695113747,0.08706139257520217,19.406738366931677,15.67882419599088,0.4222222222222222,,,,,,,,,,,,,
0.533653862096739,1.1023152701002061,0.021198370578850118,9.662756632314995,10.222570911065914,0.024725274725274724,,,,,,,,,,,,,
0.5502425313673301,5.418702500999553,0.07853192030434135,22.566376343020238,17.903213918872954,0.5714285714285714,,,,,,,,,,,,,
0.8781559008145965,-1.170316898244268,-0.018004875357604123,17.459483972517774,14.73473053498282,0.04433497536945813,,,,,,,,,,,,,
,,,,,,752,25,62.666666666666664,4.3456004166666675,0.04978706315159798,29,12,,,,,,
0.5165757190262303,13.468238514221312,0.17957651352295081,22.479431952582672,16.383817980578268,0.1013215859030837,,,,,,,,,,,,,
0.6420832757548339,-5.76851630860133,-0.13734562639526976,6.558117030654103,8.681447855170452,0.008797653958944282,,,,,,,,,,,,,
0.24447894762130096,8.20680149193765,0.1548453111686349,13.592010629130527,14.013193559062435,0.3181818181818182,,,,,,,,,,,,,
0.6053846169521706,5.900998431970139,0.08940906715106271,16.08978118840605,13.376411109471503,0.04292929292929293,,,,,,,,,,,,,
,,,,,,984,27,61.5,4.6176480625,0.04978706315159798,35,16,,,,,,
0.6379537082726734,19.009836773425018,0.17766202591986,37.42624001391232,19.04865935103869,0.8085106382978723,,,,,,,,,,,,,
0.5117526700985041,4.233754109373953,0.0756027519531063,11.82825850485824,11.621121077483464,0.2857142857142857,,,,,,,,,,,,,
0.12108814657599087,0.6175011319728387,0.015061003218849725,5.61164036905393,7.499750019447346,0.0625,,,,,,,,,,,,,
0.334338725283955,1.5495623409426127,0.02869559890634468,9.29682072950527,9.294185098565837,0.04736842105263158,,,,,,,,,,,,,
,,,,,,1238,29,61.9,4.96112455,0.04978706315159798,41,20,,,,,,
0.42938952491646065,15.189155844285551,0.16876839826983947,27.000503382179886,16.37416428680411,0.3333333333333333,,,,,,,,,,,,,
0.7249276232114987,19.3549817744595,0.1861055939851875,32.83136064116843,17.20949354034497,0.09771986970684039,,,,,,,,,,,,,
