custom/total_reward,custom/avg_center_dev,custom/avg_speed,custom/mean_reward,custom/total_distance,custom/routes_completed,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance
22.517187503340445,0.49035315579741945,11.862993869154963,0.15969636527191805,30.723848185618408,0.7948717948717948,,,,,,,,,,,,,,,,,
3.8530723310592325,0.6245358201878551,8.380876163481975,0.04281191478954703,13.799041260732338,0.05508474576271186,,,,,,,,,,,,,,,,,
19.567264135687008,0.34069179726619303,11.30318336369441,0.20816238442220222,19.458119749091566,0.3275862068965517,,,,,,,,,,,,,,,,,
-4.272075213858435,0.6308701445960381,6.8562976717749695,-0.07365646920445577,7.198153164004907,0.1320754716981132,,,,,,,,,,,,,,,,,
6.06429169260635,0.7817725410192093,11.486905421765268,0.04701001312097946,27.234574880683795,0.46551724137931033,,,,,,,,,,,,,,,,,
0.8177627059857127,1.318524886227763,13.129371176318232,0.007571876907275117,26.076578674837947,0.06598984771573604,,,,,,,,,,,,,,,,,
5.346215008220534,0.7678851757119627,9.605319256742238,0.04455179173517112,21.105708717834204,0.4772727272727273,,,,,,,,,,,,,,,,,
5.028005052344049,0.5301950968509451,9.583955436736144,0.0605783741246271,14.513472649967298,0.03294117647058824,,,,,,,,,,,,,,,,,
-6.81973973174062,0.8891628519175929,6.133297853877899,-0.11964455669720386,6.330527257639915,0.13333333333333333,,,,,,,,,,,,,,,,,
,,,,,,1,44,22,1024,5.768900444444444,96.77777777777777,,,,,,,,,,,
47.299424659621465,0.8589619354329304,13.338021150512,0.1516007200628893,76.70364157186123,0.19505494505494506,,,,,,,9.93253134336e-05,3.5091495387256146,0.0076890616,0.07763671875,-2.845507378876209,1.0077381134033203,10,0.2,-0.01226789936190471,0.9403570890426636,-0.01933884620666504
-3.644683975456287,0.8110805323593451,9.638836885264288,-0.055222484476610406,11.610325177200139,0.2857142857142857,,,,,,,,,,,,,,,,,
43.71969012911727,0.19745806776079744,12.96909079404893,0.3389123265823044,30.721507434151135,0.11567164179104478,,,,,,,,,,,,,,,,,
1.0457363293749449,0.49289873527279454,7.297100326108792,0.011007750835525736,12.736893284833059,0.05726872246696035,,,,,,,,,,,,,,,,,
8.529704629177196,0.8813368443574735,13.003539719861086,0.0676960684855333,30.0950197391212,0.19863013698630136,,,,,,,,,,,,,,,,,
68.80916745697596,0.7243731036687016,13.270604950829165,0.17826209185745068,161.2250829616096,1.2914285714285714,,,,,,,,,,,,,,,,,
,,,,,,2,47,42,2048,14.502277399999999,131.93333333333334,,,,,,,,,,,
53.144615344049186,0.9289587117055809,15.243087373475664,0.14600169050562964,102.28629722166806,0.2,,,,,,,9.865293373440001e-05,4.927386629581451,0.009566898,0.08828125,-2.854531978070736,1.0083909034729004,20,0.2,-0.012884145556017756,2.1211373805999756,0.5520103573799133
65.88440664381001,0.45861506244799266,13.041496784525036,0.2361448266803226,222.00904565351084,1.0653409090909092,,,,,,,,,,,,,,,,,
4.152772202848691,0.8531437575423149,8.572752254784444,0.042375226559680526,15.422957458533347,0.02722323049001815,,,,,,,,,,,,,,,,,
28.794418428526143,0.23410060223739193,10.087311753167105,0.2042157335356464,26.102850115392357,0.28125,,,,,,,,,,,,,,,,,
28.964768176891496,0.5779535662245426,12.259696720058571,0.14930292874686338,43.749624295858666,0.1461794019933555,,,,,,,,,,,,,,,,,
,,,,,,3,49,62,3072,19.916659650000003,152.5,,,,,,,,,,,
19.174797848871016,0.5160487951774335,14.90141871745928,0.1879882142046178,27.91353085031733,0.35714285714285715,,,,,,,9.79828609024e-05,5.978757111728191,0.0059874645,0.06689453125,-2.85544523447752,1.0092175006866455,30,0.2,-0.013165347557514907,0.7270047664642334,0.5604420304298401
15.47389904223661,0.20759132773873767,11.125822757127073,0.18870608588093427,16.722252339473926,0.037199124726477024,,,,,,,,,,,,,,,,,
31.027132195186752,0.42993886490797373,12.98365469642361,0.17729789825821002,41.79576712241396,0.1626984126984127,,,,,,,,,,,,,,,,,
40.27614779790759,0.5235820924682087,13.547937211872474,0.2275488576152971,44.07421856676228,0.22797927461139897,,,,,,,,,,,,,,,,,
2.3000477850684593,0.8273837719135705,10.36137417229985,0.029487792116262297,14.799494251143187,0.38461538461538464,,,,,,,,,,,,,,,,,
,,,,,,4,50,80,4096,20.261961560000003,146.36,,,,,,,,,,,
252.88083137002587,0.6590297385335943,15.46917995658667,0.1806291652643042,488.82652315776795,1.627906976744186,,,,,,,9.731509493760002e-05,5.808117243647575,0.013050601,0.12646484375,-2.8578504100441933,1.0109683275222778,40,0.2,-0.02014422551728785,2.7516531944274902,0.5632985234260559
,,,,,,5,52,97,5120,29.207449653846155,194.53846153846155,,,,,,,,,,,
155.31140755697794,0.4254281523529505,13.982886429986667,0.28655241246674895,291.96247942955233,1.8867924528301887,,,,,,,9.664963584000001e-05,3.817942628264427,0.011340852,0.09091796875,-2.8596010759472845,1.0107489824295044,50,0.2,-0.01866823498858139,0.7783491015434265,0.5787721574306488
15.39512194910661,0.49204639764269464,13.189596680788059,0.18548339697718808,20.066647678148,0.06006006006006006,,,,,,,,,,,,,,,,,
27.165360255065444,0.5585051058356189,12.920326967489263,0.17413692471195796,37.03572486084886,0.6379310344827587,,,,,,,,,,,,,,,,,
,,,,,,6,53,114,6144,33.005415965517244,201.24137931034483,,,,,,,,,,,
,,,,,,7,54,130,7168,33.005415965517244,201.24137931034483,9.59864836096e-05,3.767598682641983,0.011214146,0.1162109375,-2.8590501308441163,1.0105290412902832,60,0.2,-0.020806571241701023,0.7462485432624817,0.6412241160869598
603.4121102672566,0.48216656734876406,16.648959699080635,0.32546500014415136,726.1136562130414,2.055045871559633,,,,,,,9.532563824640001e-05,2.435767909511924,0.0063050785,0.05947265625,-2.8630667686462403,1.0151820182800293,70,0.2,-0.010026958200614899,0.6474398374557495,0.7572759836912155
21.653995952652632,0.5215557554636722,14.718816176828268,0.19866051332708837,29.366230027051643,0.6818181818181818,,,,,,,,,,,,,,,,,
40.71495937980823,0.44005602506086544,12.600833971387143,0.26099332935774505,36.12370971089695,0.061016949152542375,,,,,,,,,,,,,,,,,
