custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/total_reward,custom/avg_center_dev,custom/total_distance,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate
0.020202020202020204,8.282472682204602,-0.14805744171712745,-6.514527435553608,0.7296906243579379,6.537731347372755,,,,,,,,,,
0.29545454545454547,14.044504509470888,0.13417270168417478,7.1111531892612625,0.5132337375122163,13.549918107222766,,,,,,,,,,
0.049586776859504134,13.305612685740332,0.021344557074463005,1.4087407669145584,0.5508472952137379,15.961377432569861,,,,,,,,,,
,,,,,,102,62.609375,4.357698796875001,4007,64,39,,,,
0.2765957446808511,11.436374489889765,-0.049828193313822086,-2.9896915988293253,0.8076893962474927,12.68974981433712,,,,,,,,,,
0.03160270880361174,13.142400641497368,0.04006786193798658,2.283868130465235,0.41605806069792217,13.671823821729049,,,,,,,,,,
0.09375,9.531047510174,-0.05075619804989836,-2.588566100544816,0.6593805197086797,8.801617323886603,,,,,,,,,,
0.0288659793814433,13.53095572561895,-0.029922232759568956,-1.7654117328145684,0.8021836857799456,14.514323674840853,,,,,,,,,,
,,,,,,108,62.205882352941174,4.025890647058823,4230,68,38,,,,
0.35714285714285715,18.085781083624372,-0.00036391241957333195,-0.03129646808330655,0.8499945135045008,28.483389974571764,,,,,,,,,,
0.32,9.668848636775776,-0.10346551544126506,-4.759413710298193,0.6446705600547673,8.026813271688297,,,,,,,,,,
0.10317460317460317,17.952135215100704,0.16046072442503656,13.318240127278035,0.5894779575286355,27.331499563646503,,,,,,,,,,
