custom/avg_center_dev,custom/avg_speed,custom/routes_completed,custom/total_reward,custom/total_distance,custom/mean_reward,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/std,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/n_updates
0.4534503794347517,11.907247918768697,0.026595744680851064,6.9266177412254635,10.792467499617487,0.13853235482450926,,,,,,,,,,,,,
0.8306857458186081,10.306625700327093,0.15517241379310345,-4.492939579883467,8.783582228701562,-0.09559445914645676,,,,,,,,,,,,,
0.696298654355096,12.604900262395365,0.050746268656716415,4.503201039833831,17.02312180446461,0.06085406810586258,,,,,,,,,,,,,
,,,,,,1662,59.357142857142854,28,0.04978706315159798,3.9936132499999992,43,38,,,,,,
0.7672892049965261,10.422526891870481,0.1724137931034483,-2.894080255154684,10.202944057295099,-0.05359407879916081,,,,,,,,,,,,,
0.2784313653625594,7.619656490044067,0.044642857142857144,-3.7728410095957035,4.887592516606674,-0.10480113915543621,,,,,,,,,,,,,
0.6276807138223482,14.549362019214609,0.38636363636363635,4.772327917853675,16.719855597242713,0.07575123679132817,,,,,,,,,,,,,
0.6450427894521198,18.213135096971865,0.0453125,3.404509249260819,29.64696533139795,0.03825291291304291,,,,,,,,,,,,,
,,,,,,1900,59.375,32,0.04978706315159798,3.5404670312499995,49,38,,,,,,
0.5561711280528353,16.025901910572564,0.4,9.010817288156822,18.439916847273707,0.14302884584375908,,,,,,,,,,,,,
0.5131777550097116,12.676244925782793,0.01800327332242226,4.401390072657852,11.253086054697633,0.08982428719709902,,,,,,,,,,,,,
0.6460895432748862,10.096129891764745,0.21428571428571427,-2.604900034216498,8.602250813273713,-0.05542340498332974,,,,,,,,,,,,,
0.5505175416007936,16.846383843567818,0.2916666666666667,7.514485322532892,21.26176673430018,0.10890558438453465,,,,,,,,,,,,,
,,,,,,2124,59.0,36,0.04978706315159798,3.6519812222222217,55,38,,,,,,
0.7646687335217325,16.928777299324526,0.1277533039647577,8.313740311068049,27.233125779544935,0.09447432171668237,,,,,,,,,,,,,
0.4865048392812929,14.622204662387006,0.04381443298969072,8.007072068395786,17.61203348264098,0.12131927376357252,,,,,,,,,,,,,
0.5953139890346856,14.149893308500001,0.4090909090909091,-1.015472057075959,18.557956072036177,-0.01410377857049943,,,,,,,,,,,,,
0.569115128016337,12.671380831152574,0.05223880597014925,5.617986580597734,13.857544720405713,0.0936331096766289,,,,,,,,,,,,,
,,,,,,2406,60.15,40,0.04978706315159798,3.80715515,62,38,,,,,,
0.5270010765446055,9.001836339325484,0.1702127659574468,-1.0958889180461338,8.297025798587129,-0.021488018000904583,,,,,,,,,,,,,
0.8495731928698763,11.008641383274826,0.03896103896103896,-4.082245296670123,9.770049388287589,-0.08331112850347189,,,,,,,,,,,,,
0.4186518511171653,14.153629197366769,0.17708333333333334,15.21495716040651,17.277855134103447,0.2270889128418882,,,,,,,,,,,,,
0.5142976559757785,12.503539025950923,0.0880503144654088,9.039674352322258,14.188644615234807,0.14580119923100415,,,,,,,,,,,,,
,,,,,,2631,59.79545454545455,44,0.04978706315159798,3.8921841590909083,68,38,,,,,,
0.9262254303641042,17.503663432801968,0.2857142857142857,7.885933163386593,23.69471568800509,0.10656666437008909,,,,,,,,,,,,,
0.37938026846797684,11.479859196650715,0.06936416184971098,4.935881060806503,12.07165192393586,0.08659440457555269,,,,,,,,,,,,,
0.5545835149363091,13.317300546747818,0.047619047619047616,5.215066909114173,13.08175517944619,0.09657531313174393,,,,,,,,,,,,,
0.7094176171484395,11.870606409044958,0.024271844660194174,-2.0574014623957977,10.340976977255195,-0.04286253046657912,,,,,,,,,,,,,
,,,,,,2860,59.583333333333336,48,0.04978706315159798,3.899987583333333,74,38,,,,,,
0.9778021887697291,16.315532729300084,0.7435897435897436,7.714319177974293,28.77854398312047,0.08035749143723221,,,,,,,,,,,,,
0.8319938879276456,15.67332892731583,0.046296296296296294,0.3249845183986615,21.18561679078266,0.004391682681062993,,,,,,,,,,,,,
0.6247079165395287,20.325671046043222,0.6379310344827587,14.028247373215741,37.30930033233017,0.1402824737321574,,,,,,,,,,,,,
0.5051365233749545,12.801298574485664,0.03416856492027335,7.339977541929386,16.621558528160676,0.10337996537928713,,,,,,,,,,,,,
,,,,,,3197,61.48076923076923,52,0.04978706315159798,4.164140346153846,81,39,,,,,,
0.4387382553805725,15.824444347940961,0.3103448275862069,15.386365108231058,18.48550444538705,0.24041195481611027,,,,,,,,,,,,,
0.5714936823103051,11.989347458218656,0.03900709219858156,3.814028362583425,11.567398847430013,0.0719627992940269,,,,,,,,,,,,,
0.6916066928203592,12.575573775334341,0.22727272727272727,-1.5695653690756615,10.264434273121879,-0.03487923042390359,,,,,,,,,,,,,
0.44854538771112157,13.812333336615476,0.035580524344569285,14.24851672769189,19.69184045935981,0.18267329138066524,,,,,,,,,,,,,
,,,,,,3433,61.30357142857143,56,0.04978706315159798,4.433393696428571,87,39,,,,,,
0.9499824888073477,12.486601097428215,0.28888888888888886,-4.0357933131728085,12.75869476259686,-0.07206773773522872,,,,,,,,,,,,,
0.46302926625721064,19.893558854042208,0.07003891050583658,11.396741660634845,36.53875730489381,0.11396741660634845,,,,,,,,,,,,,
0.6983619654038996,12.292665404677129,0.38095238095238093,3.564842427683775,15.475774117046967,0.05166438300990978,,,,,,,,,,,,,
0.466421679342563,20.240316840450795,0.058925476603119586,14.259024996343832,34.90538770402782,0.15169175528025353,,,,,,,,,,,,,
,,,,,,3748,62.46666666666667,60,0.04978706315159798,4.55578585,94,39,,,,,,
0.6332502144372806,19.216609593811462,0.14537444933920704,14.835888932779952,32.414842664962634,0.16125966231282557,,,,,,,,,,,,,
0.22600658262007778,7.29138587742937,0.0113314447592068,-3.5433148458325663,4.555170707870275,-0.10123756702378761,,,,,,,,,,,,,
0.5123838192498662,12.811522780478011,0.29545454545454547,4.092120697149982,12.612662718631327,0.07578001291018485,,,,,,,,,,,,,
0.6807276461644572,14.447845146911693,0.04664723032069971,4.822342551724713,15.809775881934911,0.08037237586207854,,,,,,,,,,,,,
,,,,,,3985,62.265625,64,0.04978706315159798,4.586784203125,100,39,,,,,,
1.0469881152985396,18.789715391100927,0.6595744680851063,-0.5716722347318601,29.583387678023428,-0.0066473515666495364,,,,,,,,,,,,,
0.43244865667569216,11.746108075089005,0.04054054054054054,8.45113228315359,12.621316790115088,0.14323953022294222,,,,,,,,,,,,,
0.34405913171925506,19.004791128828316,0.375,26.711501206260223,35.229763753246516,0.2644703089728735,,,,,,,,,,,,,
0.7990279198249066,18.008947414333903,0.10931174089068826,1.6612143053568769,29.024695602012798,0.018877435288146328,,,,,,,,,,,,,
,,,,,,4315,63.455882352941174,68,0.04978706315159798,4.848523882352941,108,39,,,,,,
0.5312960063013403,10.848116047545165,0.10714285714285714,0.6068043780916241,9.608351998729631,0.012383762818196411,,,,,,,,,,,,,
0.5758280051629419,17.79522553800371,0.059278350515463915,14.950388518110614,23.150074389064685,0.21056885236775513,,,,,,,,,,,,,
0.8185770472765315,12.785310153611078,0.05555555555555555,3.444370616139828,14.473670012550429,0.055554364776448845,,,,,,,,,,,,,
1.371658978097926,19.896138517655025,0.09142857142857143,-1.0876597183234473,32.08561556786299,-0.01235976952640281,,,,,,,,,,,,,
,,,,,,4581,63.625,72,0.04978706315159798,4.827474625,114,39,,,,,,
0.8467509949074913,13.169270360096252,0.41025641025641024,-0.10193409149458255,15.88659765990451,-0.0015444559317360992,,,,,,,,,,,,,
0.7313458241441461,11.119861711037768,0.05392156862745098,-0.04558953859083559,10.945614900207147,-0.0008442507146451035,,,,,,,,,,,,,
0.6562430805776798,11.733807152474403,0.1724137931034483,-1.5624669672518419,10.18311709095724,-0.03255139515108004,,,,,,,,,,,,,
0.6527340226785815,13.484387431935598,0.023076923076923078,7.2381042339863555,14.750772864557803,0.12063507056643925,,,,,,,,,,,,,
,,,,,,4805,63.223684210526315,76,0.04978706315159798,4.645659315789473,120,39,,,,,,
1.126994076791786,14.225003592856446,0.3275862068965517,-2.328846053454334,18.742703068070114,-0.032345084075754635,,,,,,,,,,,,,
0.7506682223456715,11.93933234232485,0.037900874635568516,-2.238260439479295,12.180008096736856,-0.03996893641927313,,,,,,,,,,,,,
0.5045400144129989,15.131951065292732,0.4090909090909091,6.923855002871633,18.22764102718793,0.10490689398290354,,,,,,,,,,,,,
0.2735054416698209,11.348599929577386,0.0291005291005291,5.780670689028804,10.54776163236238,0.11334648409860401,,,,,,,,,,,,,
,,,,,,5046,63.075,80,0.04978706315159798,4.5137575125,126,39,,,,,,
0.5383593339222283,17.3748322078101,0.4666666666666667,2.0838605789439217,21.246633134549484,0.03110239670065555,,,,,,,,,,,,,
0.5898528853334071,11.433851484538193,0.036414565826330535,1.086252912904678,13.099046172574162,0.017242109728645684,,,,,,,,,,,,,
0.49186687193732254,12.856447122704125,0.40476190476190477,8.699460303483495,16.26462097512558,0.12607913483309413,,,,,,,,,,,,,
0.8069829334988327,13.605073496513755,0.08597285067873303,6.993568290756752,19.587391355540603,0.08852618089565509,,,,,,,,,,,,,
,,,,,,5320,63.333333333333336,84,0.04978706315159798,4.522527738095238,133,39,,,,,,
0.1740927067439921,15.165532152538981,0.08370044052863436,20.9819911151965,17.88979817717336,0.3278436111749453,,,,,,,,,,,,,
0.9949865485622806,11.384122732490088,0.03470031545741325,-4.9127402464781245,10.970847119577229,-0.09269321219770046,,,,,,,,,,,,,
0.6351547319847682,10.687008891085268,0.22727272727272727,-1.6454979933946756,9.903857683762908,-0.0322646665371505,,,,,,,,,,,,,
0.6769923788426916,14.592963093716758,0.026981450252951095,4.894669857835822,15.71433029603213,0.08296050606501394,,,,,,,,,,,,,
,,,,,,5543,62.98863636363637,88,0.04978706315159798,4.535263511363637,138,39,,,,,,
0.7592560831219239,17.808200951350337,0.7021276595744681,5.66653598490185,31.703775092493743,0.058417896751565467,,,,,,,,,,,,,
0.7988760957735531,10.45995929322656,0.019693654266958426,-4.8270182512209825,9.081156679894775,-0.10056288023377047,,,,,,,,,,,,,
0.6561996145825335,12.55183777054515,0.13541666666666666,1.8881346878545653,12.514338692184538,0.034329721597355735,,,,,,,,,,,,,
0.6913793858002023,14.1888187050387,0.06870229007633588,6.553292496256805,17.59610489849001,0.09637194847436478,,,,,,,,,,,,,
,,,,,,5807,63.119565217391305,92,0.04978706315159798,4.43857302173913,145,39,,,,,,
0.7349302261660549,12.828418410243092,0.19047619047619047,4.579484137066716,16.190280399634503,0.06636933531980747,,,,,,,,,,,,,
0.6118852331576548,11.862853952799892,0.03081232492997199,0.40689223026564925,10.759959337068722,0.008137844605312985,,,,,,,,,,,,,
0.7462738309733765,12.27581705460316,0.05952380952380952,4.077540025318504,15.237487149890512,0.0599638239017427,,,,,,,,,,,,,
0.20605714170738976,12.009412744380155,0.034782608695652174,10.194636137363062,12.344187885755673,0.18204707388148325,,,,,,,,,,,,,
,,,,,,6046,62.979166666666664,96,0.04978706315159798,4.453495520833333,151,39,,,,,,
0.5954945452265591,15.316030789355167,0.5897435897435898,11.729998654566437,23.288402223261073,0.14132528499477634,,,,,,,,,,,,,
0.6898531556434125,11.2650868763917,0.027247956403269755,-2.2887148128036943,10.393606462748721,-0.04487676103536655,,,,,,,,,,,,,
0.5309144383717436,10.22636403625077,0.13793103448275862,-0.7315253846779992,8.294774963287637,-0.016256119659511094,,,,,,,,,,,,,
0.901447329658497,20.424190810797015,0.07256894049346879,7.574032901318716,50.78950300789438,0.05610394741717568,,,,,,,,,,,,,
,,,,,,6356,63.56,100,0.04978706315159798,4.43747004,159,39,,,,,,
0.6833197171913833,15.51321345765107,0.41379310344827586,2.998174340792197,24.42067689052783,0.03486249233479299,,,,,,,,,,,,,
0.6715388331253807,12.119639938956958,0.03194888178913738,-1.3178120378302918,10.528589077759534,-0.027454417454797746,,,,,,,,,,,,,
0.6029991016694264,15.56067535535818,0.5454545454545454,10.850137190546679,23.064055623253807,0.13395231099440344,,,,,,,,,,,,,
0.21419930395587872,12.46050210464536,0.14432989690721648,10.18642561930288,12.995601946255192,0.17870922139127862,,,,,,,,,,,,,
,,,,,,6624,64.21,104,0.04978706315159798,4.64075511,165,39,,,,,,
1.2195287043809797,17.932301333646098,0.6444444444444445,3.4588249160315563,27.954873545793816,0.04069205783566537,,,,,,,,,,,,,
1.2186565569376084,21.193502328600598,0.09844559585492228,4.5746011456931175,40.46397268399596,0.04398654947781844,,,,,,,,,,,,,
0.7280041100491199,13.085687999090966,0.40476190476190477,-0.8267887269701575,15.940662781475112,-0.012527101923790265,,,,,,,,,,,,,
0.4891589156855963,12.770938039773037,0.04918032786885246,2.7254257089066076,12.06872714846395,0.0534397197824825,,,,,,,,,,,,,
,,,,,,6926,64.89,108,0.04978706315159798,4.5613093,172,40,,,,,,
0.7083131224735446,12.331665900890206,0.05726872246696035,-1.1274990465409207,12.649926852202043,-0.020133911545373584,,,,,,,,,,,,,
0.3827055545700704,17.572804924632862,0.7435897435897436,24.726642435004933,28.996113510569558,0.2747404715000548,,,,,,,,,,,,,
0.21895884895722081,18.990209583756712,0.6818181818181818,25.452225556918393,30.600837293546647,0.28922983587407264,,,,,,,,,,,,,
0.3572215508257214,17.493177779235356,0.0673854447439353,22.922484431189588,26.94395986944437,0.2728867194189237,,,,,,,,,,,,,
,,,,,,7240,65.52,112,0.04978706315159798,4.994249149999999,179,40,,,,,,
0.8817965666535686,17.682146162409957,0.6382978723404256,1.7234552549159137,29.48441656806972,0.01893906873533971,,,,,,,,,,,,,
0.6759085113474489,14.035964025931762,0.029940119760479042,4.028865313855194,14.984006147598848,0.06946319506646886,,,,,,,,,,,,,
0.5010124242027478,15.076298667569212,0.25,12.30159639326541,23.431166391354054,0.14472466345018128,,,,,,,,,,,,,
0.4862912341195687,11.564655061209761,0.07344632768361582,6.531208640717168,13.455528498627245,0.10205013501120574,,,,,,,,,,,,,
,,,,,,7534,66.08,116,0.04978706315159798,5.097777789999999,186,40,,,,,,
0.31031603859163764,9.506232772006827,0.07142857142857142,-0.975838122481413,6.325792181072757,-0.02637400331030846,,,,,,,,,,,,,
0.6726150272330259,9.961046195464442,0.024844720496894408,-4.532712745140698,8.628531713504344,-0.09443151552376454,,,,,,,,,,,,,
0.8421452625815824,11.836219042346132,0.03571428571428571,-3.881474321919767,9.881248731398955,-0.0843798765634732,,,,,,,,,,,,,
0.9709633222857995,14.164302235720736,0.0581039755351682,-0.874740448369085,19.156257182359695,-0.0118208168698525,,,,,,,,,,,,,
,,,,,,7735,65.89,120,0.04978706315159798,4.83231137,192,40,,,,,,
1.0726974879095974,16.473881934725753,0.717948717948718,7.78274571428749,27.753466617083177,0.08459506211182054,,,,,,,,,,,,,
0.7714801127695893,13.675279664974228,0.055944055944055944,2.2994968497122112,15.985342991072685,0.0359296382767533,,,,,,,,,,,,,
0.562047496882732,11.094106254250477,0.1724137931034483,1.7784887528181823,10.24395860079676,0.03487232848663103,,,,,,,,,,,,,
0.6839212977831571,13.742743892847368,0.03529411764705882,2.0365268145541044,15.828708476037718,0.032325822453239755,,,,,,,,,,,,,
,,,,,,8001,65.72,124,0.04978706315159798,4.750997679999999,198,40,,,,,,
0.6007139092924549,13.97601985007103,0.3103448275862069,7.781024469534046,17.863947389647365,0.11115749242191494,,,,,,,,,,,,,
0.882491016903337,18.938468912272477,0.13963963963963963,9.660579814765264,33.016560814809054,0.10169031383963435,,,,,,,,,,,,,
0.6701402169215629,13.233813600961216,0.3409090909090909,3.972599887370574,14.483553408645093,0.06620999812284291,,,,,,,,,,,,,
0.31593832040321573,16.391261241953888,0.2803738317757009,28.108957876429777,29.058270222740248,0.2928016445461435,,,,,,,,,,,,,
,,,,,,8318,66.56,128,0.04978706315159798,5.13778478,206,40,,,,,,
0.6158599857952429,11.432836512385308,0.2222222222222222,0.2390563997498667,10.775512887397781,0.004597238456728206,,,,,,,,,,,,,
0.4711198049381579,17.07899541784403,0.17391304347826086,14.756866951066037,24.997442265041173,0.18446083688832546,,,,,,,,,,,,,
0.9030638744039488,11.2064600704853,0.21428571428571427,-5.511518167661385,8.322706907987595,-0.13442727238198499,,,,,,,,,,,,,
0.5621650836714273,13.600614105060671,0.0272,4.5597102974193735,16.625679857330397,0.06805537757342349,,,,,,,,,,,,,
,,,,,,8554,66.54,132,0.04978706315159798,5.262764620000001,211,40,,,,,,
0.774643054309239,13.940187391682688,0.08370044052863436,9.621820822398977,18.87696283380501,0.1300246057080943,,,,,,,,,,,,,
0.2944143129149283,9.238422256056891,0.014799154334038054,0.013045689564554763,7.523043718421832,0.00029649294464897187,,,,,,,,,,,,,
0.692943255411882,13.566542664674833,0.38636363636363635,3.5124958454728166,17.079031817615032,0.05090573689091039,,,,,,,,,,,,,
0.6162686321987159,17.602518624229894,0.14935064935064934,2.898522637835125,23.279796542134136,0.04025725885882118,,,,,,,,,,,,,
,,,,,,8809,66.85,136,0.04978706315159798,5.24073611,218,40,,,,,,
0.599596835596679,15.187460886724402,0.425531914893617,12.295890121556631,19.982143074274063,0.17077625168828656,,,,,,,,,,,,,
0.4625515706757904,14.890039709720455,0.03970223325062035,8.16473517958988,15.977158777182922,0.1383853420269471,,,,,,,,,,,,,
0.5186870586979675,12.216267379488801,0.14583333333333334,6.938083499493683,14.244002329418436,0.10840755467958879,,,,,,,,,,,,,
0.4228934210482166,12.882037539921132,0.035789473684210524,12.947539487775387,15.288105985615402,0.19919291519654442,,,,,,,,,,,,,
,,,,,,9065,66.59,140,0.04978706315159798,5.435696519999999,224,40,,,,,,
0.8721781865437873,13.464428957018114,0.17857142857142858,1.0543985719461393,14.986641232622787,0.017285222490920318,,,,,,,,,,,,,
0.772725069983207,11.368452853616553,0.038461538461538464,-1.0000971862591417,12.029370818054304,-0.017243054935502444,,,,,,,,,,,,,
0.7319597590708734,9.194732196360826,0.027777777777777776,-4.9571405540610325,7.9901024349965155,-0.10327376154293817,,,,,,,,,,,,,
0.9242519849800499,13.382879073233779,0.030973451327433628,-3.0228295542522616,14.1587818141561,-0.05211775093538382,,,,,,,,,,,,,
,,,,,,9286,66.55,144,0.04978706315159798,5.1653183999999985,230,40,,,,,,
0.7393414284911471,12.415959519958163,0.3076923076923077,-2.911539715809014,11.92696198890917,-0.054934711619038006,,,,,,,,,,,,,
0.592315538004388,12.389532530520345,0.0896551724137931,2.4789221375585875,13.71440843376331,0.040638067828829304,,,,,,,,,,,,,
0.5217469859002507,9.10429414235506,0.13793103448275862,-1.8320158140827285,8.403246320784092,-0.03592187870750448,,,,,,,,,,,,,
0.4044684041290739,11.679105681039946,0.06880733944954129,11.10272590339289,15.554012822685763,0.15209213566291632,,,,,,,,,,,,,
,,,,,,9520,66.6,148,0.04978706315159798,5.0939045300000005,236,40,,,,,,
0.6812821186313927,10.947787047928513,0.15517241379310345,-1.3657902190811306,9.512682376196608,-0.028453962897523555,,,,,,,,,,,,,
0.4838835282124918,14.313942758194136,0.07327586206896551,14.333978443970409,18.026039275107905,0.20773881802855665,,,,,,,,,,,,,
0.27064044099721835,13.327624403175575,0.4090909090909091,16.827186727335885,17.117241758387536,0.24038838181908406,,,,,,,,,,,,,
0.791975967407184,11.39498182441649,0.028089887640449437,-2.1356588633897298,10.33050061459653,-0.0427131772677946,,,,,,,,,,,,,
,,,,,,9753,65.56,152,0.04978706315159798,5.076074,242,40,,,,,,
0.35695096199611986,12.42499360770559,0.28888888888888886,2.5543764357095142,12.708658144110814,0.045613864923384186,,,,,,,,,,,,,
0.6145027941807593,9.518834973418482,0.04411764705882353,-4.150143347332857,7.3647325383499265,-0.09651496156588038,,,,,,,,,,,,,
0.4014689689975952,16.90554177357965,0.6904761904761905,33.30217379145373,31.084490469424054,0.3330217379145373,,,,,,,,,,,,,
0.39001534671320637,18.280249811140635,0.14285714285714285,15.284922572734786,24.825518008321524,0.20655300773965926,,,,,,,,,,,,,
,,,,,,10022,65.89,156,0.04978706315159798,5.22756313,249,40,,,,,,
0.5093017721101099,8.821470532854809,0.02643171806167401,-1.7103068565519113,6.620311739621684,-0.040721591822664556,,,,,,,,2.2701537921093404,-1.6634851197013631,-0.04509259860969905,0.0004900224761896961,0.9848932735621929,64
0.6952673639639121,5.378499033324447,0.012048192771084338,-8.124459804007833,4.018998775514774,-0.19343951914304364,,,,,,,,,,,,,
0.5871482161626028,6.964834487350491,0.06818181818181818,-7.911226520039424,4.105936266481876,-0.232683132942336,,,,,,,,2.0249072294682264,-3.2504141367971897,-0.15212135354522616,0.000489959248019456,0.9525583367794752,128
0.6594933525598499,6.410849273661259,0.008771929824561403,-8.125675576439924,4.119927677616943,-0.21961285341729525,,,,,,,,,,,,,
,,,,,,10173,64.25,160,0.049873631447553635,4.717281809999999,255,39,,,,,,
0.7254873868703497,6.533403329070652,0.1276595744680851,-6.1523237975846214,6.126584905432537,-0.11831391918431965,,,,,,,,2.1539027846883982,-4.375165857374668,-0.257616049842909,0.0004898960239370241,0.9212983381003141,192
0.49578622063565136,6.542885251801292,0.015625,-7.76592587282409,4.262779674027115,-0.20436647033747604,,,,,,,,1.251925659365952,-5.331968758255243,-0.3622175082564354,0.0004898328039424,0.8923015175387263,256
0.6626653998677596,8.388236334367713,0.03125,-8.411941005131412,4.01758492924273,-0.300426464468979,,,,,,,,,,,,,
0.7162268904631631,8.953651575129918,0.008670520231213872,-8.322230450359044,4.286856334423646,-0.29722251608425154,,,,,,,,1.8070376487448812,-6.380231246352196,-0.47856437508016825,0.000489769588035584,0.8636611942201853,320
,,,,,,10315,63.3,164,0.049902766942977905,4.208687219999999,261,39,,,,,,
0.6678156609427407,7.565690694711603,0.03571428571428571,-8.265253219442267,4.284860737156123,-0.2504622187709778,,,,,,,,,,,,,
0.6810686874891293,8.003472652696507,0.005758157389635317,-8.174516474959237,4.277044875314459,-0.26369407983739473,,,,,,,,0.9660511999391019,-7.116563573479652,-0.5676180287264287,0.0004897063762165759,0.8368754712864757,384
0.6730213885635811,8.739892049882114,0.011904761904761904,-8.117210098553155,4.22204076894559,-0.28990036066261266,,,,,,,,,,,,,
0.740807705441893,9.25117354990796,0.006787330316742082,-8.16451023976411,4.438569608842954,-0.2915896514201468,,,,,,,,,,,,,
,,,,,,10431,61.16,168,0.049912434071302414,3.51965975,266,39,,,,,,
0.11011714351381116,1.5890216100219345,0.02564102564102564,-8.668045713942789,1.3292197630507872,-0.1768988921212814,,,,,,,,1.0949725029058754,-8.01553875207901,-0.680886585265398,0.000489643168485376,0.8104069642722607,448
0.3506917905263684,2.5284693531775817,0.017094017094017096,-4.759375273636238,5.9068405164871365,-0.03661057902797106,,,,,,,,0.7592749209143221,-9.470679759979248,-0.9102326147258282,0.0004895167652864001,0.7604127833619714,576
0.2268591211681327,4.403904188033791,0.034482758620689655,-7.918898784008592,2.4861456379294395,-0.2399666298184422,,,,,,,,0.7201806516386569,-10.060108810663223,-1.0128717916086316,0.0004894535698186241,0.7362353475764394,640
0.1351147849940103,4.0714401275324645,0.005865102639296188,-8.5062953965952,1.3061509672552347,-0.47257196647751115,,,,,,,,,,,,,
,,,,,,10657,60.76,172,0.04994075372815132,3.04156836,274,38,,,,,,
0.30736061054151487,6.37119729094659,0.034482758620689655,-8.26421760378359,2.2597302459180355,-0.39353417160874243,,,,,,,,,,,,,
0.6701967028229703,9.454360605801801,0.008620689655172414,-5.225916019629673,5.749093192862347,-0.1493118862751335,,,,,,,,0.8425738150253892,-10.611580193042755,-1.1047560889273882,0.000489390378438656,0.7130750250071287,704
0.6891376050314059,6.069327758590603,0.045454545454545456,-8.626230938578427,3.794342926237732,-0.23314137671833587,,,,,,,,,,,,,
