custom/mean_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/avg_center_dev,custom/total_reward,rollout/ep_len_mean,time/episodes,train/std,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,train/actor_loss,train/n_updates,train/ent_coef,train/critic_loss,train/learning_rate
-0.0017438805944411215,10.929728374350816,0.048458149779735685,12.349647346468416,0.5802227149237064,-0.08545014912761495,,,,,,,,,,,,,
0.06659296572321462,11.79486844362691,0.016129032258064516,12.59008013291721,0.5590539358640312,3.46283421760716,,,,,,,,,,,,,
0.023434079330968735,12.983543327078223,0.29545454545454547,14.30338399922214,0.6636974961749844,1.1717039665484368,,,,,,,,,,,,,
-0.0961666435467374,7.284680324373767,0.017676767676767676,8.673626943623862,0.5344355778566515,-4.519832246696658,,,,,,,,,,,,,
,,,,,,17.625,16,0.04978706315159798,-0.25801156249999985,12,23,282,,,,,,
0.03610379039938692,18.415038648759946,0.40425531914893614,13.447071902768958,0.484670343141343,2.7077842799540193,,,,,,,,,,,,,
0.2439595458601309,33.367112939246,0.7619047619047619,18.37310475488464,0.3790716121341149,24.15199504015296,,,,,,,,,,,,,
-0.12965728489343847,4.757099833339453,0.052083333333333336,6.67984227832284,0.413046404230147,-5.186291395737539,,,,,,,,,,,,,
0.1361428754547886,14.36312787886709,0.06842105263157895,14.096910404518239,0.4437915519206414,7.624001025468161,,,,,,,,,,,,,
,,,,,,18.6,20,0.04978706315159798,1.2548419000000002,12,29,372,,,,,,
-0.032308193421843295,10.789437430910766,0.13095238095238096,11.904315646026298,0.45667888793850125,-1.6154096710921646,,,,,,,,,,,,,
-0.009478004832351268,9.225356140406802,0.026058631921824105,8.542902763599438,0.4953736359016888,-0.5686802899410761,,,,,,,,,,,,,
0.049768644343950584,11.596486441558227,0.04365079365079365,12.55770364294114,0.5600305673082843,2.5382008615414797,,,,,,,,,,,,,
0.031838353535249116,10.034663879894651,0.025440313111545987,11.382608623744161,0.4601653306712962,1.5600793232272068,,,,,,,,,,,,,
,,,,,,18.416666666666668,24,0.04978706315159798,1.1224773333333333,12,35,442,,,,,,
-0.07075881776988523,9.445785852149129,0.20512820512820512,10.9059644591903,0.6511803919006607,-3.3964232529544907,,,,,,,,,,,,,
-0.13031205017871011,10.852466418757103,0.02925531914893617,13.062723354148392,1.0015783688586537,-5.994354308220665,,,,,,,,,,,,,
0.16259270862931122,13.170885197236203,0.22413793103448276,13.404238908793765,0.5127512595660919,8.780006265982806,,,,,,,,,,,,,
0.16466090092603458,18.78758141293656,0.056716417910447764,13.307157008018324,0.4902950978741761,12.678889371304663,,,,,,,,,,,,,
,,,,,,18.464285714285715,28,0.04978706315159798,1.3905491785714286,12,41,517,,,,,,
-0.12812135310515033,7.781477395212278,0.1206896551724138,9.68331869447692,0.9909504233303532,-5.765460889731765,,,,,,,,,,,,,
-0.13786656602143813,6.150714569492266,0.044642857142857144,9.585229528960417,0.6754930973163434,-4.963196376771773,,,,,,,,,,,,,
-0.23186838270874804,4.765718669863418,0.09090909090909091,8.255361784408338,0.7665957142808998,-7.651656629388685,,,,,,,,,,,,,
-0.05323725330671383,12.143329139100388,0.01875,14.506840330596143,0.4397934074253026,-2.4489136521088364,,,,,,,,,,,,,
,,,,,,17.8125,32,0.04978706315159798,0.5635560000000002,12,46,570,,,,,,
-0.042997077920409583,9.75687615480274,0.2222222222222222,9.60722197971714,0.6532245320167256,-2.4078363635429367,,,,,,,,,,,,,
-0.02518918800481318,5.363689317833632,0.009819967266775777,8.102698516965553,0.15289876233690422,-0.9068107681732744,,,,,,,,,,,,,
-0.07115318546923922,14.29922425490804,0.35714285714285715,12.455957474213635,0.9422821696393053,-4.4826506845620715,,,,,,,,,,,,,
-0.08087608254323092,19.86298527312465,0.25,14.39983013457988,1.0103366694324316,-6.065706190742319,,,,,,,,,,,,,
,,,,,,17.97222222222222,36,0.04978706315159798,0.11384530555555572,12,52,647,,,,,,
-0.20527363659807096,7.513790616998449,0.03524229074889868,12.057107239123013,0.7934831741645213,-7.1845772809324835,,,,,,,,,,,,,
0.0878015270738354,22.078541413182393,0.05412371134020619,16.240695414433425,0.37122526119939525,6.49731300346382,,,,,,,,,,,,,
-0.013843992342896681,18.19459746091161,0.4090909090909091,14.850902979665257,0.740521139309639,-0.9275474869740776,,,,,,,,,,,,,
-0.09538602519688309,10.79436529125087,0.041044776119402986,10.83984301628185,0.8778719030636281,-5.24623138582857,,,,,,,,,,,,,
,,,,,,18.1,40,0.04978706315159798,-0.06996974999999975,12,57,724,,,,,,
-0.1276937033182353,12.032773479411844,0.2553191489361702,12.819010034835053,0.9347014035819315,-6.640072572548235,,,,,,,,,,,,,
0.14120188642116946,19.77781404973939,0.08225108225108226,16.040679032539302,0.385958296053204,9.601728276639523,,,,,,,,,,,,,
0.007686021432075307,15.133761910139583,0.14583333333333334,10.678832699248627,0.5212174862689459,0.599509671701874,,,,,,,,,,,,,
-0.12628056482498184,7.91732647176832,0.050314465408805034,11.256406446314848,0.8643712400691265,-4.924942028174292,,,,,,,,,,,,,
,,,,,,18.25,44,0.04978706315159798,-0.09620063636363611,12,64,803,,,,,,
0.21081563110285226,27.429179904516786,0.34523809523809523,15.578934574840735,0.5034857026244611,20.238300585873816,,,,,,,,,,,,,
-0.09048639075313031,6.9789433653932065,0.03468208092485549,10.019907547723907,0.5636048190022503,-3.528969239372082,,,,,,,,,,,,,
-0.14470603404632867,8.50560458842665,0.031746031746031744,10.488837228422561,0.7745522213076117,-6.51177153208479,,,,,,,,,,,,,
0.04008958396697059,21.51784243923612,0.050970873786407765,17.13430689233862,0.6109971969873423,2.7661812937209707,,,,,,,,,,,,,
,,,,,,18.458333333333332,48,0.04978706315159798,0.18039741666666678,12,70,886,,,,,,
0.09555991042364313,14.338937753345817,0.358974358974359,14.61802858438714,0.6760749067961307,5.160235162876729,,,,,,,,,,,,,
-0.17131177472950057,5.670742666348815,0.011574074074074073,8.585221078452417,0.7689276057342939,-6.338535664991521,,,,,,,,,,,,,
0.007825141615294481,26.631771540734917,0.4482758620689655,16.03478138813151,0.5666411482901645,0.7120878869917977,,,,,,,,,,,,,
-0.15278704491841272,5.852680929936469,0.011389521640091117,8.640224258188589,0.697865188895663,-5.805907706899683,,,,,,,,,,,,,
,,,,,,18.442307692307693,52,0.04978706315159798,0.044524807692307794,12,76,959,,,,,,
0.14340722226414515,13.347248630132526,0.22413793103448276,11.701399455262155,0.31335436387401217,9.034655002641145,,,,,,,,,,,,,
0.06920980149696064,16.55080149951391,0.05673758865248227,13.555940960649707,0.6370169287629479,4.6370567002963625,,,,,,,,,,,,,
0.18466532193675975,35.12961982842535,0.7272727272727273,19.956391695335814,0.42562806881837395,17.727870905928935,,,,,,,,,,,,,
-0.19757991838670705,2.55466859228909,0.0056179775280898875,4.186690625953348,0.160578104705976,-6.717717225148039,,,,,,,,,,,,,
,,,,,,18.660714285714285,56,0.04978706315159798,0.48145725000000006,12,82,1045,,,,,,
0.00024353734007109392,10.3970195511356,0.2222222222222222,11.283112971093043,0.5438541973968515,0.01242040434362579,,,,,,,,,,,,,
0.09597873180225852,14.556329601909965,0.02529182879377432,11.808773395796438,0.3161948845171856,6.526553762553579,,,,,,,,,,,,,
-0.017520097495910682,19.59877840639092,0.4523809523809524,14.15469590523235,0.7028281739889766,-1.3315274096892118,,,,,,,,,,,,,
-0.031239565485038517,7.879007505718619,0.012131715771230503,9.0521303951339,0.6027066457269074,-1.4994991432818487,,,,,,,,,,,,,
,,,,,,18.766666666666666,60,0.04978706315159798,0.5093218166666666,12,88,1126,,,,,,
-0.08954812122072578,7.896203140495345,0.03524229074889868,8.549097056963868,0.7527334804272829,-4.566954182257015,,,,,,,,,,,,,
-0.0247782829103994,9.038788438308984,0.0226628895184136,9.42401585218527,0.6437431698178387,-1.3132489942511683,,,,,,,,,,,,,
-0.008810861017480133,11.257101835915819,0.25,11.742250240049144,0.6099668315214357,-0.46697563392644703,,,,,,,,,,,,,
-0.03349346333477791,8.353252799715847,0.02040816326530612,10.3109917852028,0.6375709624507152,-1.5072058500650058,,,,,,,,,,,,,
,,,,,,18.65625,64,0.04978706315159798,0.35362760937500015,12,94,1194,,,,,,
-0.058004516276998215,10.155005106935278,0.2127659574468085,9.782526774319553,0.7196132131334567,-3.306257427788898,,,,,,,,,,,,,
-0.05457636732420245,12.318009607726708,0.04054054054054054,12.562996649889772,0.7538024188701717,-2.9471238355069325,,,,,,,,,,,,,
-0.21427156467752922,4.9253550245193765,0.041666666666666664,8.198514320314557,0.682870717726469,-7.285233199035994,,,,,,,,,,,,,
0.003566426966476165,23.430978930555284,0.0931174089068826,13.191472988099058,0.8282941205821159,0.345943415748188,,,,,,,,,,,,,
,,,,,,18.735294117647058,68,0.04978706315159798,0.13670757352941187,12,100,1274,,,,,,
-0.10457979874089118,8.028241627616808,0.08333333333333333,11.139126874831517,0.7734530395746465,-4.183191949635647,,,,,,,,,,,,,
-0.1437887843411711,8.613555695163086,0.020618556701030927,10.428173892029372,0.8364464283064672,-6.614284079693871,,,,,,,,,,,,,
0.028244806629334224,11.986874100519344,0.04365079365079365,11.006923905320368,0.5397731685096837,1.6946883977600535,,,,,,,,,,,,,
-0.02005052959376933,7.9327441934728995,0.022857142857142857,8.937792071211062,0.3137193516615057,-0.9824759500946971,,,,,,,,,,,,,
,,,,,,18.583333333333332,72,0.04978706315159798,-0.011968027777777649,12,105,1338,,,,,,
0.13829645886543404,16.380524857435375,0.41025641025641024,12.827436193162585,0.5106485950791039,9.680752120580383,,,,,,,,,,,,,
-0.04408228411381409,8.416756926337257,0.0392156862745098,10.14857572765176,0.6207290734045354,-2.027785069235448,,,,,,,,,,,,,
-0.13747889644421052,6.077111935708672,0.10344827586206896,7.224504187109038,0.6950246869756259,-6.461508132877894,,,,,,,,,,,,,
-0.21003465387662246,3.404259498231113,0.004615384615384616,5.72440261446826,0.35213967683972514,-7.1411782318051635,,,,,,,,,,,,,
,,,,,,18.460526315789473,76,0.04978706315159798,-0.09008730263157883,12,111,1403,,,,,,
0.12291665873004994,13.396029710303992,0.22413793103448276,12.512718909924981,0.45099949963541597,7.252082865072946,,,,,,,,,,,,,
-0.08551356992370836,10.214925771579146,0.03206997084548105,11.592500068704746,0.6878166663764519,-4.104651356338001,,,,,,,,,,,,,
-0.05746648219849822,8.092441691551358,0.18181818181818182,9.790398688946208,0.5630733456608731,-2.643458181130918,,,,,,,,,,,,,
-0.21609784586498945,2.641203046310693,0.007936507936507936,4.760384274072039,0.18744900114434215,-6.699033221814673,,,,,,,,,,,,,
,,,,,,18.3,80,0.04978706315159798,-0.16347341249999986,12,116,1464,,,,,,
0.08026392648534167,13.652908887946978,0.28888888888888886,12.939757542742036,0.45637386971147836,4.655307736149817,,,,,,,,,,,,,
-0.08773165850429283,8.64636595104821,0.022408963585434174,8.08637357403816,0.5174785103761056,-5.176167851753277,,,,,,,,,,,,,
0.18064008266479106,25.31297803565394,0.6428571428571429,18.43608978881326,0.7117174622650405,13.54800619985933,,,,,,,,,,,,,
-0.07723355138403873,19.526937993010506,0.07692307692307693,13.110754812168796,0.9897753832558353,-6.333151213491176,,,,,,,,,,,,,
,,,,,,18.511904761904763,84,0.04978706315159798,-0.07685804761904749,12,123,1555,,,,,,
-0.14023769019062296,5.500426260987297,0.022026431718061675,6.847252550967797,0.6440945700630096,-6.310696058578033,,,,,,,,,,,,,
-0.011893411443314855,11.68403988913633,0.03470031545741325,10.25640955162948,0.5153980625300846,-0.737391509485521,,,,,,,,,,,,,
0.1537221531245878,18.306653061299585,0.38636363636363635,12.36301921065527,0.4190782470712857,12.451494403091612,,,,,,,,,,,,,
0.13273448840643895,13.884888939326629,0.023608768971332208,10.012505180204728,0.30188180693992955,9.95508663048292,,,,,,,,,,,,,
,,,,,,18.670454545454547,88,0.04978706315159798,0.09993047727272741,12,129,1643,,,,,,
0.08857122547099827,27.09411966521293,0.5957446808510638,17.629778410376417,0.5572796759081512,7.439982939563855,,,,,,,,,,,,,
-0.1326628287755729,6.175181721220724,0.01312910284463895,7.665988203217555,0.6230425821991104,-5.969827294900781,,,,,,,,,,,,,
-0.07946552944375772,4.686477927258238,0.052083333333333336,6.689718035703237,0.20061263484674585,-3.019690118862793,,,,,,,,,,,,,
0.027810236105458186,10.533444713160861,0.03816793893129771,12.112526739175616,0.6111706971366654,1.334891333061993,,,,,,,,,,,,,
,,,,,,18.641304347826086,92,0.04978706315159798,0.09247179347826101,12,135,1715,,,,,,
0.07341969884925496,11.3519573493395,0.13095238095238096,11.541627955280362,0.24020497439032246,3.964663737859768,,,,,,,,,,,,,
-0.10983068952706171,10.51435519522056,0.03081232492997199,11.395532480136135,0.8978469527614896,-5.601365165880147,,,,,,,,,,,,,
-0.06688191376396357,14.55820928036701,0.051587301587301584,14.100493898293168,0.679121220392787,-3.8122690845459237,,,,,,,,,,,,,
0.07090628887885064,9.202147528179921,0.02608695652173913,10.372371127051517,0.19693864646294806,3.4744081550636814,,,,,,,,,,,,,
,,,,,,18.59375,96,0.04978706315159798,0.06767708333333344,12,140,1785,,,,,,
0.050656124801512846,11.199180792318657,0.28205128205128205,12.118050932245334,0.5828549709540506,2.583462364877155,,,,,,,,,,,,,
0.14112519459317424,31.721971180057153,0.08446866485013624,18.95599473312047,0.6045649962349459,12.842392707978856,,,,,,,,,,,,,
-0.15000342309806072,7.5009197073522955,0.1206896551724138,8.888762146325865,0.8200448585597488,-7.050160885608854,,,,,,,,,,,,,
-0.18811739674684963,6.026005405699834,0.00725689404934688,9.342748276162517,0.8441844079717236,-6.772226282886587,,,,,,,,,,,,,
,,,,,,18.6,100,0.04978706315159798,0.08064289000000013,12,146,1860,,,,,,
-0.1483584798298359,5.58815362106543,0.08620689655172414,7.835251851326028,0.6189558134693417,-5.934339193193437,,,,,,,,,,,,,
-0.15764177252771536,7.605393098434433,0.022364217252396165,10.078633645137595,0.7990312450310668,-6.6209544461640455,,,,,,,,,,,,,
-0.14794082237723474,6.380563632119447,0.13636363636363635,8.934283124935913,0.6496865465843416,-5.9176328950893895,,,,,,,,,,,,,
-0.06924905212709648,10.942403126740828,0.1134020618556701,12.892970804294228,0.7166314517257281,-3.2547054499735344,,,,,,,,,,,,,
,,,,,,18.46,104,0.04978706315159798,-0.11171859,12,151,1916,,,,,,
-0.036723101416851325,15.525963644729927,0.35555555555555557,14.76361230681166,0.5570057304937714,-2.1299398821773767,,,,,,,,,,,,,
-0.13540187563770612,5.56597389979288,0.012953367875647668,7.6760429014966745,0.6446725595949856,-5.551476901145951,,,,,,,,,,,,,
-0.09126283812415946,7.497483749757521,0.16666666666666666,9.420273936576391,0.6511076198744251,-4.015564877463016,,,,,,,,,,,,,
0.06514197959757595,16.22955370415002,0.06967213114754098,15.658117654232115,0.6821261564018379,3.7130928370618292,,,,,,,,,,,,,
,,,,,,18.41,108,0.04978706315159798,-0.2541886800000001,12,156,1983,,,,,,
-0.1776708766126213,5.310499496990815,0.022026431718061675,7.657560464843332,0.6352246298523598,-6.92916418789223,,,,,,,,,,,,,
0.12213944052163164,10.569186120294034,0.23076923076923078,12.479370932052467,0.4079116010703885,5.740553704516687,,,,,,,,,,,,,
-0.045867542670422735,10.819478787947446,0.25,11.398022929226823,0.7815854396711891,-2.385112218861982,,,,,,,,,,,,,
-0.23062052748044345,2.5004074815660715,0.008086253369272238,4.849232880481681,0.14560149691983473,-6.918615824413304,,,,,,,,,,,,,
,,,,,,18.23,112,0.04978706315159798,-0.2827341,12,161,2039,,,,,,
-0.1614115089144892,7.154902262380347,0.14893617021276595,10.771238303167681,0.7660294037176283,-5.9722258298361,,,,,,,,,,,,,
0.060463500588740234,27.44885368202813,0.05189620758483034,16.850505169625563,0.5809179377344361,5.381251552397881,,,,,,,,,,,,,
0.09701904779419951,13.893536864547059,0.14583333333333334,17.398592425327674,0.5099105448463083,4.268838102944779,,,,,,,,,,,,,
-0.00010867430077269684,9.961264254990965,0.05084745762711865,11.469878939902378,0.5785654734116795,-0.005216366437089448,,,,,,,,,,,,,
,,,,,,18.3,116,0.04978706315159798,-0.24663312999999987,12,167,2112,,,,,,
0.14013094800620174,12.611791942967102,0.14285714285714285,11.801892714649755,0.36206169468967325,8.267725932365902,,,,,,,,,,,,,
-0.024483990357275345,33.63841686816886,0.09627329192546584,15.327406625164523,0.9357513479081487,-2.9380788428730416,,,,,,,,,,,,,
0.031881814711522405,10.393282611388713,0.03571428571428571,11.993511685099989,0.4808990170871637,1.5303271061530754,,,,,,,,,,,,,
-0.18245471481542028,5.723437627078965,0.01834862385321101,8.685752442072037,0.5151259493319773,-6.56836973335513,,,,,,,,,,,,,
,,,,,,18.28,120,0.04978706315159798,-0.53669088,12,174,2200,,,,,,
-0.08075726941550601,14.89217016310431,0.38461538461538464,14.102726561797464,1.154364545561199,-4.683921626099349,,,,,,,,,,,,,
-0.04510277546482623,7.12006754707545,0.024475524475524476,8.408738872771977,0.4945460925057512,-2.1198304468468327,,,,,,,,,,,,,
-0.0014063892147421076,11.008415949181654,0.1896551724137931,10.300943422719605,0.6019756415699087,-0.08297696366978435,,,,,,,,,,,,,
0.10344707912411082,12.154189137276262,0.02588235294117647,13.37416866081722,0.46141417208547253,5.172353956205541,,,,,,,,,,,,,
,,,,,,18.3,124,0.04978706315159798,-0.5729850000000001,12,179,2272,,,,,,
-0.042446220429102934,7.543852292001247,0.1206896551724138,9.105408754179411,0.5201540719961265,-1.952526139738735,,,,,,,,,,,,,
0.050158708204665794,9.445147953927517,0.04054054054054054,7.372076211621832,0.309621016845227,3.5612682825312714,,,,,,,,,,,,,
-0.08682845743210918,6.5892818628344685,0.13636363636363635,8.59718604089751,0.5410788887762084,-3.7336236695806946,,,,,,,,,,,,,
0.04284612171392478,10.249268492218107,0.09345794392523364,12.674605176092602,0.5079846705777087,1.9280754771266153,,,,,,,,,,,,,
,,,,,,18.23,128,0.04978706315159798,-0.69562713,12,185,2340,,,,,,
0.035810878879705126,16.880348788341507,0.37777777777777777,15.144848471612642,0.8461628565764588,2.1844636116620126,,,,,,,,,,,,,
0.12826804068501255,19.98342486936599,0.13768115942028986,15.61970639842517,0.6027912920249512,8.978762847950879,,,,,,,,,,,,,
-0.018683149695921407,15.563255435787141,0.38095238095238093,14.50154741443553,0.8823888285246332,-1.102305832059363,,,,,,,,,,,,,
0.2261627885192161,27.88292810227722,0.0448,15.070178813834497,0.3921375194489651,22.842441640440825,,,,,,,,,,,,,
,,,,,,18.67,132,0.04978706315159798,-0.15829963999999996,12,192,2437,,,,,,
-0.14841232418098496,5.552098777610809,0.022026431718061675,7.285686901467193,0.5823126839736428,-6.381729939782353,,,,,,,,,,,,,
-0.0363906904490272,12.643238549935631,0.02536997885835095,11.02430730170281,0.688954518624528,-2.2926134982887136,,,,,,,,,,,,,
-0.17387592500248025,6.240482354536653,0.13636363636363635,9.17076712137171,0.7833482142853596,-6.607285150094249,,,,,,,,,,,,,
0.023397542760994414,11.774021207354963,0.07792207792207792,12.659963100598603,0.6909583841916309,1.193274680810715,,,,,,,,,,,,,
,,,,,,18.55,136,0.04978706315159798,-0.16091176000000001,12,197,2502,,,,,,
-0.029797109219441027,29.877727108774707,0.6595744680851063,17.905173341517624,1.2381653408231723,-2.7115369389691333,,,,,,,,,,,,,
0.01529040216272421,14.81690598744899,0.03722084367245657,12.541910760748651,0.5646887685557157,0.9938761405770737,,,,,,,,,,,,,
-0.04357296825623682,13.964232531609014,0.14583333333333334,16.07319103428893,0.5795131380637801,-2.0915024762993673,,,,,,,,,,,,,
-0.1183861824554317,10.2931747835828,0.023157894736842106,11.11702632861644,0.9503070673946784,-6.037695305227016,,,,,,,,,,,,,
,,,,,,18.63,140,0.04978706315159798,-0.19147489000000006,12,203,2587,,,,,,
0.19675429434557495,19.361356961308047,0.23809523809523808,15.578938351676944,0.5107188272657092,13.379292015499097,,,,,,,,,,,,,
-0.01727379946643528,9.93365957471542,0.03205128205128205,9.57779625884174,0.6367434863096302,-0.9846065695868109,,,,,,,,,,,,,
0.08642874994495044,14.407693974673748,0.05555555555555555,13.911748050436017,0.6100164492985688,4.926438746862175,,,,,,,,,,,,,
0.035078850668129366,15.040854234015569,0.033185840707964605,14.228214124750917,0.7677895934988126,2.0345733387515033,,,,,,,,,,,,,
,,,,,,18.64,144,0.04978706315159798,0.015706159999999934,12,210,2667,,,,,,
0.12387401450080412,14.286191609920934,0.358974358974359,13.269883861995138,0.5950418218583937,7.3085668555474435,,,,,,,,,,,,,
-0.0355695519831576,15.28371854731813,0.10344827586206896,12.915142987176653,0.8100837266847107,-2.312020878905244,,,,,,,,,,,,,
-0.007804637051093133,13.514505632221699,0.22413793103448276,13.322606985388427,0.5707468351843028,-0.43705967486121544,,,,,,,,,,,,,
0.011102170192323773,18.063367790309712,0.0779816513761468,12.078915641509198,0.6332369268748392,0.9103779557705494,,,,,,,,,,,,,
,,,,,,18.69,148,0.04978706315159798,-0.05923801999999994,12,216,2755,,,,,,
-0.05716289611485423,11.82286469079554,0.20689655172413793,11.067718975139291,0.689029438870703,-3.3726108707763993,,,,,,,,,,,,,
-0.11584151794976885,3.550039959955029,0.01293103448275862,6.231564364286338,0.13955704769160152,-3.5910870564428343,,,,,,,,,,,,,
0.016151040312551643,10.708404301898554,0.25,11.180477126727466,0.2669147010975708,0.856005136565237,,,,,,,,,,,,,
0.012267015649602087,14.819952747318894,0.042134831460674156,13.17801556833717,0.5948279892426289,0.7605549702753294,,,,,,,,,,,,,
,,,,,,18.65,152,0.04978706315159798,-0.050357499999999895,12,222,2824,,,,,,
-0.16253179172343854,7.920279663056135,0.17777777777777778,10.287949709910173,0.7868777823021184,-6.988867044107858,,,,,,,,,,,,,
-0.0337163740220584,10.163575059268624,0.0661764705882353,10.795785479735322,0.6052051005600764,-1.7532514491470366,,,,,,,,,,,,,
-0.14499559358616274,7.9041861046571285,0.19047619047619047,10.195967853747563,0.8221015359761499,-6.234810524204997,,,,,,,,,,,,,
-0.059237623387371444,7.556630390230566,0.041666666666666664,10.010798409925409,0.5800081860327959,-2.4879801822696006,,,,,,,,,,,,,
,,,,,,18.38,156,0.04978706315159798,-0.47256604999999985,12,227,2883,,,,,,
0.19400491957708552,13.904804302146658,0.06607929515418502,11.08395096006786,0.23195356147572274,13.192334531241816,,,,,,,,,,,,,
0.1802829826159284,16.190062954556197,0.10429447852760736,13.02533155697138,0.29819867426934743,12.25924281788313,,,,,,,,,,,,,
0.1212514853959135,12.820259873056784,0.2727272727272727,10.118114325045115,0.3709015537964448,8.487603977713945,,,,,,,,,,,,,
0.14455102017388854,19.311315648956224,0.21348314606741572,16.761666551933725,0.7253917642181962,9.106714270954978,,,,,,,,,,,,,
,,,,,,18.47,160,0.04978706315159798,-0.07844591000000001,12,233,2973,,,,,,
-0.11248474980025686,11.266922776121646,0.2553191489361702,11.540341263493579,1.043777216212965,-6.07417648921387,,,,,,,,,,,,,
-0.021964512702363742,16.188891687896103,0.2463768115942029,14.379488493103807,0.7004422976291922,-1.361799787546552,,,,,,,,,,,,,
0.04765957676785065,29.43576869694516,0.3125,16.748927831542044,0.6269213916223849,4.575319369713663,,,,,,,,,,,,,
-0.032567533360659026,9.845949785434641,0.01487603305785124,12.085798692974176,0.3596671792044201,-1.465539001229656,,,,,,,,,,,,,
,,,,,,18.65,164,0.04978706315159798,-0.043150309999999914,12,240,3059,,,,,,
0.06252719681080256,18.630808411515318,0.2261904761904762,12.577462847765188,0.6126729074218826,5.064702941675007,,,,,,,,,,,,,
-0.07854584295410583,21.484650045167655,0.05333333333333334,17.592365781749674,0.7346745498264367,-5.26257147792509,,,,,,,,,,,,,
-0.19988903907307198,5.041246889159083,0.015873015873015872,7.65137193447998,0.8869799925966251,-7.3958944457036635,,,,,,,,,,,,,
-0.07143510485930739,4.602796759456396,0.009940357852882704,8.242069036073676,0.1513687747272406,-2.214488250638529,,,,,,,,,,,,,
,,,,,,18.56,168,0.04978706315159798,-0.0089428599999999,12,246,3130,,,,,,
0.03963537925086715,12.808065407210961,0.3076923076923077,11.190956786903623,0.5970534693575177,2.4970288928046305,,,,,,,,,,,,,
-0.0702448735912402,19.108197668916546,0.03950617283950617,12.474184615840226,1.1592400060339743,-5.900569381664177,,,,,,,,,,,,,
-0.018331242629588834,23.71615985338576,0.3793103448275862,18.3252996558039,1.020259897855971,-1.3015182267008072,,,,,,,,,,,,,
0.021358448778265905,14.30099488585256,0.03723404255319149,15.09818651631478,0.7703919122780951,1.110639336469827,,,,,,,,,,,,,
,,,,,,18.82,172,0.04978706315159798,0.05526574000000002,12,253,3220,,,,,,
0.0368642602628017,10.040569259319454,0.15517241379310345,9.904127571191164,0.4334341689535888,2.064398574716895,,,,,,,,,,,,,
0.01569243022489503,6.15890370705165,0.011152416356877323,8.835068425432596,0.15829716114109774,0.6120047787709062,,,,,,,,,,,,,
-0.13707672797320997,6.986650459002703,0.1590909090909091,10.861682419481427,0.6815171451623548,-4.934762207035559,,,,,,,,,,,,,
0.07510478354484998,22.080354953417554,0.03942652329749104,16.57821134046262,0.7239533478691051,5.482649198774048,,,,,,,,,,,,,
,,,,,,18.85,176,0.04978706315159798,0.14700584,12,258,3288,,,,,,
-0.08112638662011046,8.05250753997825,0.17777777777777778,9.264092159306067,0.680181538355331,-3.894066557765302,,,,,,,,,,,,,
-0.09765728771547655,7.555471418891102,0.026923076923076925,8.734051929593797,0.6640771451374641,-4.687549810342874,,,,,,,,,,,,,
0.06705958812472022,10.919107053079642,0.2619047619047619,13.757550163253807,0.5408162446834357,2.9506218774876896,,,,,,,,,,,,,
